id,еца╓_300
5104,1
5105,1
5096,1
5097,1
21384,1
21385,1
5102,1
21386,1
5103,1
21387,1
21388,1
21389,1
5094,1
5095,1
5246,1
5247,1
21512,1
21513,1
21514,1
21515,1
21516,1
5129,1
5130,1
5131,1
5132,1
21536,1
21537,1
21538,1
21539,1
21641,1
21642,1
21643,1
21689,1
21690,1
21691,1
21692,1
5256,1
5248,1
5249,1
21666,1
5255,1
21667,1
21668,1
21669,1
21841,1
21842,1
21843,1
21844,1
5281,1
5282,1
5283,1
5284,1
21784,1
21785,1
21783,1
5403,1
5404,1
21818,1
21819,1
21820,1
21821,1
21792,1
21793,1
21794,1
21795,1
21796,1
5433,1
5434,1
5435,1
5436,1
21979,1
21980,1
21981,1
21970,1
21971,1
21972,1
21973,1
5585,1
5586,1
5587,1
21993,1
21994,1
21995,1
21944,1
21945,1
21946,1
21947,1
21948,1
21936,1
21937,1
21934,1
21935,1
5554,1
5555,1
5556,1
22096,1
5557,1
22097,1
22098,1
22099,1
22100,1
22088,1
22089,1
22090,1
22086,1
22087,1
22130,1
22131,1
22132,1
22133,1
5706,1
22134,1
5707,1
5708,1
5709,1
22239,1
22249,1
22250,1
22251,1
22252,1
22240,1
22241,1
22242,1
22243,1
5858,1
5859,1
5860,1
22144,1
5861,1
22145,1
22146,1
22147,1
22392,1
22393,1
22394,1
22395,1
22296,1
22297,1
22298,1
22299,1
22282,1
22283,1
22284,1
22285,1
22286,1
22431,1
22448,1
22449,1
22450,1
22451,1
22432,1
22433,1
22435,1
22436,1
22437,1
10268,1
26680,1
10269,1
26681,1
10270,1
26682,1
10271,1
26683,1
10240,1
10241,1
26832,1
26833,1
26834,1
26835,1
10282,1
10283,1
10284,1
10285,1
10453,1
10454,1
10434,1
10435,1
10436,1
10437,1
10392,1
10393,1
10394,1
10385,1
10386,1
10387,1
10388,1
10389,1
10390,1
10391,1
10371,1
10372,1
10373,1
10374,1
10420,1
10421,1
10422,1
10423,1
10586,1
10587,1
10588,1
10589,1
26984,1
26985,1
26986,1
10604,1
10605,1
10606,1
10607,1
10523,1
10524,1
10525,1
10544,1
10545,1
10546,1
10538,1
10539,1
10540,1
10541,1
10542,1
10543,1
10719,1
10696,1
10697,1
10692,1
10693,1
10694,1
10695,1
10737,1
10738,1
10739,1
10740,1
10720,1
10721,1
10844,1
10845,1
10846,1
10872,1
10873,1
10870,1
10871,1
10756,1
10757,1
10758,1
10759,1
10908,1
10909,1
10910,1
10911,1
10888,1
10889,1
10890,1
10891,1
11024,1
11025,1
11022,1
11023,1
11040,1
11041,1
11042,1
11043,1
11192,1
11193,1
11194,1
11195,1
11176,1
11177,1
11178,1
11179,1
11175,1
11344,1
11345,1
11346,1
11347,1
11328,1
11329,1
11330,1
11331,1
11332,1
11325,1
11326,1
11327,1
11314,1
11315,1
11316,1
11480,1
11481,1
11482,1
11483,1
11484,1
11477,1
11478,1
11479,1
11465,1
11466,1
11467,1
11468,1
11504,1
11505,1
11506,1
11496,1
11497,1
11498,1
11499,1
11503,1
11632,1
11633,1
11634,1
11635,1
11629,1
11630,1
11631,1
11617,1
11618,1
11619,1
11620,1
11770,1
11771,1
11772,1
11679,1
11656,1
11657,1
11658,1
11655,1
11680,1
11681,1
11682,1
11807,1
11780,1
11781,1
11782,1
11783,1
11832,1
11833,1
11834,1
11831,1
11808,1
11809,1
11810,1
11812,1
11813,1
11814,1
11984,1
11985,1
11986,1
11983,1
11932,1
11933,1
11934,1
11935,1
11960,1
11961,1
11962,1
11964,1
11965,1
11966,1
11967,1
12116,1
12117,1
12118,1
12119,1
12096,1
12097,1
12098,1
12136,1
12137,1
12135,1
12084,1
12085,1
12086,1
12087,1
12248,1
12249,1
12250,1
12251,1
12246,1
12247,1
12237,1
12238,1
12226,1
12227,1
12281,1
12282,1
12283,1
12284,1
12268,1
12269,1
12270,1
8313,1
8314,1
8315,1
8316,1
8317,1
8318,1
8319,1
8304,1
8305,1
8306,1
8307,1
8299,1
8300,1
24584,1
24585,1
24576,1
24577,1
24578,1
24579,1
24580,1
24583,1
24728,1
24729,1
24720,1
24722,1
24723,1
24724,1
24726,1
24727,1
24719,1
8320,1
8321,1
8322,1
8323,1
8324,1
24736,1
8325,1
24737,1
24738,1
24739,1
8472,1
8473,1
8474,1
8475,1
8476,1
24888,1
24889,1
24890,1
24891,1
8465,1
8466,1
8467,1
8468,1
8469,1
8470,1
8471,1
8457,1
8458,1
24872,1
24873,1
24870,1
24871,1
8496,1
8497,1
25040,1
25041,1
25042,1
25043,1
8495,1
25024,1
25025,1
8648,1
8649,1
8650,1
8647,1
25022,1
25023,1
25176,1
25177,1
8624,1
8625,1
8626,1
8627,1
8628,1
25168,1
8616,1
8618,1
25174,1
8619,1
25175,1
8620,1
8621,1
8622,1
8623,1
8609,1
8610,1
25166,1
25167,1
8613,1
8614,1
8615,1
8793,1
8794,1
8795,1
8796,1
8799,1
8776,1
25193,1
25194,1
8768,1
8771,1
8772,1
8773,1
8800,1
8801,1
8802,1
8760,1
8761,1
8762,1
8763,1
8765,1
8766,1
8767,1
8920,1
8921,1
8922,1
8924,1
8925,1
8912,1
8913,1
8914,1
8915,1
8917,1
8918,1
8919,1
25320,1
8952,1
8953,1
25317,1
8954,1
25318,1
8955,1
25319,1
8945,1
8946,1
8947,1
8948,1
8951,1
25466,1
25469,1
25470,1
25471,1
9072,1
9073,1
9074,1
9075,1
9076,1
9077,1
9078,1
9064,1
9065,1
9066,1
9067,1
9070,1
9071,1
25472,1
9104,1
9105,1
9106,1
9107,1
9097,1
9098,1
9099,1
9100,1
9088,1
9089,1
25624,1
25617,1
25618,1
25619,1
25620,1
25622,1
25623,1
9240,1
9241,1
9242,1
9238,1
9239,1
9224,1
9225,1
9226,1
9227,1
9228,1
9229,1
9230,1
9216,1
9217,1
9218,1
9219,1
9223,1
9256,1
9257,1
9258,1
9259,1
9250,1
9251,1
9409,1
9410,1
9411,1
9368,1
9369,1
9370,1
9371,1
9373,1
9374,1
9375,1
9367,1
9352,1
25769,1
25770,1
25771,1
25772,1
9349,1
9350,1
9351,1
9392,1
9393,1
9394,1
9388,1
9389,1
9390,1
9391,1
9376,1
9379,1
9380,1
9381,1
25921,1
9382,1
25922,1
25923,1
25924,1
9544,1
9545,1
9546,1
9547,1
9540,1
9541,1
9542,1
9543,1
9501,1
9502,1
9503,1
9528,1
9520,1
9521,1
9522,1
9523,1
9524,1
9525,1
9526,1
9527,1
9519,1
9504,1
9505,1
9506,1
9692,1
9693,1
9694,1
9695,1
9680,1
9672,1
9673,1
9674,1
9676,1
9677,1
9678,1
9679,1
9671,1
9696,1
9697,1
9698,1
9699,1
9700,1
9656,1
9657,1
9658,1
9653,1
9654,1
9655,1
9808,1
9809,1
9810,1
9811,1
9806,1
9807,1
9849,1
9850,1
9851,1
9852,1
9844,1
9845,1
9846,1
9832,1
9828,1
9829,1
9830,1
9831,1
9981,1
9982,1
9983,1
9960,1
9961,1
9962,1
9964,1
9965,1
9966,1
10068,1
10069,1
10081,1
10082,1
10083,1
10084,1
10001,1
10002,1
10003,1
10004,1
9984,1
10233,1
10234,1
10235,1
10236,1
10239,1
10219,1
10220,1
10221,1
10222,1
10116,1
26528,1
10117,1
26529,1
10118,1
26530,1
10119,1
14408,1
14409,1
14410,1
14412,1
14413,1
14414,1
14415,1
14406,1
14407,1
14360,1
14361,1
14362,1
14363,1
14364,1
14365,1
14366,1
14367,1
14357,1
14358,1
14359,1
14387,1
14388,1
14389,1
14390,1
14368,1
14558,1
14559,1
14539,1
14540,1
14541,1
14542,1
14560,1
14561,1
14562,1
14564,1
14565,1
14566,1
14520,1
14512,1
14513,1
14514,1
14515,1
14516,1
14517,1
14518,1
14519,1
14509,1
14510,1
14511,1
14664,1
14665,1
14666,1
14667,1
14668,1
14669,1
14670,1
14671,1
14660,1
14661,1
14662,1
14663,1
14712,1
14713,1
14714,1
14710,1
14711,1
14691,1
14692,1
14693,1
14694,1
14812,1
14813,1
14814,1
14815,1
14824,1
14816,1
14817,1
14818,1
14819,1
14820,1
14821,1
14822,1
14823,1
14968,1
14969,1
14970,1
14971,1
14972,1
14973,1
14974,1
14975,1
14964,1
14965,1
14966,1
14967,1
14864,1
14865,1
14866,1
14862,1
14863,1
14976,1
15128,1
15120,1
15121,1
15122,1
15123,1
15124,1
15125,1
15126,1
15127,1
15117,1
15118,1
15272,1
15273,1
15274,1
15275,1
15276,1
15277,1
15278,1
15279,1
15424,1
15425,1
15426,1
15427,1
15428,1
15429,1
15430,1
15431,1
15423,1
15576,1
15577,1
15578,1
15580,1
15581,1
15582,1
15583,1
15569,1
15570,1
15571,1
15573,1
15574,1
15575,1
15595,1
15596,1
15597,1
15728,1
15729,1
15730,1
15733,1
15734,1
15735,1
15720,1
