id,еца╓_200
9657,2
9658,2
9654,2
9655,2
9808,2
9809,2
9810,2
9849,2
9850,2
9851,2
9845,2
9829,2
9830,2
9831,2
9982,2
9983,2
9960,2
9961,2
9962,2
10082,2
10083,2
10084,2
10002,2
10003,2
10234,2
10235,2
10236,2
10219,2
10220,2
10221,2
10116,2
10117,2
10118,2
14408,2
14409,2
14410,2
14412,2
14413,2
14414,2
14360,2
14361,2
14362,2
14363,2
14364,2
14365,2
14366,2
14367,2
14357,2
14358,2
14359,2
14388,2
14389,2
14390,2
14558,2
14559,2
14540,2
14541,2
14542,2
14560,2
14561,2
14562,2
14565,2
14566,2
14512,2
14513,2
14514,2
14515,2
14516,2
14517,2
14518,2
14519,2
14509,2
14510,2
14511,2
14664,2
14665,2
14666,2
14667,2
14668,2
14661,2
14662,2
14663,2
14712,2
14713,2
14714,2
14710,2
14711,2
14692,2
14693,2
14813,2
14814,2
14815,2
14816,2
14817,2
14818,2
14819,2
14820,2
14821,2
14822,2
14823,2
14968,2
14969,2
14970,2
14971,2
14972,2
14973,2
14974,2
14975,2
14965,2
14966,2
14967,2
14863,2
15120,2
15121,2
15122,2
15123,2
15124,2
15126,2
15127,2
15272,2
15273,2
15274,2
15275,2
15276,2
15424,2
15425,2
15426,2
15427,2
15428,2
15429,2
15430,2
15431,2
15576,2
15577,2
15578,2
15581,2
15582,2
15583,2
15569,2
15570,2
15575,2
15596,2
15597,2
15728,2
15729,2
15730,2
15733,2
15734,2
15735,2
15721,2
15722,2
15723,2
15725,2
15726,2
15727,2
15765,2
15766,2
15746,2
15747,2
15748,2
15749,2
15898,2
15899,2
15900,2
15901,2
15902,2
15888,2
15880,2
15881,2
15882,2
15886,2
15887,2
15873,2
15874,2
15875,2
15876,2
15877,2
15878,2
15879,2
15920,2
15916,2
15917,2
15918,2
15919,2
16072,2
16073,2
16068,2
16069,2
16070,2
16071,2
16027,2
16028,2
16029,2
16030,2
16031,2
16050,2
16051,2
16052,2
16053,2
16054,2
16055,2
16040,2
16032,2
16033,2
16034,2
16035,2
16036,2
16038,2
16039,2
16218,2
16219,2
16220,2
16221,2
16223,2
16204,2
16205,2
16206,2
16207,2
16195,2
16196,2
16197,2
16224,2
16186,2
16187,2
16188,2
16190,2
16191,2
16180,2
16181,2
16345,2
16346,2
16347,2
16348,2
16349,2
16339,2
16340,2
16383,2
16370,2
16371,2
16372,2
16373,2
16356,2
16357,2
16358,2
12378,2
12379,2
12380,2
12400,2
12401,2
12402,2
12398,2
12399,2
12530,2
12531,2
12532,2
12434,2
12435,2
12436,2
12552,2
12553,2
12554,2
12550,2
12551,2
12586,2
12587,2
12588,2
12699,2
12700,2
12702,2
12703,2
12682,2
12683,2
12704,2
12709,2
12710,2
12711,2
12861,2
12862,2
12863,2
12851,2
12852,2
12853,2
13012,2
13013,2
13014,2
13015,2
13003,2
13004,2
13027,2
13028,2
13029,2
13179,2
13180,2
13181,2
13162,2
13163,2
13164,2
13165,2
13166,2
13300,2
13301,2
13302,2
13303,2
13331,2
13332,2
13320,2
13321,2
13322,2
13323,2
13314,2
13315,2
13316,2
13466,2
13467,2
13471,2
13452,2
13453,2
13454,2
13455,2
13472,2
13473,2
13474,2
13475,2
13624,2
13625,2
13626,2
13627,2
13622,2
13623,2
13608,2
13609,2
13610,2
13611,2
13612,2
13613,2
13603,2
13604,2
13605,2
13606,2
13776,2
13768,2
13769,2
13774,2
13775,2
13760,2
13761,2
13762,2
13763,2
13764,2
13765,2
13755,2
13756,2
13757,2
13758,2
13759,2
13912,2
13913,2
13914,2
13915,2
13916,2
13917,2
13919,2
13908,2
13909,2
13910,2
13911,2
13928,2
13920,2
13921,2
13927,2
14072,2
14073,2
14064,2
14065,2
14071,2
14056,2
14057,2
14058,2
14060,2
14061,2
14062,2
14063,2
14206,2
14207,2
14208,2
14209,2
14210,2
14212,2
14213,2
14214,2
14215,2
14260,2
14261,2
14262,2
18504,2
18498,2
18499,2
18500,2
18502,2
18503,2
18462,2
18463,2
18448,2
18449,2
18447,2
18472,2
18473,2
18474,2
18464,2
18465,2
18466,2
18467,2
18654,2
18655,2
18624,2
18625,2
18626,2
18627,2
18656,2
18571,2
18572,2
18573,2
18618,2
18619,2
18620,2
18621,2
18600,2
18601,2
18599,2
18777,2
18778,2
18779,2
18770,2
18771,2
18772,2
18773,2
18752,2
18753,2
18808,2
18806,2
18807,2
18751,2
18723,2
18724,2
18725,2
18929,2
18930,2
18931,2
18923,2
18924,2
18875,2
18876,2
18877,2
19026,2
19027,2
19028,2
18962,2
18963,2
18964,2
18957,2
18958,2
2659,2
18959,2
2660,2
2661,2
18949,2
18950,2
18951,2
19178,2
19179,2
19180,2
2811,2
2812,2
2813,2
19101,2
19102,2
19103,2
19074,2
19075,2
19114,2
19115,2
19116,2
19117,2
19118,2
19119,2
19104,2
19109,2
19110,2
19111,2
19266,2
19267,2
19268,2
19269,2
19270,2
19271,2
19226,2
19227,2
19228,2
19256,2
19262,2
19253,2
19254,2
19255,2
19241,2
19242,2
19243,2
19417,2
19418,2
19419,2
19420,2
19421,2
19422,2
19423,2
19408,2
19406,2
19407,2
19393,2
19394,2
19395,2
2963,2
2964,2
19378,2
19379,2
19546,2
19547,2
19569,2
19570,2
19571,2
19572,2
19573,2
19574,2
19478,2
19479,2
19632,2
19633,2
19630,2
19631,2
19803,2
19804,2
19805,2
19784,2
19785,2
19786,2
19787,2
19782,2
19783,2
19721,2
19722,2
19723,2
19724,2
19725,2
19726,2
19712,2
19713,2
19714,2
19955,2
19956,2
19957,2
19936,2
19937,2
19938,2
19939,2
19940,2
19864,2
19865,2
19866,2
19867,2
19875,2
19876,2
19877,2
20090,2
20091,2
19989,2
19990,2
20026,2
20027,2
20028,2
20029,2
20016,2
20017,2
20018,2
20019,2
20020,2
20021,2
20022,2
20178,2
20179,2
20180,2
20169,2
20170,2
20171,2
20172,2
20173,2
20174,2
20107,2
20108,2
20109,2
20141,2
20142,2
20143,2
20293,2
20294,2
20331,2
20332,2
20324,2
20325,2
20326,2
20252,2
20253,2
20254,2
20259,2
20260,2
20261,2
20440,2
20441,2
20442,2
20457,2
20458,2
20459,2
20411,2
20412,2
20413,2
20404,2
20405,2
20406,2
16497,2
16498,2
16499,2
16500,2
16501,2
16384,2
16385,2
16387,2
16388,2
16536,2
16537,2
16539,2
16540,2
16541,2
16535,2
16522,2
16523,2
16524,2
16525,2
16668,2
16669,2
16670,2
16649,2
16650,2
16651,2
16688,2
16689,2
16690,2
16691,2
16692,2
16693,2
16687,2
16840,2
16841,2
16842,2
16843,2
16844,2
16795,2
16796,2
16797,2
16820,2
16821,2
16822,2
16973,2
16974,2
16975,2
16992,2
16993,2
16994,2
16995,2
16996,2
16914,2
16915,2
16916,2
16904,2
16903,2
16947,2
16948,2
16949,2
17096,2
17099,2
17100,2
17101,2
17094,2
17095,2
17144,2
17145,2
17128,2
17131,2
17132,2
17125,2
17126,2
17127,2
17055,2
17066,2
17067,2
17068,2
17056,2
17057,2
17246,2
17247,2
17232,2
17231,2
17216,2
17218,2
17219,2
17277,2
17278,2
17279,2
17248,2
17208,2
17209,2
17214,2
17215,2
17207,2
17368,2
17366,2
17367,2
17400,2
17398,2
17399,2
17384,2
17385,2
17383,2
17280,2
17283,2
17284,2
17285,2
17286,2
17287,2
17535,2
17520,2
17518,2
17519,2
17432,2
17435,2
17436,2
17437,2
17438,2
17439,2
17429,2
17430,2
17431,2
17440,2
17441,2
17536,2
17537,2
17592,2
17593,2
17589,2
17590,2
17591,2
17582,2
17744,2
17745,2
17746,2
17748,2
17749,2
17750,2
17743,2
17680,2
17681,2
17682,2
17882,2
17883,2
17896,2
17897,2
17898,2
17900,2
17901,2
17902,2
17832,2
17833,2
17834,2
17998,2
17999,2
17984,2
17985,2
17986,2
18040,2
18041,2
18042,2
18033,2
18034,2
18035,2
18037,2
18038,2
18039,2
17965,2
17966,2
18117,2
18118,2
18119,2
18160,2
18161,2
18162,2
18152,2
18158,2
18159,2
18150,2
18151,2
18048,2
18049,2
18050,2
18053,2
18054,2
18269,2
18270,2
18271,2
18302,2
18303,2
18192,2
18193,2
18194,2
18195,2
18196,2
18186,2
18187,2
18189,2
18190,2
18191,2
18320,2
18321,2
18312,2
18313,2
18314,2
18315,2
18304,2
18310,2
18311,2
18344,2
18345,2
18346,2
18347,2
18348,2
18341,2
18342,2
18343,2
22601,2
22602,2
22603,2
22597,2
22598,2
22545,2
22546,2
22584,2
22585,2
22583,2
22749,2
22750,2
22751,2
22736,2
22737,2
22735,2
22752,2
22753,2
22754,2
22755,2
6334,2
6335,2
6488,2
6489,2
6490,2
6491,2
22904,2
22905,2
22908,2
6481,2
22909,2
22910,2
6486,2
6487,2
22901,2
22902,2
22903,2
22888,2
22889,2
6640,2
6641,2
6642,2
6643,2
6632,2
6633,2
6634,2
6635,2
6636,2
6637,2
6638,2
6639,2
23056,2
23057,2
23060,2
23061,2
23062,2
23055,2
6794,2
6795,2
23208,2
23209,2
6784,2
23212,2
6785,2
23213,2
6786,2
23214,2
6787,2
6788,2
6789,2
6790,2
6791,2
23207,2
23360,2
6937,2
6938,2
6939,2
6940,2
6941,2
6942,2
6943,2
23358,2
23359,2
23512,2
23504,2
23505,2
23510,2
23511,2
7091,2
7092,2
7093,2
23664,2
7241,2
7242,2
7243,2
23656,2
23657,2
23658,2
23662,2
23663,2
7393,2
7394,2
7395,2
23684,2
23685,2
7545,2
7546,2
7547,2
23835,2
23836,2
23837,2
23808,2
23809,2
23810,2
23960,2
23961,2
23962,2
23987,2
23988,2
23989,2
23968,2
23969,2
23970,2
24128,2
24120,2
24121,2
24122,2
7711,2
24123,2
24124,2
24113,2
24114,2
7690,2
7691,2
24280,2
24281,2
24272,2
24273,2
24274,2
24275,2
24276,2
24279,2
24267,2
24268,2
7864,2
7862,2
7863,2
7842,2
7843,2
7844,2
8016,2
8019,2
8020,2
24432,2
8021,2
24433,2
24424,2
24425,2
8014,2
24426,2
8015,2
24427,2
24428,2
8001,2
8002,2
8003,2
24431,2
24418,2
24419,2
24420,2
24423,2
7994,2
7995,2
7996,2
8153,2
8154,2
8155,2
24570,2
24571,2
24572,2
8147,2
24575,2
8148,2
8170,2
8171,2
8172,2
8173,2
8162,2
8163,2
20557,2
20592,2
20593,2
20594,2
20595,2
20609,2
20610,2
20611,2
20853,2
20854,2
20855,2
20762,2
20763,2
20745,2
20746,2
20777,2
20778,2
20779,2
20929,2
20930,2
20931,2
20932,2
20877,2
20878,2
21081,2
21082,2
21083,2
21084,2
21085,2
21005,2
21006,2
21007,2
20993,2
20994,2
20995,2
21032,2
21033,2
21034,2
21029,2
21030,2
21031,2
21208,2
21209,2
21210,2
21184,2
21185,2
21186,2
21234,2
21235,2
21236,2
21237,2
4800,2
21145,2
21146,2
21147,2
21181,2
21182,2
21183,2
4792,2
21158,2
21159,2
21336,2
21337,2
21338,2
4799,2
4790,2
4791,2
4952,2
4953,2
4944,2
21360,2
21361,2
21362,2
4951,2
4942,2
4943,2
21297,2
21298,2
21299,2
