"시도코드","시도명","시군구코드","시군구명","기준연도","연도","과거대비인구변화","최근인구변화","과거대비사업체변화","최근사업체변화","노후건축물비율"
"47",경상북도,"47720",경상북도 군위군,"2017","2017",-52.28,2,-0.11,1,67.15
"47",경상북도,"47720",경상북도 군위군,"2016","2016",-52.28,2,3.24,0,62.21
"47",경상북도,"47720",경상북도 군위군,"2019","2019",-52.28,2,1.79,1,62.89
"46",전라남도,"46820",전라남도 해남군,"2018","2018",-55.09,5,0.15,1,65.98
"46",전라남도,"46820",전라남도 해남군,"2017","2017",-55.09,5,-0.66,1,67.65
"46",전라남도,"46870",전라남도 영광군,"2014","2014",-59.31,1,3.34,1,45.87
"47",경상북도,"47190",경상북도 구미시,"2019","2019",2.86,2,2.3,0,47.41
"47",경상북도,"47920",경상북도 봉화군,"2013","2013",-67.96,3,-10.72,1,64.68
"47",경상북도,"47920",경상북도 봉화군,"2014","2014",-67.96,3,-6.75,1,64.8
"47",경상북도,"47940",경상북도 울릉군,"2018","2018",-50.16,5,-1.49,2,72.15
"47",경상북도,"47940",경상북도 울릉군,"2019","2019",-50.16,5,-1.57,2,71.95
"48",경상남도,"48870",경상남도 함양군,"2013","2013",-54.09,3,5.16,0,54.78
"48",경상남도,"48870",경상남도 함양군,"2017","2017",-46.14,5,-1.4,1,60.48
"11",서울특별시,"11440",서울특별시 마포구,"2013","2013",-16.38,3,6.18,0,62.31
"11",서울특별시,"11440",서울특별시 마포구,"2017","2017",-16.28,2,-0.81,1,68.95
"26",부산광역시,"26710",부산광역시 기장군,"2018","2018",55.41,0,5.16,0,42.3
"27",대구광역시,"27110",대구광역시 중구,"2016","2016",-57.7,1,0.25,0,81.65
"27",대구광역시,"27110",대구광역시 중구,"2019","2019",-57.7,2,0.96,1,80.94
"28",인천광역시,"28710",인천광역시 강화군,"2014","2014",-37.65,3,0.89,0,43.62
"28",인천광역시,"28720",인천광역시 옹진군,"2016","2016",-1.97,0,8.91,0,44.99
"41",경기도,"41460",경기도 용인시,"2013","2013",24.22,0,5.2,0,22.07
"41",경기도,"41650",경기도 포천시,"2019","2019",3.53,5,2.41,0,41.68
"41",경기도,"41820",경기도 가평군,"2018","2018",0.67,1,2.78,1,35
"43",충청북도,"43800",충청북도 단양군,"2013","2013",-61.37,5,4.54,0,63.51
"44",충청남도,"44800",충청남도 홍성군,"2018","2018",-23.56,1,1.26,0,45.04
"44",충청남도,"44800",충청남도 홍성군,"2017","2017",-23.56,0,3.63,0,52.33
"44",충청남도,"44810",충청남도 예산군,"2018","2018",-43.19,5,1.28,1,60.12
"44",충청남도,"44825",충청남도 태안군,"2014","2014",-45.38,3,2.98,0,39.48
"46",전라남도,"46150",전라남도 순천시,"2014","2014",-4.75,1,3.22,0,56.76
"46",전라남도,"46840",전라남도 무안군,"2018","2018",-23.29,1,1.21,0,64.49
"47",경상북도,"47130",경상북도 경주시,"2019","2019",-8.94,5,3.38,0,57.77
"47",경상북도,"47170",경상북도 안동시,"2016","2016",-24.56,1,2.32,0,67.34
"48",경상남도,"48820",경상남도 고성군,"2019","2019",-37.47,5,-0.05,2,68.67
"11",서울특별시,"11560",서울특별시 영등포구,"2019","2019",-23.96,4,-4.77,3,79.46
"26",부산광역시,"26110",부산광역시 중구,"2016","2016",-51.99,5,-3.86,1,76.04
"26",부산광역시,"26110",부산광역시 중구,"2019","2019",-51.99,5,-1.42,1,80.87
"28",인천광역시,"28110",인천광역시 중구,"2014","2014",-6.44,0,2.58,0,45.2
"28",인천광역시,"28110",인천광역시 중구,"2017","2017",22.86,0,1.81,0,53.55
"43",충청북도,"43730",충청북도 옥천군,"2016","2016",-40.34,5,4.81,0,61.4
"43",충청북도,"43730",충청북도 옥천군,"2017","2017",-40.34,5,-0.87,1,60.68
"44",충청남도,"44770",충청남도 서천군,"2017","2017",-51.49,5,-2.76,1,58.34
"45",전라북도,"45790",전라북도 고창군,"2017","2017",-56.38,2,3.72,0,45.46
"46",전라남도,"46780",전라남도 보성군,"2018","2018",-66.93,5,-6.86,2,67.37
"47",경상북도,"47930",경상북도 울진군,"2016","2016",-45.26,2,0.49,0,69.91
"48",경상남도,"48730",경상남도 함안군,"2018","2018",-9.07,3,3.17,1,33.34
"11",서울특별시,"11110",서울특별시 종로구,"2019","2019",-45.05,2,-2.56,4,76.6
"11",서울특별시,"11500",서울특별시 강서구,"2016","2016",2.84,1,2.24,1,58.39
"11",서울특별시,"11710",서울특별시 송파구,"2018","2018",-3.37,3,2.53,1,60.26
"26",부산광역시,"26170",부산광역시 동구,"2014","2014",-56.81,4,-1.68,1,82.01
"26",부산광역시,"26170",부산광역시 동구,"2017","2017",-55.61,5,-2.71,2,86.55
"26",부산광역시,"26530",부산광역시 사상구,"2019","2019",-20.41,5,-0.59,1,73.54
"27",대구광역시,"27170",대구광역시 서구,"2019","2019",-50.72,5,-3.12,2,84.07
"31",울산광역시,"31170",울산광역시 동구,"2013","2013",-13.37,2,-1.26,1,53.66
"31",울산광역시,"31200",울산광역시 북구,"2014","2014",19.88,0,4.09,0,36.16
"31",울산광역시,"31200",울산광역시 북구,"2017","2017",9.57,0,5.52,0,50.27
"41",경기도,"41370",경기도 오산시,"2016","2016",11.01,1,4.18,0,40.57
"41",경기도,"41370",경기도 오산시,"2014","2014",38.75,0,3.65,0,40.74
"41",경기도,"41480",경기도 파주시,"2016","2016",22.65,0,6.34,0,17.82
"41",경기도,"41480",경기도 파주시,"2018","2018",22.65,0,5.37,0,21.87
"42",강원도,"42110",강원도 춘천시,"2018","2018",0.65,1,2.95,0,49.85
"42",강원도,"42170",강원도 동해시,"2016","2016",-7.44,3,0.22,1,59.19
"42",강원도,"42170",강원도 동해시,"2014","2014",-13.17,1,1.24,2,56.05
"43",충청북도,"43150",충청북도 제천시,"2019","2019",-11.24,3,1.04,0,57.46
"43",충청북도,"43150",충청북도 제천시,"2018","2018",-11.24,2,1.49,0,57.38
"44",충청남도,"44150",충청남도 공주시,"2014","2014",-27.02,4,2.59,2,51.35
"45",전라북도,"45720",전라북도 진안군,"2019","2019",-64.33,2,5.23,1,52.78
"47",경상북도,"47830",경상북도 고령군,"2013","2013",-35.01,2,5.84,0,64.53
"47",경상북도,"47830",경상북도 고령군,"2016","2016",-22.48,5,8.03,0,68.39
"48",경상남도,"48880",경상남도 거창군,"2018","2018",-34.53,2,1.1,1,64.63
"11",서울특별시,"11305",서울특별시 강북구,"2018","2018",-19.05,5,-2.69,1,79.26
"11",서울특별시,"11380",서울특별시 은평구,"2013","2013",-7.15,0,-0.68,0,68.2
"11",서울특별시,"11380",서울특별시 은평구,"2018","2018",-2.58,5,0.22,1,69.69
"11",서울특별시,"11470",서울특별시 양천구,"2014","2014",-4.29,3,-0.61,1,68.57
"11",서울특별시,"11740",서울특별시 강동구,"2018","2018",-17.7,5,-1.46,1,70.2
"26",부산광역시,"26200",부산광역시 영도구,"2014","2014",-34.47,5,-8.36,1,79.33
"26",부산광역시,"26200",부산광역시 영도구,"2017","2017",-39.29,5,-5.09,1,84.05
"41",경기도,"41410",경기도 군포시,"2013","2013",2.98,3,4.28,0,53.8
"42",강원도,"42720",강원도 홍천군,"2017","2017",-26.64,3,1.28,0,49.06
"43",충청북도,"43110",충청북도 청주시,"2014","2014",3.75,0,1.44,0,59.6
"43",충청북도,"43720",충청북도 보은군,"2016","2016",-53,3,4.53,1,61.3
"43",충청북도,"43720",충청북도 보은군,"2019","2019",-53,4,2.03,0,62.82
"43",충청북도,"43720",충청북도 보은군,"2014","2014",-62.3,4,-4.31,2,58.81
"44",충청남도,"44710",충청남도 금산군,"2018","2018",-43.03,5,1.88,0,67.72
"45",전라북도,"45740",전라북도 장수군,"2016","2016",-55.33,1,3.98,1,59.89
"48",경상남도,"48310",경상남도 거제시,"2018","2018",7.66,2,0.76,0,52.48
"11",서울특별시,"11230",서울특별시 동대문구,"2017","2017",-33.89,4,-0.92,1,83.66
"26",부산광역시,"26350",부산광역시 해운대구,"2019","2019",-1.23,5,2.46,0,78.33
"28",인천광역시,"28185",인천광역시 연수구,"2016","2016",11.57,0,9.38,0,56.77
"29",광주광역시,"29200",광주광역시 광산구,"2016","2016",7.93,0,6.96,0,47.32
"29",광주광역시,"29200",광주광역시 광산구,"2013","2013",20.26,0,7.39,0,44.28
"30",대전광역시,"30110",대전광역시 동구,"2016","2016",-18.55,4,1.32,1,76.02
"30",대전광역시,"30170",대전광역시 서구,"2018","2018",-4.27,2,1.52,0,66.44
"41",경기도,"41170",경기도 안양시,"2017","2017",-5.99,5,1.87,1,73.16
"41",경기도,"41450",경기도 하남시,"2016","2016",9.93,2,6.86,0,39.77
"41",경기도,"41800",경기도 연천군,"2016","2016",-34.21,1,0.67,1,53.5
"42",강원도,"42150",강원도 강릉시,"2017","2017",-6.76,4,1.2,1,59.76
"45",전라북도,"45130",전라북도 군산시,"2013","2013",-9.23,1,3.75,0,53.52
"45",전라북도,"45130",전라북도 군산시,"2018","2018",-6.39,3,-0.58,2,60.68
"45",전라북도,"45190",전라북도 남원시,"2014","2014",-49.21,4,-2.75,2,57.6
"45",전라북도,"45730",전라북도 무주군,"2016","2016",-51.1,3,9.64,0,57.47
"47",경상북도,"47730",경상북도 의성군,"2019","2019",-59.14,5,1.66,1,71.3
"47",경상북도,"47760",경상북도 영양군,"2013","2013",-68.63,4,-16.57,1,57.03
"47",경상북도,"47770",경상북도 영덕군,"2018","2018",-54.02,5,-0.57,1,61.46
"48",경상남도,"48170",경상남도 진주시,"2013","2013",-0.56,1,1.93,0,61.73
"48",경상남도,"48250",경상남도 김해시,"2014","2014",14.53,0,4.48,0,36.54
"48",경상남도,"48890",경상남도 합천군,"2017","2017",-55.24,3,-7.37,2,73.25
"11",서울특별시,"11290",서울특별시 성북구,"2016","2016",-23.65,5,-0.19,1,77.58
"11",서울특별시,"11290",서울특별시 성북구,"2013","2013",-22.28,3,-0.32,1,70.57
"11",서울특별시,"11410",서울특별시 서대문구,"2018","2018",-26.4,2,1.67,1,77.99
"11",서울특별시,"11530",서울특별시 구로구,"2016","2016",-5.96,2,3.44,0,71.96
"28",인천광역시,"28140",인천광역시 동구,"2013","2013",-56.55,3,-7.88,1,65.18
"29",광주광역시,"29110",광주광역시 동구,"2019","2019",-53.88,4,-7.37,1,74.84
"29",광주광역시,"29140",광주광역시 서구,"2016","2016",-3.3,4,2.87,1,53.49
"29",광주광역시,"29170",광주광역시 북구,"2014","2014",0.43,3,2.56,1,61.54
"29",광주광역시,"29170",광주광역시 북구,"2017","2017",-5.25,3,1.55,1,67.02
"41",경기도,"41310",경기도 구리시,"2013","2013",-0.99,3,5.14,0,56.62
"41",경기도,"41310",경기도 구리시,"2019","2019",-4.85,1,3.31,0,62.75
"41",경기도,"41430",경기도 의왕시,"2016","2016",5.91,3,5.6,0,53.7
"41",경기도,"41500",경기도 이천시,"2018","2018",3.15,2,3.8,0,38.01
"42",강원도,"42790",강원도 화천군,"2018","2018",-25.6,4,2.53,0,46.91
"42",강원도,"42800",강원도 양구군,"2017","2017",-28.13,2,0.56,0,48.32
"45",전라북도,"45710",전라북도 완주군,"2014","2014",-36.71,1,5.25,0,44.51
"46",전라남도,"46710",전라남도 담양군,"2013","2013",-54.99,2,-12.13,1,45.59
"46",전라남도,"46860",전라남도 함평군,"2014","2014",-67.83,5,3.43,2,39.68
"48",경상남도,"48860",경상남도 산청군,"2018","2018",-46.97,1,0.53,1,64.83
"11",서울특별시,"11620",서울특별시 관악구,"2016","2016",-13.7,5,-3.32,1,68.25
"26",부산광역시,"26230",부산광역시 부산진구,"2013","2013",-26.5,3,-11.71,1,80.01
"26",부산광역시,"26290",부산광역시 남구,"2016","2016",-17.45,3,-0.98,2,80.2
"27",대구광역시,"27200",대구광역시 남구,"2014","2014",-39.14,5,-8.7,2,78.12
"27",대구광역시,"27200",대구광역시 남구,"2019","2019",-42.62,5,-0.36,1,81.87
"30",대전광역시,"30200",대전광역시 유성구,"2014","2014",31.82,0,4.75,0,30.66
"30",대전광역시,"30200",대전광역시 유성구,"2017","2017",17.01,0,4.53,0,38.07
"41",경기도,"41590",경기도 화성시,"2014","2014",69.29,0,6.23,0,23.49
"41",경기도,"41730",경기도 여주시,"2017","2017",4.76,1,1.9,1,38.43
"43",충청북도,"43760",충청북도 괴산군,"2014","2014",-63.27,0,3.99,0,49.13
"44",충청남도,"44210",충청남도 서산시,"2017","2017",4.88,0,2.29,0,52.55
"44",충청남도,"44790",충청남도 청양군,"2019","2019",-49.52,2,2.83,0,67.64
"45",전라북도,"45800",전라북도 부안군,"2013","2013",-61.21,4,-1.75,1,58.58
"46",전라남도,"46230",전라남도 광양시,"2017","2017",-5.04,0,2.75,0,53.43
"46",전라남도,"46230",전라남도 광양시,"2019","2019",-5.04,1,2.48,0,55.64
"47",경상북도,"47230",경상북도 영천시,"2017","2017",-32.7,4,1.93,0,59.16
"46",전라남도,"46810",전라남도 강진군,"2016","2016",-56.18,5,-4.69,0,66.04
"48",경상남도,"48270",경상남도 밀양시,"2013","2013",-38.64,3,1.36,0,54.07
"49",제주특별자치도,"49130",제주특별자치도 서귀포시,"2013","2013",-24.5,1,5.39,1,54.03
"11",서울특별시,"11200",서울특별시 성동구,"2019","2019",-31.23,1,2.66,0,80.58
"11",서울특별시,"11200",서울특별시 성동구,"2013","2013",-28.58,3,-1.16,1,73.41
"27",대구광역시,"27290",대구광역시 달서구,"2017","2017",-1.4,4,4.48,1,61.77
"28",인천광역시,"28237",인천광역시 부평구,"2016","2016",-2.16,2,0.4,1,73.24
"30",대전광역시,"30230",대전광역시 대덕구,"2014","2014",-12.32,2,2.95,1,61.77
"30",대전광역시,"30230",대전광역시 대덕구,"2019","2019",-16.26,5,-0.09,1,69.11
"30",대전광역시,"30230",대전광역시 대덕구,"2018","2018",-16.26,5,1.01,0,67.31
"41",경기도,"41830",경기도 양평군,"2013","2013",-11.35,0,0.73,0,31.45
"41",경기도,"41830",경기도 양평군,"2019","2019",16.65,0,-0.64,1,34.13
"42",강원도,"42130",강원도 원주시,"2016","2016",5.05,0,2.99,0,46.5
"42",강원도,"42130",강원도 원주시,"2014","2014",9.53,0,5.28,1,42.88
"42",강원도,"42730",강원도 횡성군,"2016","2016",-30.78,0,11.64,0,25.44
"42",강원도,"42830",강원도 양양군,"2014","2014",-39.66,3,1.36,1,32.49
"43",충청북도,"43130",충청북도 충주시,"2019","2019",-5.39,1,1.9,0,56.79
"44",충청남도,"44230",충청남도 논산시,"2017","2017",-35.43,5,-0.95,1,64.68
"45",전라북도,"45770",전라북도 순창군,"2017","2017",-56.57,3,-1.3,1,63.22
"46",전라남도,"46130",전라남도 여수시,"2014","2014",-14.08,5,2.66,0,63.54
"46",전라남도,"46130",전라남도 여수시,"2016","2016",-14.27,5,3.24,0,64.7
"47",경상북도,"47250",경상북도 상주시,"2019","2019",-45.87,5,1.89,1,63.21
"46",전라남도,"46790",전라남도 화순군,"2018","2018",-34.38,5,0.82,0,62.82
"46",전라남도,"46790",전라남도 화순군,"2017","2017",-34.38,5,2.83,0,65.61
"46",전라남도,"46790",전라남도 화순군,"2019","2019",-34.38,5,2.49,0,62.82
"46",전라남도,"46820",전라남도 해남군,"2014","2014",-60.85,5,-0.39,1,64.41
"46",전라남도,"46830",전라남도 영암군,"2018","2018",-35.94,5,0.77,1,61.79
"46",전라남도,"46870",전라남도 영광군,"2018","2018",-56.03,5,-0.83,1,53.25
"46",전라남도,"46870",전라남도 영광군,"2017","2017",-56.03,4,-1.76,1,53.36
"47",경상북도,"47920",경상북도 봉화군,"2017","2017",-60.15,3,2.62,0,66.93
"47",경상북도,"47940",경상북도 울릉군,"2013","2013",-59.05,2,-1.25,1,69.47
"48",경상남도,"48870",경상남도 함양군,"2018","2018",-46.14,5,1.67,1,59.08
"11",서울특별시,"11260",서울특별시 중랑구,"2014","2014",-10.1,3,0.32,0,75.23
"11",서울특별시,"11440",서울특별시 마포구,"2018","2018",-16.28,2,-0.17,1,68.85
"26",부산광역시,"26410",부산광역시 금정구,"2019","2019",-22.96,5,0.08,1,77.08
"26",부산광역시,"26500",부산광역시 수영구,"2014","2014",-18.71,3,-0.31,1,78.15
"26",부산광역시,"26500",부산광역시 수영구,"2013","2013",-18.71,3,-0.14,0,77.74
"26",부산광역시,"26710",부산광역시 기장군,"2013","2013",28.42,0,9.32,0,41.4
"28",인천광역시,"28720",인천광역시 옹진군,"2017","2017",-1.97,0,-1.77,1,44.05
"31",울산광역시,"31110",울산광역시 중구,"2016","2016",-0.85,1,1.52,0,70.64
"31",울산광역시,"31110",울산광역시 중구,"2018","2018",-0.85,3,0.56,0,71.87
"41",경기도,"41110",경기도 수원시,"2017","2017",7.46,0,2.52,0,55.94
"41",경기도,"41210",경기도 광명시,"2013","2013",-6.24,1,5.92,0,63.2
"41",경기도,"41460",경기도 용인시,"2014","2014",24.22,0,5.1,0,23.58
"41",경기도,"41460",경기도 용인시,"2018","2018",10.86,0,3.19,0,29.55
"43",충청북도,"43800",충청북도 단양군,"2016","2016",-54.75,5,2.82,0,67.65
"44",충청남도,"44800",충청남도 홍성군,"2016","2016",-23.56,0,3.85,0,40.36
"46",전라남도,"46150",전라남도 순천시,"2018","2018",-3.01,1,1.83,0,61.73
"46",전라남도,"46720",전라남도 곡성군,"2016","2016",-55.89,3,5.22,0,60.27
"47",경상북도,"47280",경상북도 문경시,"2019","2019",-49.11,4,2.04,1,65.13
"46",전라남도,"46840",전라남도 무안군,"2016","2016",-23.29,1,10.13,0,64.07
"47",경상북도,"47110",경상북도 포항시,"2013","2013",-0.84,0,3.95,0,46.48
"47",경상북도,"47170",경상북도 안동시,"2019","2019",-24.56,4,1.17,0,68.17
"47",경상북도,"47170",경상북도 안동시,"2013","2013",-30.04,0,1.15,1,65.57
"47",경상북도,"47170",경상북도 안동시,"2014","2014",-30.04,0,3.14,1,65.92
"48",경상남도,"48720",경상남도 의령군,"2019","2019",-53.09,5,3.64,1,44.41
"48",경상남도,"48820",경상남도 고성군,"2018","2018",-37.47,5,-2.33,2,69.17
"26",부산광역시,"26110",부산광역시 중구,"2017","2017",-51.99,5,-0.59,1,81.1
"26",부산광역시,"26470",부산광역시 연제구,"2019","2019",-22.9,2,-0.03,1,80.54
"26",부산광역시,"26470",부산광역시 연제구,"2018","2018",-22.9,2,2.56,1,80.83
"27",대구광역시,"27230",대구광역시 북구,"2014","2014",-1.52,4,0.91,0,56.36
"28",인천광역시,"28110",인천광역시 중구,"2018","2018",22.86,0,4.43,0,44.96
"43",충청북도,"43730",충청북도 옥천군,"2014","2014",-45.52,5,3.52,0,59.73
"43",충청북도,"43740",충청북도 영동군,"2013","2013",-51.37,1,-9.39,2,27.28
"43",충청북도,"43750",충청북도 진천군,"2013","2013",-3.45,0,6.09,0,46.14
"45",전라북도,"45180",전라북도 정읍시,"2013","2013",-50.06,3,-4.71,0,47.62
"45",전라북도,"45180",전라북도 정읍시,"2019","2019",-45.95,5,1.59,1,53.7
"46",전라남도,"46780",전라남도 보성군,"2017","2017",-66.93,5,-3.07,1,65.36
"46",전라남도,"46910",전라남도 신안군,"2018","2018",-69.21,5,-3.81,2,73.25
"47",경상북도,"47820",경상북도 청도군,"2018","2018",-44.3,4,2.21,0,66.66
"47",경상북도,"47930",경상북도 울진군,"2019","2019",-45.26,5,3.26,0,71.43
"11",서울특별시,"11110",서울특별시 종로구,"2018","2018",-45.05,3,-1.03,3,76.45
"11",서울특별시,"11680",서울특별시 강남구,"2014","2014",-1.32,3,0.09,0,51.04
"26",부산광역시,"26530",부산광역시 사상구,"2014","2014",-14.74,4,-0.69,1,71.33
"28",인천광역시,"28200",인천광역시 남동구,"2016","2016",11.3,1,3.95,0,59.73
"31",울산광역시,"31170",울산광역시 동구,"2014","2014",-13.37,1,3.1,1,53.54
"31",울산광역시,"31200",울산광역시 북구,"2016","2016",9.57,0,3.97,0,42.01
"31",울산광역시,"31200",울산광역시 북구,"2018","2018",9.57,0,4.39,0,47.02
"36",세종특별자치시,"36110",세종특별자치시 세종시,"2014","2014",,,12.62,1,47.69
"41",경기도,"41480",경기도 파주시,"2013","2013",35.46,0,5.47,0,11.17
"42",강원도,"42110",강원도 춘천시,"2017","2017",0.65,1,2.08,0,51.49
"42",강원도,"42820",강원도 고성군,"2016","2016",-39.42,2,-0.08,3,58.33
"44",충청남도,"44150",충청남도 공주시,"2019","2019",-29.52,5,2.55,2,58.59
"44",충청남도,"44150",충청남도 공주시,"2016","2016",-29.52,5,4.87,1,55.32
"44",충청남도,"44250",충청남도 계룡시,"2014","2014",31.01,4,-3.87,1,38.9
"46",전라남도,"46730",전라남도 구례군,"2013","2013",-61.32,2,-20.13,3,59.95
"46",전라남도,"46730",전라남도 구례군,"2014","2014",-61.32,1,-11.58,3,59.93
"46",전라남도,"46730",전라남도 구례군,"2017","2017",-50.84,0,-0.87,1,66.32
"46",전라남도,"46880",전라남도 장성군,"2014","2014",-59.41,1,3.74,1,57.6
"46",전라남도,"46880",전라남도 장성군,"2017","2017",-50.03,1,2.66,0,64.9
"47",경상북도,"47840",경상북도 성주군,"2016","2016",-39.11,3,11.42,0,54.58
"48",경상남도,"48240",경상남도 사천시,"2018","2018",-12.3,5,2.59,0,62.65
"48",경상남도,"48880",경상남도 거창군,"2013","2013",-44,2,-0.23,2,60.84
"11",서울특별시,"11470",서울특별시 양천구,"2019","2019",-6.29,5,-0.85,1,69.57
"11",서울특별시,"11470",서울특별시 양천구,"2018","2018",-6.29,5,-0.4,1,69.89
"11",서울특별시,"11740",서울특별시 강동구,"2016","2016",-17.7,5,2.66,1,70.26
"26",부산광역시,"26200",부산광역시 영도구,"2013","2013",-34.47,5,-8.08,1,77.9
"27",대구광역시,"27140",대구광역시 동구,"2016","2016",-6.1,0,1.59,1,72.4
"41",경기도,"41410",경기도 군포시,"2014","2014",2.98,3,2.3,0,58.43
"41",경기도,"41410",경기도 군포시,"2019","2019",-0.36,5,1.86,0,63.87
"42",강원도,"42720",강원도 홍천군,"2013","2013",-37.74,1,3.97,1,40.83
"42",강원도,"42760",강원도 평창군,"2013","2013",-52.32,3,3.12,1,36.94
"49",제주특별자치도,"49110",제주특별자치도 제주시,"2016","2016",9.99,0,5.38,1,52.76
"11",서울특별시,"11230",서울특별시 동대문구,"2018","2018",-33.89,5,-2.03,2,81.61
"11",서울특별시,"11320",서울특별시 도봉구,"2014","2014",-5.45,5,-1.18,1,67.67
"11",서울특별시,"11320",서울특별시 도봉구,"2019","2019",-8.46,5,-0.42,1,74.06
"11",서울특별시,"11650",서울특별시 서초구,"2017","2017",4.55,1,-1.4,1,61.22
"26",부산광역시,"26260",부산광역시 동래구,"2013","2013",-20.26,2,-7.97,1,80.19
"27",대구광역시,"27710",대구광역시 달성군,"2017","2017",8.81,1,7.01,0,60.37
"28",인천광역시,"28185",인천광역시 연수구,"2019","2019",11.57,0,5.37,0,61.2
"29",광주광역시,"29200",광주광역시 광산구,"2017","2017",7.93,0,3.69,0,51.17
"30",대전광역시,"30170",대전광역시 서구,"2017","2017",-4.27,2,1.76,0,62.51
"41",경기도,"41130",경기도 성남시,"2019","2019",-2.58,3,2.02,0,72.72
"41",경기도,"41280",경기도 고양시,"2017","2017",7.58,0,4.84,0,31.89
"41",경기도,"41290",경기도 과천시,"2016","2016",-11.11,5,0.23,0,51.8
"41",경기도,"41290",경기도 과천시,"2017","2017",-11.11,5,1.54,1,72.29
"42",강원도,"42750",강원도 영월군,"2017","2017",-55.42,2,-0.76,1,47.78
"42",강원도,"42810",강원도 인제군,"2016","2016",-30.36,1,9.78,1,28.32
"42",강원도,"42810",강원도 인제군,"2014","2014",-39.78,1,1.8,2,23.94
"45",전라북도,"45190",전라북도 남원시,"2017","2017",-43.35,5,-2.27,2,66.25
"47",경상북도,"47150",경상북도 김천시,"2018","2018",-17.08,1,1.84,0,59.2
"47",경상북도,"47210",경상북도 영주시,"2019","2019",-31.13,5,0.18,1,65.61
"47",경상북도,"47210",경상북도 영주시,"2018","2018",-31.13,5,1.35,1,65.83
"48",경상남도,"48250",경상남도 김해시,"2013","2013",14.53,0,4.8,0,35.5
"48",경상남도,"48840",경상남도 남해군,"2019","2019",-51.87,4,2.38,0,68.59
"11",서울특별시,"11140",서울특별시 중구,"2017","2017",-43.71,4,-4.22,1,83.37
"11",서울특별시,"11290",서울특별시 성북구,"2014","2014",-22.28,4,-0.35,1,74.55
"11",서울특별시,"11290",서울특별시 성북구,"2019","2019",-23.65,4,-5.75,4,77.17
"11",서울특별시,"11410",서울특별시 서대문구,"2019","2019",-26.4,2,-0.43,1,77.05
"26",부산광역시,"26440",부산광역시 강서구,"2016","2016",9.1,0,22.48,0,40.6
"28",인천광역시,"28140",인천광역시 동구,"2018","2018",-54.2,5,-2.79,2,77.09
"29",광주광역시,"29170",광주광역시 북구,"2013","2013",0.43,4,2.78,1,59.98
"31",울산광역시,"31140",울산광역시 남구,"2019","2019",-1.08,5,1.81,0,61.16
"41",경기도,"41670",경기도 여주시,"2018","2018",4.76,1,,,30.33
"41",경기도,"41310",경기도 구리시,"2016","2016",-4.85,4,4.34,0,65.09
"41",경기도,"41310",경기도 구리시,"2018","2018",-4.85,2,3.53,0,64.06
"41",경기도,"41430",경기도 의왕시,"2013","2013",0.36,0,5.28,0,48.82
"41",경기도,"41430",경기도 의왕시,"2019","2019",5.91,4,2.62,0,53.23
"41",경기도,"41500",경기도 이천시,"2013","2013",3.51,0,4.14,1,27.12
"41",경기도,"41500",경기도 이천시,"2017","2017",3.15,2,2.17,0,37.83
"41",경기도,"41610",경기도 광주시,"2014","2014",10.88,0,4.87,0,21.27
"41",경기도,"41610",경기도 광주시,"2017","2017",29.43,0,5.13,0,31.57
"42",강원도,"42790",강원도 화천군,"2019","2019",-25.6,5,4.83,0,47.36
"42",강원도,"42800",강원도 양구군,"2018","2018",-28.13,3,5.5,0,47.75
"44",충청남도,"44180",충청남도 보령시,"2018","2018",-32.27,3,1.86,0,45.49
"44",충청남도,"44760",충청남도 부여군,"2018","2018",-49.99,5,-1.24,1,70.56
"45",전라북도,"45110",전라북도 전주시,"2016","2016",0.28,2,3.24,0,60.3
"46",전라남도,"46110",전라남도 목포시,"2017","2017",-5.65,5,1.51,0,74.5
"46",전라남도,"46710",전라남도 담양군,"2016","2016",-49.83,4,6.77,0,50.83
"46",전라남도,"46890",전라남도 완도군,"2017","2017",-57.77,5,3.45,0,67.66
"11",서울특별시,"11170",서울특별시 용산구,"2013","2013",-31.82,2,-8.68,1,74.17
"26",부산광역시,"26230",부산광역시 부산진구,"2014","2014",-26.5,4,-7.38,1,80.64
"31",울산광역시,"31710",울산광역시 울주군,"2016","2016",12.15,1,8.45,0,37.8
"41",경기도,"41270",경기도 안산시,"2013","2013",6.92,2,3.09,0,30.04
"41",경기도,"41570",경기도 김포시,"2013","2013",14.6,0,4.93,0,12.68
"41",경기도,"41570",경기도 김포시,"2018","2018",48.08,0,5.37,0,21.63
"41",경기도,"41590",경기도 화성시,"2019","2019",16.09,0,6.79,0,26.07
"43",충청북도,"43760",충청북도 괴산군,"2013","2013",-63.27,0,3.81,0,48.87
"43",충청북도,"43760",충청북도 괴산군,"2017","2017",-47.51,0,-1.21,2,55.49
"44",충청남도,"44210",충청남도 서산시,"2018","2018",4.88,0,2.97,0,51.38
"44",충청남도,"44790",충청남도 청양군,"2016","2016",-49.52,1,14.69,1,65.92
"45",전라북도,"45750",전라북도 임실군,"2019","2019",-62.66,4,-3.34,2,56.47
"45",전라북도,"45750",전라북도 임실군,"2017","2017",-62.66,2,-2.34,1,59.37
"45",전라북도,"45800",전라북도 부안군,"2019","2019",-55.26,3,2.29,1,65.6
"46",전라남도,"46230",전라남도 광양시,"2018","2018",-5.04,0,5.24,0,54.91
