gid,val
다사73bb67ba,202.0000000000000000000000000000000
다사85ab65ba,0.0000000000000000000000000000000
다사82ab57ba,0.0000000000000000000000000000000
다사70ab68aa,0.0000000000000000000000000000000
다사86aa66aa,0.0000000000000000000000000000000
다사72aa57bb,26.0000000000000000000000000000000
다사74ab71ba,13.0000000000000000000000000000000
다사82bb58ab,7.0000000000000008881784197001252
다사63ba66bb,0.0000000000000000000000000000000
다사76ab72ab,0.0000000000000000000000000000000
다사77ba60ab,11.0000000000000000000000000000000
다사83ba69ab,0.0000000000000000000000000000000
다사83ba51ba,6.0000000000000000000000000000000
다사81ab71ba,6.0000000000000000000000000000000
다사69aa62ba,9.0000000000000000000000000000000
다사85aa65ab,56.0000000000000071054273576010019
다사83ab69ba,41.0000000000000000000000000000000
다사71ba66aa,29.0000000000000000000000000000000
다사76ba57bb,0.0000000000000000000000000000000
다사75ab57ba,27.0000000000000000000000000000000
다사69ba61bb,12.0000000000000000000000000000000
다사72bb55aa,18.0000000000000000000000000000000
다사82ba64bb,395.0000000000000000000000000000000
다사73ba69ab,22.0000000000000000000000000000000
다사65bb64aa,0.0000000000000000000000000000000
다사71ab62aa,987.0000000000000000000000000000000
다사72ba72bb,0.0000000000000000000000000000000
다사82aa70aa,0.0000000000000000000000000000000
다사82bb50ab,21.0000000000000000000000000000000
다사85ba62aa,39.9999999999999928945726423989981
다사85bb63ab,0.0000000000000000000000000000000
다사82ab61aa,138.0000000000000000000000000000000
다사70ba64ab,0.0000000000000000000000000000000
다사72ba61ab,104.0000000000000000000000000000000
다사66bb68aa,0.0000000000000000000000000000000
다사73bb61aa,15.0000000000000000000000000000000
다사72aa57ba,7.0000000000000008881784197001252
다사73ba61aa,28.0000000000000035527136788005009
다사65bb63bb,0.0000000000000000000000000000000
다사73aa73ba,0.0000000000000000000000000000000
다사84ab62ba,0.0000000000000000000000000000000
다사81ab69bb,14.0000000000000017763568394002505
다사73ba63bb,53.0000000000000000000000000000000
다사77bb64bb,0.0000000000000000000000000000000
다사86bb64aa,6.0000000000000000000000000000000
다사73aa73aa,0.0000000000000000000000000000000
다사73bb68ab,0.0000000000000000000000000000000
다사77bb62bb,283.0000000000000000000000000000000
다사77ba61bb,822.0000000000000000000000000000000
다사80ba73ab,9.9999999999999982236431605997495
다사70ba67ba,1568.0000000000000000000000000000000
다사65bb62aa,33.0000000000000000000000000000000
다사68bb62aa,984.0000000000000000000000000000000
다사82bb69bb,0.0000000000000000000000000000000
다사84bb62ab,0.0000000000000000000000000000000
다사73aa61aa,0.0000000000000000000000000000000
다사80ab56ba,6.0000000000000000000000000000000
다사84ba61ab,12.0000000000000000000000000000000
다사86ab62aa,19.9999999999999964472863211994991
다사77aa72ab,0.0000000000000000000000000000000
다사73aa57ab,206.0000000000000000000000000000000
다사72bb66ba,14.0000000000000017763568394002505
다사74ba59ab,552.0000000000000000000000000000000
다사85ab66aa,13.0000000000000000000000000000000
다사77aa62aa,1431.0000000000000000000000000000000
다사87aa61ba,0.0000000000000000000000000000000
다사75bb52bb,0.0000000000000000000000000000000
다사88ba65bb,27.0000000000000000000000000000000
다사73aa64aa,15.0000000000000000000000000000000
다사74bb68aa,0.0000000000000000000000000000000
다사66ab62bb,906.0000000000000000000000000000000
다사69aa63ba,19.0000000000000000000000000000000
다사67bb70ab,9.0000000000000000000000000000000
다사78ab61ba,6.0000000000000000000000000000000
다사71bb58ab,26.0000000000000000000000000000000
다사75ab71aa,0.0000000000000000000000000000000
다사87bb65bb,12.0000000000000000000000000000000
다사83aa69bb,9.0000000000000000000000000000000
다사76aa55aa,14.0000000000000017763568394002505
다사73aa72bb,22.0000000000000000000000000000000
다사87ab60ba,0.0000000000000000000000000000000
다사71ba62bb,6.0000000000000000000000000000000
다사71bb57bb,124.0000000000000000000000000000000
다사80ba61aa,8.0000000000000000000000000000000
다사75ba57aa,12.0000000000000000000000000000000
다사75bb72aa,12.0000000000000000000000000000000
다사75ab59ba,9.0000000000000000000000000000000
다사71ba57aa,16.0000000000000000000000000000000
다사72ab68ba,286.0000000000000000000000000000000
다사77ab61ba,145.0000000000000000000000000000000
다사73ba64aa,0.0000000000000000000000000000000
다사85ba55aa,72.0000000000000000000000000000000
다사75bb72ab,7.0000000000000008881784197001252
다사85aa54aa,24.0000000000000000000000000000000
다사76ba55ab,0.0000000000000000000000000000000
다사74aa55aa,22.0000000000000000000000000000000
다사70ab66ba,0.0000000000000000000000000000000
다사81bb60aa,357.0000000000000000000000000000000
다사86ab65ab,14.0000000000000017763568394002505
다사69ba62ab,29.0000000000000000000000000000000
다사74aa62aa,13.0000000000000000000000000000000
다사68ba60bb,1684.0000000000000000000000000000000
다사85ab56ab,0.0000000000000000000000000000000
다사88bb62ab,8.0000000000000000000000000000000
다사73ab64ba,38.0000000000000000000000000000000
다사70bb67ba,94.0000000000000000000000000000000
다사86aa61ba,418.0000000000000000000000000000000
다사72ab59bb,0.0000000000000000000000000000000
