gid,lon,lat
다사83aa62ba,127.3086683000,37.6629780100
다사71aa58bb,127.1727602000,37.6288789900
다사85ba54bb,127.3371661000,37.5931664700
다사77ba57aa,127.2464774000,37.6132868600
다사81aa62aa,127.2860050000,37.6584323700
다사80ab73bb,127.2771851000,37.7643226200
다사84ba65ba,127.3256122000,37.6900444400
다사71bb64ba,127.1810382000,37.6807286800
다사83bb68aa,127.3170502000,37.7125648300
다사84ab63aa,127.3228303000,37.6675068300
다사84ba65bb,127.3256069000,37.6922977700
다사81bb74ba,127.2941967000,37.7711134900
다사70aa62bb,127.1612637000,37.6649001500
다사74ba72ba,127.2119461000,37.7529146600
다사66aa63bb,127.1158643000,37.6737744000
다사86ba62ab,127.3483564000,37.6607823600
다사68ba61ba,127.1443101000,37.6535835300
다사70aa57ab,127.1614887000,37.6153270400
다사82aa46aa,127.2977331000,37.5142367400
다사71aa69aa,127.1723542000,37.7212648200
다사70ab56ba,127.1643518000,37.6085751200
다사66aa61ab,127.1159804000,37.6512413600
다사73ba55bb,127.2012005000,37.6019140700
다사84ba70ba,127.3255066000,37.7351109300
다사84ba67bb,127.3255647000,37.7103244000
다사81ab61ab,127.2888585000,37.6516774500
다사68ab61bb,127.1414651000,37.6558282600
다사75aa60aa,127.2180490000,37.6402627000
다사75bb59ba,127.2265665000,37.6357760300
다사81bb46aa,127.2949042000,37.5142318600
다사84aa59aa,127.3200825000,37.6314489700
다사81ab59ba,127.2889032000,37.6359040300
다사82ab49ab,127.3004839000,37.5435356500
다사80aa57ab,127.2747969000,37.6155976700
다사81aa50aa,127.2863147000,37.5502710400
다사84aa59ab,127.3200771000,37.6337023200
다사84aa52ab,127.3202290000,37.5706080600
다사70ab66bb,127.1639357000,37.7009611900
다사85bb57ab,127.3399497000,37.6157040200
다사72ab56ba,127.1870112000,37.6086373900
다사75aa53ba,127.2182701000,37.5816756800
다사64ba64bb,127.0988065000,37.6827309400
다사84ab54ba,127.3230120000,37.5908927100
다사74ba60ab,127.2123730000,37.6425023500
다사83aa72ba,127.3084365000,37.7531109900
다사69ba67ba,127.1553965000,37.7076965200
다사83ab60ba,127.3115484000,37.6449558100
다사84ab62bb,127.3228356000,37.6652534900
다사82aa58ba,127.2974281000,37.6269055200
다사72ba57ab,127.1898156000,37.6154048900
다사84bb61ba,127.3285308000,37.6539951400
다사73ba60bb,127.2010200000,37.6469808300
다사80ab59bb,127.2775625000,37.6381365500
다사67aa68bb,127.1269782000,37.7188766600
다사86aa65bb,127.3426208000,37.6923217000
다사69ab64ba,127.1526865000,37.6806485900
다사69ba58ba,127.1557714000,37.6265773000
다사73bb69aa,127.2035582000,37.7213474100
다사83ba69aa,127.3141912000,37.7215736800
다사83aa63ab,127.3086510000,37.6697380300
다사75aa54bb,127.2182276000,37.5929424600
다사72ab54bb,127.1870773000,37.5928639800
다사70aa56ba,127.1615193000,37.6085670300
다사82aa64ab,127.2972873000,37.6787324400
다사76aa70bb,127.2290313000,37.7371819700
다사87ba65bb,127.3596347000,37.6923431800
다사81aa60ab,127.2860503000,37.6426589700
다사67ba71ba,127.1325289000,37.7436805700
다사76ba72ba,127.2346497000,37.7529679600
다사80bb61ba,127.2831838000,37.6539205100
다사83bb58bb,127.3172547000,37.6291912600
다사66aa68aa,127.1156667000,37.7120803600
다사74ab58ab,127.2096094000,37.6244687200
다사71ba57ba,127.1784751000,37.6176279000
다사74bb65ba,127.2150259000,37.6898290500
다사75bb54ab,127.2267397000,37.5884557200
다사70ba64ba,127.1668623000,37.6806894900
다사69bb67bb,127.1582224000,37.7099580800
다사70ba63ba,127.1669026000,37.6716762400
다사77ba62aa,127.2463242000,37.6583537100
다사73ba55ab,127.2012185000,37.5974073700
다사77ab53ab,127.2437607000,37.5794803800
다사73aa65aa,127.1951956000,37.6852727900
다사69ba67aa,127.1554174000,37.7031899300
다사73aa62aa,127.1953062000,37.6582329600
다사67bb65ab,127.1356425000,37.6873571700
다사71aa69ab,127.1723443000,37.7235181100
다사83bb65ab,127.3171111000,37.6877782200
다사82aa64bb,127.2972750000,37.6832391000
다사74ba63aa,127.2122774000,37.6672889700
다사82bb60bb,127.3058749000,37.6471999700
다사82aa65aa,127.2972689000,37.6854924300
다사81aa58aa,127.2861084000,37.6223788200
다사72aa58ba,127.1841025000,37.6266565500
다사73ab66ba,127.1979762000,37.6987999600
다사77ab66aa,127.2433657000,37.6944008100
다사86aa63aa,127.3426732000,37.6675349700
다사86bb58bb,127.3512537000,37.6292390200
다사83ba61ba,127.3143598000,37.6539736900
다사79bb57ab,127.2719642000,37.6155922300
다사73aa63aa,127.1952694000,37.6672462500
다사76ab65ab,127.2320472000,37.6876156200
다사73bb56ab,127.2040148000,37.6064279000
다사84ab52aa,127.3230654000,37.5683589600
다사75ab72aa,127.2204769000,37.7484285800
다사74ba65ba,127.2121904000,37.6898221700
다사87ba59ba,127.3597408000,37.6360095000
다사70aa67ba,127.1610689000,37.7077129700
다사66ba60bb,127.1216713000,37.6467530500
다사73aa55bb,127.1955361000,37.6018995900
다사83aa72aa,127.3084481000,37.7486043700
다사74ab68ba,127.2092492000,37.7168549300
다사85aa61ab,127.3313700000,37.6517458800
다사69ba65aa,127.1555008000,37.6851635200
다사83ba65ab,127.3142756000,37.6877737900
다사70bb61aa,127.1698373000,37.6491510400
다사72aa59ba,127.1840644000,37.6356698700
다사76ba70ba,127.2347140000,37.7349415700
다사84aa59bb,127.3200662000,37.6382090300
다사82aa62ba,127.2973302000,37.6629590800
다사85aa62bb,127.3313395000,37.6652659600
다사71ab57aa,127.1756619000,37.6131134800
다사74bb72ab,127.2147927000,37.7506682700
다사76bb65aa,127.2377260000,37.6853750500
다사80aa73aa,127.2743673000,37.7575573200
다사72bb64aa,127.1923975000,37.6762521700
다사71ba69ba,127.1780081000,37.7257870400
다사81ab60bb,127.2888713000,37.6471707600
다사72ba58ba,127.1897688000,37.6266715800
다사70ba65ab,127.1668321000,37.6874494100
다사71aa69ba,127.1723343000,37.7257714100
다사83ba68ba,127.3142025000,37.7170670400
다사75bb57bb,127.2266242000,37.6200026400
다사71ba63aa,127.1782614000,37.6672010900
다사75ab72ab,127.2204684000,37.7506818700
다사69ab60aa,127.1528754000,37.6400889400
다사83bb51aa,127.3174255000,37.5593368200
다사79bb69ab,127.2716330000,37.7237522500
다사82ba61bb,127.3030171000,37.6562086500
다사74aa66aa,127.2065015000,37.6943148200
다사76aa52ba,127.2296284000,37.5726887200
다사72bb63ba,127.1924161000,37.6717455400
다사81ab50aa,127.2891449000,37.5502761300
다사82ab68bb,127.3000135000,37.7192971600
다사75bb68ab,127.2262769000,37.7146423600
다사74ab56ab,127.2096795000,37.6064419700
다사65ba62ba,127.1102535000,37.6624892900
다사85aa55aa,127.3314972000,37.5954118900
다사83ba52aa,127.3145725000,37.5683459300
다사74bb56ab,127.2153443000,37.6064557700
다사68bb65ba,127.1469735000,37.6896449700
다사72ba58ab,127.1897782000,37.6244182400
다사69bb63bb,127.1583878000,37.6739052300
다사86ba65aa,127.3483059000,37.6855691300
다사65aa66aa,127.1044171000,37.6940165500
다사79aa58aa,127.2634446000,37.6223355600
다사78aa62ab,127.2519854000,37.6606191000
다사77bb53ab,127.2494234000,37.5794925400
다사69bb60bb,127.1585117000,37.6468654500
다사83aa55ab,127.3088358000,37.5976307400
다사70ab67ba,127.1639051000,37.7077210800
다사87bb60bb,127.3625535000,37.6472796200
다사77ba54ab,127.2465615000,37.5884999400
다사69bb64aa,127.1583775000,37.6761585400
다사74aa56ab,127.2068472000,37.6064349700
다사67aa71aa,127.1268764000,37.7391561900
다사81ba61bb,127.2916800000,37.6561891800
다사66aa64aa,127.1158527000,37.6760277000
다사67bb60bb,127.1358407000,37.6467976400
다사83aa68aa,127.3085409000,37.7125513200
다사71ab65aa,127.1753482000,37.6852198200
다사73bb64ab,127.2037286000,37.6785345200
다사76ba61ab,127.2350109000,37.6515687900
다사78ab56ab,127.2549974000,37.6065447500
다사86aa57bb,127.3427730000,37.6202145500
다사82bb59aa,127.3059159000,37.6314265200
다사73bb61ab,127.2038360000,37.6514946400
다사69ba59aa,127.1557506000,37.6310839500
다사77bb63ab,127.2491206000,37.6696264300
다사72bb62bb,127.1924440000,37.6649855800
다사82bb72aa,127.3056103000,37.7485997300
다사71bb64bb,127.1810285000,37.6829819900
다사75ba54ba,127.2238997000,37.5907024900
다사65ab67ab,127.1071933000,37.7052924700
다사68aa60bb,127.1386746000,37.6468063600
다사73ab60ab,127.1982044000,37.6424669600
다사76ba65ba,127.2348746000,37.6898753500
다사72ab63ba,127.1867464000,37.6717306100
다사77ab55aa,127.2437066000,37.5952539100
다사83ab70ba,127.3113202000,37.7350890800
다사87ab60ab,127.3568943000,37.6427661700
다사74ab63ab,127.2094339000,37.6695353400
다사66ab60ba,127.1188490000,37.6444906200
다사65bb68aa,127.1128303000,37.7120710800
다사71bb62ab,127.1811250000,37.6604488300
다사72ab63bb,127.1867370000,37.6739839300
다사81ba60aa,127.2917241000,37.6404157600
다사71ba54ab,127.1786012000,37.5883344600
다사72ab66bb,127.1866232000,37.7010236600
다사83aa61ba,127.3086914000,37.6539646400
다사71ba63ab,127.1782517000,37.6694544000
다사81bb61ba,127.2945205000,37.6539408100
다사82aa67bb,127.2972014000,37.7102790300
다사73ab56ab,127.1983501000,37.6064135500
다사74ba62ab,127.2123035000,37.6605289900
다사82bb64ab,127.3057927000,37.6787467500
다사69aa64ba,127.1498513000,37.6806402100
다사70ba67ab,127.1667514000,37.7054758400
다사73ba59bb,127.2010562000,37.6379675100
다사72ba69ab,127.1893651000,37.7235641900
다사88ba64ab,127.3710008000,37.6788361000
다사73ab63ba,127.1980858000,37.6717601800
다사71ba58ba,127.1784363000,37.6266412400
다사70aa65ab,127.1611612000,37.6874332500
다사72bb72aa,127.1920993000,37.7483578600
다사74bb58ab,127.2152755000,37.6244825200
다사74ab62aa,127.2094779000,37.6582687200
다사65aa62aa,127.1046084000,37.6579638200
다사71aa63aa,127.1725921000,37.6671854900
다사87aa65bb,127.3539634000,37.6923362900
다사70bb66ab,127.1696275000,37.6964706100
다사83aa62ab,127.3086741000,37.6607246700
다사69aa67aa,127.1497454000,37.7031732200
다사85ab61aa,127.3342092000,37.6494965500
다사71ab57ab,127.1756521000,37.6153668100
다사84ba67ab,127.3255753000,37.7058177500
다사77aa61ba,127.2406712000,37.6538347200
다사75bb60aa,127.2265499000,37.6402827100
다사76bb72ba,127.2374876000,37.7529743200
다사88bb63ba,127.3738474000,37.6720791300
다사83ab69ab,127.3113488000,37.7238225000
다사66ab62aa,127.1187799000,37.6580104700
다사72ab64ba,127.1867085000,37.6807438800
다사74ba72ab,127.2119549000,37.7506613700
다사67bb69aa,127.1354770000,37.7211565600
다사76ab61ba,127.2321687000,37.6538157200
다사76ba51ab,127.2353304000,37.5614347100
다사77ab55bb,127.2436834000,37.6020139800
다사71bb56ab,127.1813560000,37.6063688900
다사73ba57aa,127.2011554000,37.6131807900
다사74bb59ab,127.2152412000,37.6334958800
다사82ab64aa,127.3001285000,37.6764839400
다사81ab49ab,127.2891640000,37.5435159800
다사83bb51bb,127.3174090000,37.5660969600
다사64ab66bb,127.0958734000,37.7007475600
다사82ab66ab,127.3000740000,37.6967639200
다사85aa67aa,127.3312527000,37.7035726700
다사76ba54bb,127.2352187000,37.5929818000
다사85ab64bb,127.3341340000,37.6832967000
다사76bb66aa,127.2376943000,37.6943883300
다사69bb56bb,127.1586766000,37.6108122100
다사70ab65aa,127.1640068000,37.6851880600
다사83bb69aa,127.3170280000,37.7215781200
다사71ba56ba,127.1785139000,37.6086145500
다사84ab67ab,127.3227391000,37.7058135200
다사82ab67bb,127.3000377000,37.7102838700
다사73ba56ba,127.2011734000,37.6086741000
다사79aa68bb,127.2631368000,37.7192288400
다사83ba68bb,127.3141969000,37.7193203600
다사81ab46bb,127.2892274000,37.5209820900
다사72ba55bb,127.1898718000,37.6018848400
다사71aa68aa,127.1723939000,37.7122516300
다사69bb66aa,127.1582948000,37.6941849800
다사82bb64ba,127.3057868000,37.6810000800
다사70ba61ab,127.1669932000,37.6513963900
다사75ab53ba,127.2211015000,37.5816824000
다사64bb61ba,127.1017982000,37.6534476800
다사84ab69aa,127.3227015000,37.7215867900
다사70bb66aa,127.1696375000,37.6942173000
다사82ab71aa,127.2999590000,37.7395769900
다사70ab54ab,127.1644429000,37.5882950600
다사73ba73ab,127.2005672000,37.7596462400
다사82bb70aa,127.3056574000,37.7305732300
다사81ba59ba,127.2917367000,37.6359090600
다사77ba62bb,127.2463012000,37.6651137100
다사71ba59bb,127.1783878000,37.6379078900
다사82aa67ba,127.2972075000,37.7080257100
다사83ba55ba,127.3144943000,37.5998931400
다사75ab60ab,127.2208742000,37.6425227700
다사72aa66ba,127.1837968000,37.6987627900
다사67ab61ba,127.1301394000,37.6535399500
다사70bb59ab,127.1699071000,37.6333777600
다사74ab68ab,127.2092580000,37.7146016200
다사70ab65ba,127.1639865000,37.6896946700
다사66ab68aa,127.1185030000,37.7120895700
다사74bb71ab,127.2148273000,37.7416550900
다사82ba72bb,127.3027545000,37.7553549300
다사82bb53ba,127.3060447000,37.5818525300
다사71bb68bb,127.1808740000,37.7190348600
다사71aa61ba,127.1726515000,37.6536655800
다사83ab55ab,127.3116678000,37.5976352900
다사80ab71ba,127.2772459000,37.7440429000
다사70ba54ba,127.1672645000,37.5905564200
다사82ba63aa,127.3029873000,37.6674753600
다사82ba51aa,127.3032725000,37.5593140800
다사75bb52aa,127.2268138000,37.5681754700
다사77aa55bb,127.2408512000,37.6020077900
다사76ba50ba,127.2353543000,37.5546746000
다사70aa55ab,127.1615704000,37.5973003400
다사74ba68ab,127.2120945000,37.7146085900
다사73bb63ba,127.2037555000,37.6717745600
다사76ba62ba,127.2349708000,37.6628354500
다사82bb55bb,127.3059920000,37.6021328500
다사72aa56bb,127.1841693000,37.6108831900
다사87aa65ba,127.3539679000,37.6900829600
다사64ba61ab,127.0989762000,37.6511847800
다사82aa54ba,127.2975259000,37.5908517500
다사82ab58aa,127.3002734000,37.6224036400
다사83ab70ab,127.3113259000,37.7328357600
다사70ab60bb,127.1641795000,37.6468817200
다사74aa55ba,127.2068737000,37.5996749200
다사82bb64aa,127.3057986000,37.6764934100
다사82aa49ba,127.2976479000,37.5457842200
다사69ba55ab,127.1559064000,37.5972839700
다사70aa66aa,127.1611305000,37.6941931600
다사77aa50aa,127.2410308000,37.5501804100
다사66bb66bb,127.1242326000,37.7008413500
다사74aa54ab,127.2069179000,37.5884081700
다사75ba58aa,127.2237830000,37.6222493800
다사87ab59bb,127.3569029000,37.6382594600
다사76bb51ba,127.2381532000,37.5636943900
다사81ab47aa,127.2892210000,37.5232354800
다사86ba61bb,127.3483655000,37.6562756600
다사76ab53aa,127.2324434000,37.5772018900
다사72ab67aa,127.1866137000,37.7032769700
다사73aa67bb,127.1950941000,37.7100591900
다사74bb56bb,127.2153271000,37.6109624600
다사70aa59aa,127.1614172000,37.6311003500
다사67ab62bb,127.1300835000,37.6648064900
다사70ba59aa,127.1670837000,37.6311164700
다사76aa65ba,127.2292036000,37.6898624600
다사88aa63aa,127.3653509000,37.6675630400
다사83aa56aa,127.3088185000,37.6043908300
다사82ba61ba,127.3030231000,37.6539553100
다사74ab58bb,127.2095919000,37.6289753900
다사69bb55bb,127.1587178000,37.6017988700
다사86ab68ab,127.3454097000,37.7148587600
다사70ab59bb,127.1642200000,37.6378684200
다사76ab55ab,127.2323708000,37.5974821200
다사85ba61ab,127.3370383000,37.6517538500
다사77aa53ab,127.2409293000,37.5794742000
다사86ab58aa,127.3456012000,37.6224716600
다사71ba55ba,127.1785527000,37.5996011900
다사84aa68ab,127.3198811000,37.7148225200
다사82ab68ab,127.3000256000,37.7147905200
다사74aa63ba,127.2065903000,37.6717816500
다사71ba68ab,127.1780569000,37.7145205500
다사73bb66ba,127.2036479000,37.6988143500
다사69bb58aa,127.1586251000,37.6220788700
다사79ab61ba,127.2661787000,37.6538880300
다사85ba64bb,127.3369693000,37.6833006500
다사74bb72bb,127.2147754000,37.7551748600
다사72aa70aa,127.1836627000,37.7303089900
다사70bb67ab,127.1695875000,37.7054838200
다사80ab55ba,127.2776766000,37.5998295300
다사76ab58ab,127.2322738000,37.6245223200
다사74ab58aa,127.2096182000,37.6222153700
다사83bb58ba,127.3172602000,37.6269379000
다사84aa69aa,127.3198648000,37.7215824900
다사67ba62ba,127.1329292000,37.6625620400
다사82bb57ba,127.3059510000,37.6179063800
다사82ba65ba,127.3029278000,37.6900087100
다사86ab63aa,127.3455079000,37.6675387200
다사87ab62ba,127.3568554000,37.6630463300
다사81bb71ba,127.2942716000,37.7440738400
다사71ab67ab,127.1752598000,37.7054995800
다사67aa70bb,127.1268877000,37.7369029100
다사73ab60aa,127.1982135000,37.6402136300
다사84ab68ab,127.3227176000,37.7148268200
다사71aa56aa,127.1728688000,37.6040923100
다사73ba67aa,127.2007939000,37.7033138000
다사74ab56bb,127.2096620000,37.6109486600
다사69ba60ba,127.1556882000,37.6446038900
다사86aa61ab,127.3427065000,37.6517615400
다사69ab60ba,127.1528544000,37.6445955800
다사73aa59ba,127.1953983000,37.6356996800
다사73ba66bb,127.2008030000,37.7010605000
다사67ba68ab,127.1326737000,37.7143879000
다사69bb61ba,127.1584807000,37.6536254000
다사71bb55aa,127.1814040000,37.5951021800
다사74ab61bb,127.2094866000,37.6560153900
다사84bb66bb,127.3284218000,37.7013152500
다사80bb52aa,127.2834322000,37.5682929100
다사73bb72ba,127.2034323000,37.7528935500
다사67ab69aa,127.1298036000,37.7211388800
다사85bb66ab,127.3397755000,37.6968245500
다사82ba59bb,127.3030647000,37.6381818800
다사83ab61aa,127.3115370000,37.6494625100
다사73ba70ab,127.2006761000,37.7326067400
다사83ba62ab,127.3143430000,37.6607337300
다사69aa56aa,127.1502107000,37.6040273300
다사74ba66aa,127.2121729000,37.6943288000
다사71bb61ba,127.1811539000,37.6536888600
다사67bb64ba,127.1356755000,37.6805972700
다사72ab68ab,127.1865663000,37.7145434800
다사81bb70ba,127.2942965000,37.7350606000
다사72ab70bb,127.1864713000,37.7370764500
다사67ab70bb,127.1297250000,37.7369118600
다사80bb54aa,127.2833800000,37.5863198800
다사76bb61bb,127.2378291000,37.6560817900
다사73ab57bb,127.1982955000,37.6199336100
다사81aa55ab,127.2861794000,37.5975918700
다사76aa72ba,127.2289738000,37.7529550500
다사81aa50ab,127.2863082000,37.5525244200
다사72ab73aa,127.1863857000,37.7573560400
다사75ab59ab,127.2209079000,37.6335094200
다사74aa64ba,127.2065548000,37.6807949300
다사71bb67bb,127.1809127000,37.7100216700
다사70bb62ab,127.1697874000,37.6604176300
다사71ab64ba,127.1753678000,37.6807132000
다사77ba61ba,127.2463395000,37.6538470400
다사82ab60aa,127.3002251000,37.6404304600
다사80bb47bb,127.2835430000,37.5299854200
다사77ba55bb,127.2465156000,37.6020200900
다사68ab62ab,127.1414434000,37.6603348800
다사72bb67ab,127.1922765000,37.7055452100
다사76ba61aa,127.2350189000,37.6493154500
다사82ab65bb,127.3000861000,37.6922572700
다사74ba65aa,127.2122078000,37.6853155300
다사81ba48ab,127.2920190000,37.5345074500
다사87ab63bb,127.3568337000,37.6743130600
다사84aa62ab,127.3200119000,37.6607425100
다사82bb59ab,127.3059100000,37.6336798700
다사80ba73bb,127.2800235000,37.7643279500
다사72bb59ba,127.1925648000,37.6356923300
다사81ba49bb,127.2919814000,37.5480277700
다사71ba62ab,127.1782906000,37.6604411300
다사71ba59ba,127.1783975000,37.6356545600
다사82bb60aa,127.3058924000,37.6404399200
다사77ba66bb,127.2461784000,37.7011669000
다사83aa71ab,127.3084655000,37.7418444400
다사75ab58ba,127.2209332000,37.6267494000
다사73bb62ab,127.2038002000,37.6605079500
다사88aa61ba,127.3653753000,37.6540429400
다사70bb54aa,127.1701161000,37.5860576800
다사86ab62ba,127.3455172000,37.6630320300
다사88ba61bb,127.3710398000,37.6563026300
다사74aa68ab,127.2064216000,37.7145946000
다사85ba65bb,127.3369495000,37.6923140000
다사75ba55ba,127.2238663000,37.5997159000
다사82ab67ba,127.3000438000,37.7080305500
다사82bb62bb,127.3058279000,37.6652267200
다사68bb64aa,127.1470375000,37.6761251400
다사74bb65bb,127.2150173000,37.6920823700
다사74bb63ba,127.2150948000,37.6718025000
다사77bb66aa,127.2490371000,37.6944130100
다사81bb64ba,127.2944460000,37.6809808600
다사72bb61ab,127.1924998000,37.6514656300
다사81bb49aa,127.2948301000,37.5412725600
다사75ab57ab,127.2209753000,37.6154826800
다사75ba60bb,127.2236913000,37.6470361100
다사65ba61ab,127.1103123000,37.6512227700
다사82ab60bb,127.3002070000,37.6471905100
다사80bb71ba,127.2829211000,37.7440534900
다사76ab53ab,127.2324353000,37.5794552600
다사85bb55ab,127.3399883000,37.5976770800
다사77ba56ba,127.2464927000,37.6087801600
다사79bb61bb,127.2718402000,37.6561524700
다사68ba61bb,127.1442993000,37.6558368400
다사83aa61ab,127.3086972000,37.6517112900
다사70ab67bb,127.1638950000,37.7099743800
다사87aa66aa,127.3539590000,37.6945896300
다사70ab58ab,127.1642809000,37.6243484600
다사82ab63aa,127.3001526000,37.6674705900
다사88ba65ba,127.3709813000,37.6901028000
다사75ab63ba,127.2207645000,37.6718160600
다사75ba72ba,127.2232979000,37.7529418600
다사81ab62aa,127.2888394000,37.6584374800
다사74ab54ab,127.2097496000,37.5884151600
다사84ab65aa,127.3227874000,37.6855335400
다사79ab57aa,127.2663058000,37.6133277900
다사83aa65aa,127.3086104000,37.6855113900
다사82ba65aa,127.3029397000,37.6855020500
다사80bb55ab,127.2833474000,37.5975867000
다사72bb72bb,127.1920713000,37.7551177200
다사71bb62aa,127.1811346000,37.6581955100
다사89aa63bb,127.3766785000,37.6743354700
다사72aa55ba,127.1842169000,37.5996164800
다사77ba63ab,127.2462859000,37.6696203700
다사77ba64bb,127.2462398000,37.6831403300
다사73bb60bb,127.2038539000,37.6469879800
다사82ab47aa,127.3005380000,37.5232551400
다사65ba67bb,127.1100058000,37.7098084500
다사84ba60bb,127.3257124000,37.6472309400
다사66aa61ba,127.1159688000,37.6534946700
다사74ab72ab,127.2091170000,37.7506544000
다사81ba59aa,127.2917493000,37.6314023600
다사85ba67bb,127.3369100000,37.7103406400
다사84aa65ab,127.3199465000,37.6877825800
다사73aa56ab,127.1955178000,37.6064062800
다사80ba55bb,127.2805021000,37.6020881900
다사69aa56ba,127.1501896000,37.6085339900
다사76ab52bb,127.2324514000,37.5749485300
다사72ab61aa,127.1868411000,37.6491974000
다사73ab64bb,127.1980401000,37.6830267700
다사72ab66ab,127.1866422000,37.6965170500
다사72ab64bb,127.1866991000,37.6829971900
다사81aa61bb,127.2860115000,37.6561790300
다사74bb59bb,127.2152240000,37.6380025500
다사66bb61ba,127.1244712000,37.6535220400
다사73bb58bb,127.2039255000,37.6289613100
다사82bb62ab,127.3058397000,37.6607200400
다사81ba73bb,127.2913770000,37.7643486000
다사76ab65bb,127.2320310000,37.6921222600
다사71bb61bb,127.1811443000,37.6559421900
다사74ab64ba,127.2093900000,37.6808019500
다사74ab62ab,127.2094691000,37.6605220500
다사79ba61ab,127.2690199000,37.6516402800
다사77ba62ba,127.2463089000,37.6628603800
다사82ab51aa,127.3004419000,37.5593093300
다사82bb64bb,127.3057809000,37.6832534200
다사74aa71ba,127.2063059000,37.7438874900
다사67bb69ba,127.1354549000,37.7256631300
다사67bb63aa,127.1357416000,37.6670774400
다사83ab55aa,127.3116735000,37.5953819200
다사85aa66bb,127.3312578000,37.7013193500
다사82aa69bb,127.2971523000,37.7283055800
다사82ba72aa,127.3027725000,37.7485950100
다사81bb65ba,127.2944211000,37.6899941900
다사80ab62aa,127.2775020000,37.6584166400
다사65ab61aa,127.1074902000,37.6489600700
다사72bb65bb,127.1923324000,37.6920253700
다사81ba60ab,127.2917178000,37.6426691100
다사71bb61ab,127.1811635000,37.6514355400
다사74bb65ab,127.2150345000,37.6875757400
다사82ba62bb,127.3029933000,37.6652220200
다사74bb54ba,127.2154044000,37.5906823100
다사69bb59bb,127.1585530000,37.6378521600
다사80bb69ab,127.2829803000,37.7237736900
다사84bb52bb,127.3287118000,37.5751274500
다사74ba55bb,127.2125292000,37.6019422000
다사80ba71bb,127.2800769000,37.7463015300
다사73aa54bb,127.1955728000,37.5928862000
다사70ab55ab,127.1644024000,37.5973084300
다사81bb70ab,127.2943028000,37.7328072900
다사69bb68aa,127.1582120000,37.7122113700
다사84aa52aa,127.3202344000,37.5683546800
다사76aa53ab,127.2296039000,37.5794488000
다사74ba69ab,127.2120596000,37.7236218000
다사75ba56aa,127.2238497000,37.6042226100
다사76bb54aa,127.2380743000,37.5862280400
다사65ba63ab,127.1102181000,37.6692492000
다사80bb51bb,127.2834388000,37.5660395300
다사69aa60aa,127.1500418000,37.6400805700
다사73bb58ba,127.2039344000,37.6267079700
다사81ab60ab,127.2888841000,37.6426640700
다사74aa69ab,127.2063860000,37.7236078100
다사71bb67ab,127.1809320000,37.7055150600
다사66ab67bb,127.1185146000,37.7098362900
다사81bb47aa,127.2948795000,37.5232454400
다사82ba64ab,127.3029576000,37.6787420500
다사65aa61bb,127.1046204000,37.6557105200
다사75aa55ba,127.2182021000,37.5997025100
다사69ba55bb,127.1558856000,37.6017906400
다사87ba62aa,127.3596984000,37.6585430400
다사73aa64ba,127.1952141000,37.6807661600
다사79ab57ba,127.2662917000,37.6178345000
다사64bb61ab,127.1018103000,37.6511943800
다사83aa62bb,127.3086625000,37.6652313500
다사72ba54bb,127.1899092000,37.5928714600
다사86bb66ab,127.3511188000,37.6968394200
다사71ab66ab,127.1752991000,37.6964863600
다사73ba58bb,127.2010923000,37.6289541700
다사79aa57aa,127.2634732000,37.6133221500
다사75ab72ba,127.2204600000,37.7529351600
다사85ab66ba,127.3340988000,37.6990700400
다사84bb64ab,127.3284737000,37.6787819100
다사75aa60ab,127.2180405000,37.6425160300
다사72ab70aa,127.1864998000,37.7303165700
다사82bb63aa,127.3058220000,37.6674800600
다사73ba73ba,127.2005581000,37.7618995200
다사76ba72bb,127.2346416000,37.7552212600
다사72ba72aa,127.1892615000,37.7483504100
다사69ba64ab,127.1555321000,37.6784036000
다사72aa57aa,127.1841597000,37.6131365300
다사75bb53ba,127.2267644000,37.5816956400
다사70ab65bb,127.1639763000,37.6919479800
다사67ba65ab,127.1328071000,37.6873483800
다사76ab61bb,127.2321606000,37.6560690500
다사72aa67ab,127.1837681000,37.7055227000
다사72ab62aa,127.1868033000,37.6582106900
다사71aa66aa,127.1724732000,37.6942252100
다사81ba70bb,127.2914529000,37.7373089300
다사86ab61bb,127.3455312000,37.6562719800
다사70ab63ab,127.1640780000,37.6694148900
다사73ab69aa,127.1978847000,37.7213330100
다사77aa53aa,127.2409371000,37.5772208400
다사88bb62aa,127.3738702000,37.6585590400
다사76ba73aa,127.2346336000,37.7574745500
다사84bb68ba,127.3283854000,37.7170885400
다사75ba70bb,127.2233566000,37.7371687800
다사70ba64bb,127.1668523000,37.6829427900
다사82aa49aa,127.2976600000,37.5412774500
다사82aa57ba,127.2974526000,37.6178921000
다사72aa60ba,127.1840262000,37.6446831900
다사65bb61ab,127.1131464000,37.6512321000
다사69ba64ba,127.1555217000,37.6806569100
다사80bb73ba,127.2828685000,37.7620799100
다사72ba69bb,127.1893463000,37.7280707800
다사70ab62aa,127.1641287000,37.6581483100
다사68bb62bb,127.1470909000,37.6648586000
다사74aa69aa,127.2063949000,37.7213545100
다사83ab51ab,127.3117586000,37.5615813100
다사84ab62ab,127.3228463000,37.6607468000
다사76aa52aa,127.2296447000,37.5681819900
다사71ba67aa,127.1781056000,37.7032540500
다사76ab71bb,127.2318361000,37.7462016500
다사67aa67ba,127.1270347000,37.7076102200
