gid,건물1,건물2,건물3,관공서,전기차,주차장,충전소,변압기,전기안전관,lon,lat,교통량,경제인구
다사86aa58aa,0,0,0,0,0,0,0,0,0,127.3427682,37.62246792,,
다사69ab68ba,0,0,0,0,0,0,0,0,0,127.1525183,37.71670138,,
다사82ab73ab,0,0,0,0,0,0,0,0,0,127.2999044,37.75985676,,
다사64bb63ab,0,0,0,0,0,0,0,0,0,127.101714,37.66922079,,
다사84aa66bb,6,0,0,0,0,0,0,0,0,127.3199138,37.70130257,100,
다사88ba64aa,0,0,0,0,0,0,0,0,0,127.3710047,37.67658275,,
다사81ab62bb,0,0,0,0,0,0,0,0,0,127.2888202,37.6651975,,
다사78bb75aa,0,0,0,0,0,0,0,0,0,127.2601184,37.77555566,,
다사69bb72ab,0,0,0,0,0,0,0,0,0,127.1580359,37.75051727,,
다사82ab67aa,0,0,0,0,0,0,0,0,0,127.3000559,37.7035239,,
다사67aa61ba,1,0,0,0,0,0,0,0,0,127.1273053,37.65353103,100,
다사68ba64aa,0,0,0,0,0,0,0,0,0,127.1442025,37.67611663,,
다사80ab51bb,0,0,0,0,0,0,0,0,0,127.2777771,37.56602901,,
다사67bb68ba,0,0,0,0,0,0,0,0,0,127.1354991,37.71664999,,
다사85aa68ba,0,0,0,0,0,0,0,0,0,127.331222,37.71709263,,
다사74aa73aa,2,0,0,0,0,0,0,0,0,127.2062525,37.75740723,,
다사81bb63aa,1,0,0,0,0,0,0,0,0,127.2944833,37.66746085,,
다사71bb70ba,0,0,0,0,0,0,0,0,0,127.1808063,37.73480793,,
다사67ba67bb,2,0,0,0,0,0,0,0,0,127.1326959,37.70988132,,
다사71ab56ba,0,0,0,0,0,0,0,0,0,127.1756815,37.6086068,,
다사70bb71aa,0,0,0,0,0,0,0,0,0,127.1694374,37.73928323,,
다사71bb72aa,0,0,0,0,0,0,0,0,0,127.1807483,37.74832766,,
다사79aa64aa,0,0,0,0,0,0,0,0,0,127.263273,37.67641572,,
다사71aa55ba,0,0,0,0,0,0,0,0,0,127.1728885,37.59958562,100,
다사79ba55ba,0,0,0,0,0,0,0,0,0,127.2691802,37.59981322,,
다사77ab59aa,0,0,0,0,0,0,0,0,0,127.2435828,37.63130752,,
다사78ba48ba,0,0,0,0,0,0,0,0,0,127.2580559,37.53669615,,
다사74bb57bb,1,0,0,0,0,0,0,0,0,127.2152927,37.61997584,,
다사77ba53aa,0,0,0,0,0,0,0,0,0,127.2465997,37.57723313,,
다사82ab71ba,0,0,0,0,0,0,0,0,0,127.2999468,37.74408361,,
다사69ab68ab,0,0,0,0,0,0,0,0,0,127.1525288,37.71444808,,
다사71ba72bb,0,0,0,0,0,0,0,0,0,127.1778812,37.75507979,,
다사79ab71ba,0,0,0,0,0,0,0,0,0,127.2658955,37.7440209,,
다사76aa59ba,0,0,0,0,0,0,0,0,0,127.2293999,37.63578256,,
다사78bb51aa,0,0,0,0,0,0,0,0,0,127.2608136,37.5592357,,
다사75bb71bb,9,0,0,0,0,0,0,0,0,127.2261607,37.7461886,100,
다사85ba57ba,0,0,0,0,0,0,0,0,0,127.3371121,37.61795351,,
다사68ba65aa,0,0,0,0,0,0,0,0,0,127.1441595,37.68512984,,
다사73aa64ab,3,0,0,0,0,0,0,0,0,127.1952233,37.67851285,,
다사81ba46aa,0,0,0,0,0,0,0,0,0,127.2920753,37.51422692,,
다사83bb67ab,1,0,0,0,0,0,0,0,0,127.3170668,37.70580486,,
다사82ab57ab,1,0,0,0,0,0,0,0,0,127.3002914,37.61564357,,
다사85ab70bb,0,0,0,0,0,0,0,0,0,127.3340134,37.73737654,,
다사79ab55ba,0,0,0,0,0,0,0,0,0,127.2663481,37.59980765,,
다사75bb62ba,0,0,0,0,0,0,0,0,0,127.2264673,37.66281603,,
다사82ab72bb,0,0,0,0,0,0,0,0,0,127.2999165,37.75535015,,
다사85bb56ba,0,0,0,0,0,0,0,0,0,127.3399642,37.60894393,,
다사81ab71aa,0,0,0,0,0,0,0,0,0,127.2886092,37.73955718,,
다사74ab74aa,0,0,0,0,0,0,0,0,0,127.2090553,37.76642742,,
다사72aa66bb,2,0,0,0,0,0,0,0,0,127.1837873,37.70101609,,
다사76ab51ba,0,0,0,0,0,0,0,0,0,127.2324917,37.5636817,100,
다사68ab63ab,0,0,0,0,0,0,0,0,0,127.1414001,37.66934812,,
다사74ba62aa,0,0,0,0,0,0,0,0,0,127.2123122,37.65827566,,
다사77aa70ba,0,0,0,0,0,0,0,0,0,127.2403885,37.7349542,,
다사78ab62bb,0,0,0,0,0,0,0,0,0,127.254805,37.66513169,,
다사73aa54ba,0,0,0,0,0,0,0,0,0,127.195582,37.59063285,,
다사68bb58aa,0,0,0,0,0,0,0,0,0,127.1472934,37.62204554,100,
다사85ba58aa,0,0,0,0,0,0,0,0,0,127.3371022,37.62246023,,
다사78bb54ba,0,0,0,0,0,0,0,0,0,127.2607127,37.59078286,,
다사76ab68bb,0,0,0,0,0,0,0,0,0,127.2319336,37.71916202,,
다사86ab64ab,0,0,0,0,0,0,0,0,0,127.3454845,37.67880543,,
다사82aa73ab,0,0,0,0,0,0,0,0,0,127.2970661,37.7598519,,
다사73bb62aa,0,0,0,0,0,0,0,0,0,127.2038092,37.65825462,,
다사77ba65bb,1,0,0,0,0,0,0,0,0,127.2462091,37.69215362,,
다사84ab72ab,0,0,0,0,0,0,0,0,0,127.3226317,37.75087989,,
다사83bb58aa,0,0,0,0,0,0,0,0,0,127.3172713,37.62243119,,
다사72aa72ba,0,0,0,0,0,0,0,0,0,127.1835668,37.75284189,,
다사76bb63bb,0,0,0,0,0,0,0,0,0,127.2377657,37.67410842,,
다사79ab56aa,0,0,0,0,0,0,0,0,0,127.266334,37.60431437,,
다사84aa74aa,0,0,0,0,0,0,0,0,0,127.3197555,37.76664873,,
다사77bb54ba,0,0,0,0,0,0,0,0,0,127.2493856,37.59075935,,
다사67bb66ba,0,0,0,0,0,0,0,0,0,127.1355873,37.69862366,,
다사79aa67ba,0,0,0,0,0,0,0,0,0,127.2631727,37.70796226,,
다사74aa61aa,0,0,0,0,0,0,0,0,0,127.206679,37.64924839,,
다사85ab71ba,0,0,0,0,0,0,0,0,0,127.3339983,37.74413649,,
다사76bb62bb,0,0,0,0,0,0,0,0,0,127.2377974,37.66509511,,
다사74aa68aa,0,0,0,0,0,0,0,0,0,127.2064305,37.71234129,,
다사77aa58ab,0,0,0,0,0,0,0,0,0,127.240773,37.62454129,,
다사71aa68ab,0,0,0,0,0,0,0,0,0,127.172384,37.71450493,,
다사83ba57aa,0,0,0,0,0,0,0,0,0,127.3144607,37.61341333,,
다사80bb50bb,0,0,0,0,0,0,0,0,0,127.2834649,37.55702603,,
다사75aa62bb,0,0,0,0,0,0,0,0,0,127.2179553,37.66504934,,
다사78aa57ab,0,0,0,0,0,0,0,0,0,127.2521351,37.61555225,,
다사76bb73ba,0,0,0,0,0,0,0,0,0,127.2374558,37.7619875,,
다사84ab57aa,0,0,0,0,0,0,0,0,0,127.3229586,37.61342638,,
다사64ab62ab,0,0,0,0,0,0,0,0,0,127.0960934,37.66018832,,
다사79bb47bb,0,0,0,0,0,0,0,0,0,127.2722251,37.52996413,,
다사72ab55aa,13,0,0,0,0,0,0,0,0,127.1870679,37.59511733,100,
다사64bb65aa,0,0,0,0,0,0,0,0,0,127.1016296,37.68499385,,
다사76ba49bb,0,0,0,0,0,0,0,0,0,127.2353782,37.54791448,,
다사79ba64aa,0,0,0,0,0,0,0,0,0,127.2689431,37.67642697,,
다사80ba68aa,0,0,0,0,0,0,0,0,0,127.2801768,37.71250185,,
다사78ab68bb,0,0,0,0,0,0,0,0,0,127.2546269,37.71921143,,
다사78bb62bb,0,0,0,0,0,0,0,0,0,127.2604742,37.66514334,,
다사72ba61ba,3,0,0,0,0,0,0,0,0,127.1896563,37.65371154,100,
다사70ab64aa,0,0,0,0,0,0,0,0,0,127.1640475,37.67617482,100,
다사74ab71aa,0,0,0,0,0,0,0,0,0,127.2091611,37.73938793,,
다사71ab71aa,0,0,0,0,0,0,0,0,0,127.1751122,37.739299,,
다사75aa56ab,0,0,0,0,0,0,0,0,0,127.2181766,37.60646256,,
다사72aa71ba,0,0,0,0,0,0,0,0,0,127.1836052,37.74382874,,
다사74bb58bb,0,0,0,0,0,0,0,0,0,127.2152583,37.6289892,,
다사81ba53aa,0,0,0,0,0,0,0,0,0,127.2919,37.57732168,,
다사79ba72ba,0,0,0,0,0,0,0,0,0,127.268705,37.75303972,,
다사66aa65bb,0,0,0,0,0,0,0,0,0,127.1157713,37.69180076,,
다사74aa72ba,0,0,0,0,0,0,0,0,0,127.2062703,37.75290065,,
다사79aa50ba,0,0,0,0,0,0,0,0,0,127.2636585,37.55473465,,
다사86aa60ba,0,0,0,0,0,0,0,0,0,127.3427207,37.64500149,,
다사64ab63ba,0,0,0,0,0,0,0,0,0,127.0960323,37.6714548,,
다사77aa68ba,0,0,0,0,0,0,0,0,0,127.2404514,37.71692775,,
다사79aa72bb,0,0,0,0,0,0,0,0,0,127.2630219,37.75528174,,
다사80ab59ba,0,0,0,0,0,0,0,0,0,127.2775692,37.63588321,,
다사79bb56bb,0,0,0,0,0,0,0,0,0,127.2719779,37.61108552,,
다사78aa71ab,0,0,0,0,0,0,0,0,0,127.251715,37.74173857,,
다사79bb53ba,0,0,0,0,0,0,0,0,0,127.2720673,37.58179181,,
다사72aa60ab,1,0,0,0,0,0,0,0,0,127.1840358,37.64242986,,
다사79bb71aa,0,0,0,0,0,0,0,0,0,127.2715845,37.73952542,,
다사75aa58ab,0,0,0,0,0,0,0,0,0,127.2181086,37.62448933,,
다사70ab69bb,0,0,0,0,0,0,0,0,0,127.1638135,37.72800073,,
다사80aa74ba,0,0,0,0,0,0,0,0,0,127.2743262,37.77107711,,
다사80ab67aa,0,0,0,0,0,0,0,0,0,127.2773674,37.70348325,,
다사74bb62ba,0,0,0,0,0,0,0,0,0,127.2151293,37.6627892,,
다사86ab68aa,0,0,0,0,0,0,0,0,0,127.3454144,37.71260543,,
다사70aa69bb,0,0,0,0,0,0,0,0,0,127.1609765,37.72799261,,
다사83bb63bb,0,0,0,0,0,0,0,0,0,127.3171443,37.6742582,,
다사72ba71ab,0,0,0,0,0,0,0,0,0,127.1892898,37.74159054,,
다사79ab62ba,0,0,0,0,0,0,0,0,0,127.2661505,37.66290138,,
다사78aa50ab,0,0,0,0,0,0,0,0,0,127.2523443,37.55245807,,
다사87ab61aa,0,0,0,0,0,0,0,0,0,127.3568813,37.64952623,,
다사80bb72ba,0,0,0,0,0,0,0,0,0,127.2828948,37.75306671,,
다사76ba64ba,0,0,0,0,0,0,0,0,0,127.2349067,37.68086206,,
다사83ab57bb,0,0,0,0,0,0,0,0,0,127.311611,37.62016892,,
다사83bb66ab,0,0,0,0,0,0,0,0,0,127.3170889,37.69679154,,
다사77aa58bb,0,0,0,0,0,0,0,0,0,127.2407573,37.62904798,,
다사76aa69aa,0,0,0,0,0,0,0,0,0,127.2290888,37.72140884,,
다사82bb45bb,0,0,0,0,0,0,0,0,0,127.3062256,37.51199757,,
다사75bb70ab,0,0,0,0,0,0,0,0,0,127.2262105,37.73266881,,
다사75ba58bb,0,0,0,0,0,0,0,0,0,127.223758,37.62900941,,
다사82ba74aa,0,0,0,0,0,0,0,0,0,127.3027246,37.76662145,,
다사83ab58bb,0,0,0,0,0,0,0,0,0,127.3115882,37.62918235,,
다사77ba58aa,0,0,0,0,0,0,0,0,0,127.2464468,37.62230026,,
다사64ba66bb,0,0,0,0,0,0,0,0,0,127.0987093,37.70075725,,
다사75bb64aa,0,0,0,0,0,0,0,0,0,127.2264177,37.67633599,,
다사78ba64aa,0,0,0,0,0,0,0,0,0,127.2576029,37.67640421,,
다사78ba66ba,4,0,0,0,0,0,0,0,0,127.2575296,37.69893745,,
다사83ab51bb,0,0,0,0,0,0,0,0,0,127.3117473,37.56608807,100,
다사63ba65bb,0,0,0,0,0,0,0,0,0,127.0874156,37.69170496,,
다사80bb64ab,0,0,0,0,0,0,0,0,0,127.2831117,37.67870722,,
다사73aa65ba,0,0,0,0,0,0,0,0,0,127.1951772,37.68977942,,
다사71bb73ba,0,0,0,0,0,0,0,0,0,127.1806902,37.76184737,,
다사81bb52ba,0,0,0,0,0,0,0,0,0,127.2947436,37.57281989,,
다사69ab72ab,0,0,0,0,0,0,0,0,0,127.1523603,37.75050066,,
다사74bb58aa,0,0,0,0,0,0,0,0,0,127.2152841,37.62222918,,
다사68aa66aa,0,0,0,0,0,0,0,0,0,127.1384451,37.69412579,,
다사84ab73ba,0,0,0,0,0,0,0,0,0,127.3226048,37.76214643,,
다사69aa70ba,0,0,0,0,0,0,0,0,0,127.1495968,37.73471929,,
다사78aa58aa,0,0,0,0,0,0,0,0,0,127.2521127,37.6223123,,
다사82ab45bb,0,0,0,0,0,0,0,0,0,127.3005679,37.51198816,,
다사72ab72ba,0,0,0,0,0,0,0,0,0,127.1864048,37.75284947,,
다사77bb69bb,0,0,0,0,0,0,0,0,0,127.2489231,37.72821272,,
다사83ba54aa,0,0,0,0,0,0,0,0,0,127.3145278,37.58637293,,
다사76aa56aa,0,0,0,0,0,0,0,0,0,127.2295143,37.60423572,,
다사72bb59aa,0,0,0,0,0,0,0,0,0,127.1925834,37.63118566,,
다사78ab52ba,0,0,0,0,0,0,0,0,0,127.2551082,37.57274432,,
다사72aa69bb,0,0,0,0,0,0,0,0,0,127.1836723,37.72805569,,
다사79ba68aa,0,0,0,0,0,0,0,0,0,127.2688312,37.71248015,,
다사82bb52bb,0,0,0,0,0,0,0,0,0,127.3060622,37.57509241,,
다사84ba70bb,0,0,0,0,0,0,0,0,0,127.3255013,37.73736425,,
다사74ab53ab,0,0,0,0,0,0,0,0,0,127.2097846,37.57940174,,
다사70ab69ab,0,0,0,0,0,0,0,0,0,127.1638339,37.72349415,,
다사78bb58ab,0,0,0,0,0,0,0,0,0,127.2606044,37.62458319,,
다사72bb54ba,0,0,0,0,0,0,0,0,0,127.1927503,37.59062551,,
다사86aa55ab,0,0,0,0,0,0,0,0,0,127.3428204,37.59768089,,
다사84ab55ab,0,0,0,0,0,0,0,0,0,127.322996,37.59765282,,
다사77aa57bb,0,0,0,0,0,0,0,0,0,127.2407886,37.6200346,,
다사83ab66aa,0,0,0,0,0,0,0,0,0,127.311423,37.69452928,,
다사68ab71bb,0,0,0,0,0,0,0,0,0,127.1410307,37.74596008,,
다사71bb65ba,1,0,0,0,0,0,0,0,0,127.1809996,37.68974192,,
다사68bb72bb,0,0,0,0,0,0,0,0,0,127.1466632,37.75499034,,
다사64ab66ab,0,0,0,0,0,0,0,0,0,127.0958979,37.69624099,,
다사84aa72bb,0,0,0,0,0,0,0,0,0,127.3197828,37.7553822,,
다사77bb57aa,0,0,0,0,0,0,0,0,0,127.24931,37.61329291,,
다사89aa63aa,0,0,0,0,0,0,0,0,0,127.3766897,37.66757544,,
다사78ab49ba,0,0,0,0,0,0,0,0,0,127.2551967,37.54570384,,
다사79aa61ba,4,0,0,0,0,0,0,0,0,127.2633446,37.65388238,100,
다사77ab67ab,0,0,0,0,0,0,0,0,0,127.2433269,37.70566739,,
다사84bb72ab,0,0,0,0,0,0,0,0,0,127.3283074,37.75088829,,
다사84ba71bb,0,0,0,0,0,0,0,0,0,127.3254801,37.7463775,,
다사71ba70bb,0,0,0,0,0,0,0,0,0,127.1779593,37.7370535,,
다사86ba64aa,0,0,0,0,0,0,0,0,0,127.3483243,37.67655577,,
다사74ba55ab,0,0,0,0,0,0,0,0,0,127.2125466,37.5974355,100,
다사79ba52ab,0,0,0,0,0,0,0,0,0,127.2692706,37.57051947,,
다사77bb65bb,0,0,0,0,0,0,0,0,0,127.2490447,37.69215969,,
다사73ab63aa,0,0,0,0,0,0,0,0,0,127.198104,37.66725354,,
다사84aa71ab,0,0,0,0,0,0,0,0,0,127.3198156,37.74186234,,
다사65ab63ab,1,0,0,0,0,0,0,0,0,127.1073834,37.66923979,100,
다사77bb52ba,0,0,0,0,0,0,0,0,0,127.249446,37.57273244,,
다사78bb70bb,0,0,0,0,0,0,0,0,0,127.2602421,37.73724958,,
다사83ab66bb,0,0,0,0,0,0,0,0,0,127.3114059,37.70128927,100,
다사81aa56ba,0,0,0,0,0,0,0,0,0,127.2861472,37.60885868,,
다사87bb62ab,0,0,0,0,0,0,0,0,0,127.3625286,37.66079973,,
다사67ba67aa,0,0,0,0,0,0,0,0,0,127.1327293,37.70312144,100,
다사75bb55ab,0,0,0,0,0,0,0,0,0,127.2267067,37.59746914,100,
다사85ab63ba,0,0,0,0,0,0,0,0,0,127.334159,37.67203,,
다사78aa55aa,0,0,0,0,0,0,0,0,0,127.2522024,37.59527205,,
다사79ab58bb,0,0,0,0,0,0,0,0,0,127.2662564,37.62910125,,
다사72ba70ba,0,0,0,0,0,0,0,0,0,127.189318,37.73483067,,
다사82aa52ab,0,0,0,0,0,0,0,0,0,127.2975808,37.5705714,,
다사69ab69bb,0,0,0,0,0,0,0,0,0,127.1524656,37.72796783,,
다사81aa62ba,0,0,0,0,0,0,0,0,0,127.2859921,37.66293905,,
다사75aa72ba,8,0,0,0,0,0,0,0,0,127.217622,37.7529284,,
다사88ba61aa,0,0,0,0,0,0,0,0,0,127.3710515,37.64954257,,
다사79bb54ab,0,0,0,0,0,0,0,0,0,127.2720467,37.58855191,,
다사77bb51bb,0,0,0,0,0,0,0,0,0,127.2494687,37.56597233,,
다사69ab63ab,0,0,0,0,0,0,0,0,0,127.152739,37.66938205,100,
다사66bb70bb,2,0,0,0,0,0,0,0,0,127.1240504,37.73689389,,
다사68ba65ab,0,0,0,0,0,0,0,0,0,127.1441487,37.68738314,,
다사78ba65ab,0,0,0,0,0,0,0,0,0,127.2575663,37.68767084,,
다사80ab50aa,0,0,0,0,0,0,0,0,0,127.2778239,37.55025537,,
다사75bb64ab,0,0,0,0,0,0,0,0,0,127.2264094,37.67858931,,
다사85bb68ba,0,0,0,0,0,0,0,0,0,127.3397318,37.71710451,,
다사80aa60bb,0,0,0,0,0,0,0,0,0,127.2747017,37.64714455,,
다사67aa68ab,4,0,0,0,0,0,0,0,0,127.1270008,37.71437009,,
다사76bb70aa,0,0,0,0,0,0,0,0,0,127.2375672,37.73044131,,
다사83bb73aa,0,0,0,0,0,0,0,0,0,127.3169392,37.75763113,,
다사82aa74ab,0,0,0,0,0,0,0,0,0,127.2970415,37.76886511,,
다사83bb52ba,0,0,0,0,0,0,0,0,0,127.3173925,37.5728571,,
다사82aa49ab,1,0,0,0,0,0,0,0,0,127.2976539,37.54353083,100,
다사78bb60ba,0,0,0,0,0,0,0,0,0,127.2605393,37.6448633,,
다사79ab72bb,0,0,0,0,0,0,0,0,0,127.26586,37.75528741,,
다사83bb58ab,3,0,0,0,0,0,0,0,0,127.3172658,37.62468455,,
다사76aa69bb,0,0,0,0,0,0,0,0,0,127.2290641,37.72816876,,
다사79bb64ba,0,0,0,0,0,0,0,0,0,127.2717643,37.68093915,,
다사83ab54bb,0,0,0,0,0,0,0,0,0,127.3116792,37.59312856,,
다사64aa61ba,0,0,0,0,0,0,0,0,0,127.0932959,37.65341868,,
다사78aa60ab,0,0,0,0,0,0,0,0,0,127.2520453,37.6425924,,
다사79ab63bb,0,0,0,0,0,0,0,0,0,127.2661151,37.67416805,,
다사71aa53ba,0,0,0,0,0,0,0,0,0,127.1729674,37.58155886,,
다사84ba55ba,0,0,0,0,0,0,0,0,0,127.3258228,37.59991041,,
다사72ba72ba,0,0,0,0,0,0,0,0,0,127.1892427,37.75285699,,
다사81ab67aa,0,0,0,0,0,0,0,0,0,127.2887116,37.70350412,,
다사73bb54aa,0,0,0,0,0,0,0,0,0,127.2040951,37.58614775,,
다사84ba65ab,21,0,0,0,0,0,0,0,0,127.3256175,37.6877911,100,
다사80aa64ab,0,0,0,0,0,0,0,0,0,127.2746063,37.67869127,,
다사79aa69ba,2,0,0,0,0,0,0,0,0,127.2631153,37.72598877,100,
다사86bb60aa,0,0,0,0,0,0,0,0,0,127.3512313,37.6405058,,
다사79ab50bb,0,0,0,0,0,0,0,0,0,127.2664818,37.55699366,,
다사81aa45ab,0,0,0,0,0,0,0,0,0,127.2864368,37.50745663,,
다사83ab50aa,0,0,0,0,0,0,0,0,0,127.3117869,37.55031439,,
다사84bb55ab,0,0,0,0,0,0,0,0,0,127.3286601,37.59766118,,
다사89aa64aa,0,0,0,0,0,0,0,0,0,127.3766748,37.67658882,,
다사75ab61ba,0,0,0,0,0,0,0,0,0,127.220832,37.65378944,,
다사69aa72bb,0,0,0,0,0,0,0,0,0,127.1495012,37.75499881,,
다사82ab55ab,0,0,0,0,0,0,0,0,0,127.3003396,37.59761667,,
다사82ab48aa,0,0,0,0,0,0,0,0,0,127.300514,37.53226871,100,
다사75ba58ba,0,0,0,0,0,0,0,0,0,127.2237663,37.62675607,,
다사74ba61aa,0,0,0,0,0,0,0,0,0,127.212347,37.64926235,100,
다사80bb52ba,0,0,0,0,0,0,0,0,0,127.2834192,37.57279966,,
다사86bb60ba,0,0,0,0,0,0,0,0,0,127.3512223,37.64501251,,
다사65ba65ab,0,0,0,0,0,0,0,0,0,127.1101238,37.68727557,,
다사68bb60aa,0,0,0,0,0,0,0,0,0,127.1472082,37.64007213,,
다사80ba57bb,0,0,0,0,0,0,0,0,0,127.2804491,37.62011506,,
다사80ab68ab,0,0,0,0,0,0,0,0,0,127.2773336,37.71474984,,
다사68aa64ba,0,0,0,0,0,0,0,0,0,127.1385107,37.68060599,100,
다사67ab70ba,0,0,0,0,0,0,0,0,0,127.1297363,37.73465858,,
다사77aa63bb,0,0,0,0,0,0,0,0,0,127.2406006,37.67411469,,
다사80bb66aa,0,0,0,0,0,0,0,0,0,127.2830657,37.69448052,,
다사74ba73ba,0,0,0,0,0,0,0,0,0,127.2119112,37.76192782,,
다사88aa65ba,0,0,0,0,0,0,0,0,0,127.3653101,37.69009646,,
다사79ba64ba,0,0,0,0,0,0,0,0,0,127.2689291,37.68093363,,
다사81bb47bb,0,0,0,0,0,0,0,0,0,127.294861,37.53000562,,
다사84aa63bb,0,0,0,0,0,0,0,0,0,127.3199792,37.67426256,,
다사77bb55aa,0,0,0,0,0,0,0,0,0,127.2493705,37.59526607,,
다사76ba58bb,0,0,0,0,0,0,0,0,0,127.2350909,37.6290354,,
다사79aa59bb,0,0,0,0,0,0,0,0,0,127.2633946,37.63810899,,
다사82aa45ba,0,0,0,0,0,0,0,0,0,127.2977452,37.50972995,,
다사85aa60aa,0,0,0,0,0,0,0,0,0,127.3313955,37.64047913,,
다사71bb65aa,0,0,0,0,0,0,0,0,0,127.1810189,37.6852353,,
다사87aa65ab,0,0,0,0,0,0,0,0,0,127.3539723,37.68782962,,
다사87ab65ba,0,0,0,0,0,0,0,0,0,127.3568034,37.69008644,,
다사78aa54bb,0,0,0,0,0,0,0,0,0,127.2522099,37.59301869,,
다사71ab64aa,2,0,0,0,0,0,0,0,0,127.1753875,37.67620658,100,
다사81ab58aa,2,0,0,0,0,0,0,0,0,127.2889414,37.62238392,,
다사78aa58ba,0,0,0,0,0,0,0,0,0,127.2520977,37.62681899,,
다사83aa58aa,0,0,0,0,0,0,0,0,0,127.3087723,37.62241772,,
다사83ba73aa,0,0,0,0,0,0,0,0,0,127.3141011,37.75762669,,
다사76bb64ab,0,0,0,0,0,0,0,0,0,127.2377498,37.67861508,,
다사76bb71bb,0,0,0,0,0,0,0,0,0,127.2375115,37.74621443,,
다사78bb49bb,0,0,0,0,0,0,0,0,0,127.2608496,37.54796882,,
다사78ab58ba,0,0,0,0,0,0,0,0,0,127.2549309,37.62682491,,
다사83ba51bb,3,0,0,0,0,0,0,0,0,127.3145781,37.56609255,,
다사69ab71ab,0,0,0,0,0,0,0,0,0,127.1524024,37.74148754,,
다사78ba74aa,0,0,0,0,0,0,0,0,0,127.2573091,37.76653667,,
다사76ab68ba,0,0,0,0,0,0,0,0,0,127.2319417,37.71690871,,
다사84ba62ab,0,0,0,0,0,0,0,0,0,127.3256808,37.66075103,,
다사75ba73aa,13,0,0,0,0,0,0,0,0,127.2232811,37.75744844,100,
다사72bb60aa,0,0,0,0,0,0,0,0,0,127.1925462,37.64019899,,
다사74bb62aa,0,0,0,0,0,0,0,0,0,127.2151465,37.65828254,,
다사83bb65bb,0,0,0,0,0,0,0,0,0,127.3171,37.69228488,,
다사80ab68aa,0,0,0,0,0,0,0,0,0,127.2773404,37.71249653,,
다사75ba62ba,0,0,0,0,0,0,0,0,0,127.2236328,37.66280943,,
다사81ab46ab,0,0,0,0,0,0,0,0,0,127.2892401,37.5164753,,
다사82bb52ab,0,0,0,0,0,0,0,0,0,127.3060739,37.57058566,,
다사70bb70bb,0,0,0,0,0,0,0,0,0,127.1694474,37.73702994,,
다사78ba66aa,0,0,0,0,0,0,0,0,0,127.2575443,37.69443081,,
다사78ab54bb,0,0,0,0,0,0,0,0,0,127.2550418,37.5930246,,
다사86ba68aa,0,0,0,0,0,0,0,0,0,127.3482508,37.71260912,,
다사79bb53ab,0,0,0,0,0,0,0,0,0,127.2720742,37.57953845,,
다사71bb60bb,2,0,0,0,0,0,0,0,0,127.1811828,37.64692889,,
다사71ab71ba,0,0,0,0,0,0,0,0,0,127.1750925,37.74380558,,
다사68ba68bb,0,0,0,0,0,0,0,0,0,127.1439979,37.71892928,,
다사79ab51aa,0,0,0,0,0,0,0,0,0,127.2664748,37.55924703,,
다사64bb66aa,0,0,0,0,0,0,0,0,0,127.1015814,37.694007,,
다사70ab70aa,0,0,0,0,0,0,0,0,0,127.1638033,37.73025402,,
다사66ba65ba,0,0,0,0,0,0,0,0,0,127.121454,37.68956581,,
다사75ba60ab,0,0,0,0,0,0,0,0,0,127.2237079,37.64252944,,
다사70aa69ab,0,0,0,0,0,0,0,0,0,127.1609971,37.72348603,,
다사83ab72ab,0,0,0,0,0,0,0,0,0,127.3112801,37.75086226,,
다사70ab69ba,0,0,0,0,0,0,0,0,0,127.1638237,37.72574744,,
다사74bb63aa,0,0,0,0,0,0,0,0,0,127.2151121,37.66729585,,
다사81bb74bb,0,0,0,0,0,0,0,0,0,127.2941905,37.77336678,,
다사74aa53ba,0,0,0,0,0,0,0,0,0,127.2069444,37.5816481,,
다사78ab73bb,0,0,0,0,0,0,0,0,0,127.254478,37.7642775,,
다사70ba69ba,0,0,0,0,0,0,0,0,0,127.1666606,37.7257555,,
다사86bb68aa,0,0,0,0,0,0,0,0,0,127.3510872,37.71261273,,
다사77bb73aa,0,0,0,0,0,0,0,0,0,127.2488241,37.75750565,,
다사72aa73bb,0,0,0,0,0,0,0,0,0,127.1835188,37.7641083,,
다사75ab52aa,0,0,0,0,0,0,0,0,0,127.2211519,37.56816223,,
다사77bb74aa,0,0,0,0,0,0,0,0,0,127.2487937,37.76651883,,
다사78bb70ab,0,0,0,0,0,0,0,0,0,127.2602566,37.73274296,,
다사80aa69bb,0,0,0,0,0,0,0,0,0,127.2744562,37.72826434,,
다사83bb50aa,0,0,0,0,0,0,0,0,0,127.3174475,37.55032328,,
다사79ab54ab,0,0,0,0,0,0,0,0,0,127.2663833,37.58854084,,
다사80bb49ab,0,0,0,0,0,0,0,0,0,127.283504,37.54350574,,
다사87aa65aa,0,0,0,0,0,0,0,0,0,127.3539767,37.68557628,,
다사87bb65ba,0,0,0,0,0,0,0,0,0,127.3624746,37.69009319,,
다사69aa68aa,0,0,0,0,0,0,0,0,0,127.1497029,37.7121864,,
다사87aa63ba,1,0,0,0,0,0,0,0,0,127.3540032,37.67205624,,
다사86ba63ba,0,0,0,0,0,0,0,0,0,127.3483334,37.67204908,,
다사81aa49ba,0,0,0,0,0,0,0,0,0,127.2863275,37.54576428,,
다사84ab69ab,0,0,0,0,0,0,0,0,0,127.3226962,37.72384011,,
