gid,건물1,건물2,건물3,관공서,전기차,주차장,충전소,변압기,전기안전관,lon,lat,교통량,경제인구
다사76ba60bb,16,2,0,0,0,2,0,0,0,127.2350269,37.64706212,100,573
다사65aa60bb,3,0,0,0,0,0,0,0,0,127.1046682,37.6466973,,7
다사80aa57ba,44,0,0,0,0,0,0,0,0,127.2747901,37.61785102,100,19
다사76ba62bb,0,0,0,0,0,0,0,0,0,127.2349628,37.66508878,,13
다사76bb53aa,0,0,0,0,0,0,0,0,0,127.2381059,37.57721459,100,21
다사66bb62aa,12,1,0,0,0,0,0,0,0,127.1244485,37.65802866,100,22
다사73ab57aa,0,0,0,0,0,0,0,0,0,127.1983228,37.61317358,,0
다사87ab62ab,11,0,0,0,0,0,0,0,0,127.3568597,37.66079298,100,8
다사76aa54ba,1,0,0,0,0,0,0,0,0,127.2295632,37.5907156,100,0
다사85ab54aa,2,0,0,0,0,0,0,0,0,127.3343492,37.58640241,100,60
다사81ba55ba,3,0,0,0,0,0,0,0,0,127.2918372,37.59985536,,7
다사72aa61bb,12,3,0,1,0,0,0,0,0,127.1839785,37.65594981,100,486
다사69ab64bb,1,0,0,0,0,0,0,0,0,127.152676,37.6829019,100,11
다사76ba51aa,16,2,0,0,0,0,0,0,0,127.2353384,37.55918134,100,9
다사74ab63aa,3,0,0,0,0,0,0,0,0,127.2094427,37.66728202,,9
다사68ab61ab,29,1,0,2,0,0,0,0,0,127.1414868,37.65132163,100,151
다사85aa60ba,34,0,0,0,0,0,0,0,0,127.3313853,37.64498583,100,22
다사84ab66bb,4,0,0,0,0,0,0,0,0,127.3227498,37.70130686,100,0
다사72bb56bb,1,0,0,0,0,0,0,0,0,127.1926669,37.61090562,,0
다사83aa73aa,0,0,0,0,0,0,0,0,0,127.3084248,37.7576176,,0
다사72bb54bb,6,0,0,0,0,0,0,0,0,127.192741,37.59287886,,0
다사80bb69ba,6,0,0,0,0,0,0,0,0,127.2829738,37.726027,,9
다사82bb65ba,34,0,0,0,0,0,0,0,0,127.3057633,37.69001341,100,20
다사81bb49bb,2,0,0,0,0,0,0,0,0,127.2948116,37.54803272,100,13
다사82aa61ab,9,1,0,0,0,0,0,0,0,127.2973608,37.65169236,100,205
다사74bb64bb,2,2,0,2,0,0,0,0,0,127.2150518,37.6830691,100,597
다사72ba63aa,9,0,0,0,0,0,0,0,0,127.1896,37.66723147,,6
다사81ba63aa,0,0,0,0,0,0,0,0,0,127.2916486,37.66745588,,0
다사73bb72aa,3,0,0,0,0,0,0,0,0,127.2034503,37.74838697,,0
다사76ab54ab,17,0,0,0,0,0,0,0,0,127.232403,37.58846869,100,11
다사70ab61ba,3,0,0,0,0,0,0,0,0,127.164149,37.65364168,,8
다사84ba61ba,22,0,0,0,0,0,0,0,0,127.3256966,37.65399099,,7
다사78ba56ab,15,0,0,0,0,0,0,0,0,127.2578298,37.60655059,,57
다사67ab67ba,0,0,0,0,0,0,0,0,0,127.1298708,37.70761916,100,0
다사82ab46ab,22,0,0,0,0,0,0,0,0,127.300556,37.51649495,100,11
다사84aa70aa,1,0,0,0,0,0,0,1,0,127.3198429,37.73059576,100,8
다사82bb63bb,0,0,0,0,0,0,0,0,0,127.3058044,37.67424008,,0
다사70aa65aa,8,1,0,0,0,0,0,0,0,127.1611715,37.68517995,100,9
다사72ba59ab,2,0,0,0,0,0,0,0,0,127.1897407,37.63343158,100,0
다사81ab55ab,3,0,0,0,0,0,0,0,0,127.2890115,37.59759696,100,0
다사77ab57aa,2,0,0,0,0,0,0,0,0,127.2436447,37.61328074,100,8
다사66ba67aa,2,0,0,0,0,0,0,0,0,127.1213852,37.70308556,100,8
다사82ba65ab,36,0,0,0,0,0,0,0,0,127.3029337,37.68775538,100,53
다사71ba58aa,25,0,0,0,0,0,0,0,0,127.1784557,37.62213457,100,34
다사67aa68aa,11,0,0,0,0,0,0,0,0,127.1270121,37.7121168,100,0
다사69ab55bb,10,0,0,0,0,0,0,0,0,127.1530535,37.60178235,100,0
다사81aa61ab,38,0,0,1,0,0,0,0,0,127.2860244,37.65167235,100,22
다사85bb62ab,6,0,0,0,0,0,0,0,0,127.339853,37.66077112,100,21
다사69aa63bb,11,0,0,0,0,0,0,0,0,127.1498831,37.67388029,,54
다사74bb60aa,5,0,0,0,0,0,0,0,0,127.2152154,37.64025589,100,14
다사76aa71ab,21,0,0,0,0,0,0,0,0,127.2290149,37.74168856,100,0
다사74ba53ba,1,10,0,0,3,0,0,0,0,127.2126072,37.58166203,100,2623
다사73ab61aa,5,0,0,0,0,0,0,0,0,127.198177,37.64922695,100,14
다사87ab62bb,2,0,0,0,0,0,0,0,0,127.3568511,37.66529968,100,0
다사82ab46aa,11,0,0,0,0,0,0,0,0,127.300562,37.51424155,100,17
다사69ab65aa,4,0,0,0,0,0,0,0,0,127.1526655,37.6851552,100,7
다사64bb67ab,0,0,0,0,0,0,0,0,0,127.1015211,37.70527343,,0
다사81ba47ab,3,0,0,0,0,0,0,0,0,127.292044,37.52549389,100,17
다사70bb69aa,4,0,0,0,0,0,0,0,0,127.1695175,37.7212569,100,75
다사76aa72ab,14,0,0,0,0,0,0,0,0,127.228982,37.75070175,100,40
다사84aa61ba,6,0,0,0,0,0,0,0,0,127.3200282,37.65398248,100,60
다사75bb54bb,24,0,0,0,0,0,0,0,0,127.2267232,37.59296243,100,7
다사80aa71bb,0,0,0,0,0,0,0,0,0,127.2744015,37.74629081,100,24
다사75ba54bb,32,0,0,0,0,0,0,0,0,127.2238913,37.59295584,100,14
다사72ba56aa,6,0,0,0,0,0,0,0,0,127.1898624,37.60413819,100,6
다사80bb74aa,5,0,0,0,0,0,0,4,0,127.2828553,37.76658651,100,18
다사82aa48bb,4,0,0,0,0,0,0,0,0,127.2976661,37.53902406,100,11
다사83ab59ab,29,0,0,0,0,0,0,0,0,127.3115769,37.63368905,100,0
다사73ba58ba,11,11,0,0,1,2,0,0,0,127.2011013,37.62670083,100,1189
다사82ab63ba,11,0,0,0,0,0,0,0,0,127.3001406,37.67197727,100,36
다사83aa62ba,0,0,0,1,0,0,0,0,0,127.3086683,37.66297801,,0
다사71aa58bb,14,0,0,0,0,0,0,0,0,127.1727602,37.62887899,100,0
다사85ba54bb,15,1,0,0,0,0,0,0,0,127.3371661,37.59316647,100,25
다사77ba57aa,0,0,0,0,0,0,0,0,0,127.2464774,37.61328686,100,15
다사81aa62aa,4,0,0,0,0,0,0,0,0,127.286005,37.65843237,100,320
다사80ab73bb,0,0,0,0,0,0,0,1,0,127.2771851,37.76432262,,0
다사84ba65ba,15,0,0,0,0,0,0,0,0,127.3256122,37.69004444,100,0
다사71bb64ba,9,0,0,0,0,0,0,0,0,127.1810382,37.68072868,100,7
다사83bb68aa,1,0,0,0,0,0,0,0,0,127.3170502,37.71256483,100,22
다사84ab63aa,12,0,0,0,0,0,0,0,0,127.3228303,37.66750683,,0
다사84ba65bb,23,0,0,0,0,0,0,0,0,127.3256069,37.69229777,100,17
다사81bb74ba,1,0,0,0,0,0,0,0,0,127.2941967,37.77111349,,0
다사70aa62bb,4,0,0,0,0,0,0,0,0,127.1612637,37.66490015,100,0
다사74ba72ba,27,0,0,0,0,0,0,0,0,127.2119461,37.75291466,100,27
다사66aa63bb,5,0,0,0,0,0,0,0,0,127.1158643,37.6737744,100,0
다사86ba62ab,18,0,0,0,0,0,0,0,0,127.3483564,37.66078236,100,21
다사68ba61ba,35,5,0,0,1,0,0,0,0,127.1443101,37.65358353,100,1520
다사70aa57ab,25,4,0,1,0,0,0,0,0,127.1614887,37.61532704,100,471
다사82aa46aa,16,0,0,0,0,0,0,0,0,127.2977331,37.51423674,100,25
다사71aa69aa,9,0,0,0,0,0,0,0,0,127.1723542,37.72126482,100,54
다사70ab56ba,10,14,0,1,2,0,0,0,0,127.1643518,37.60857512,100,1753
다사66aa61ab,1,2,0,1,0,0,0,0,0,127.1159804,37.65124136,100,1170
다사73ba55bb,18,0,0,0,0,0,0,0,0,127.2012005,37.60191407,100,46
다사84ba70ba,7,0,0,0,0,0,0,5,0,127.3255066,37.73511093,100,9
다사84ba67bb,12,0,0,0,0,0,0,0,0,127.3255647,37.7103244,100,39
다사81ab61ab,20,0,0,0,0,0,0,0,0,127.2888585,37.65167745,100,29
다사68ab61bb,0,0,0,0,0,0,0,0,0,127.1414651,37.65582826,100,207
다사75aa60aa,1,0,0,0,0,0,0,0,0,127.218049,37.6402627,,0
다사75bb59ba,0,0,0,0,0,0,0,0,0,127.2265665,37.63577603,,10
다사81bb46aa,7,0,0,0,0,0,0,0,0,127.2949042,37.51423186,,13
다사84aa59aa,18,0,0,0,0,0,0,0,0,127.3200825,37.63144897,100,30
다사81ab59ba,0,0,0,0,0,0,0,0,0,127.2889032,37.63590403,,0
다사82ab49ab,1,0,0,0,0,0,0,0,0,127.3004839,37.54353565,,0
다사80aa57ab,14,0,0,0,0,0,0,0,0,127.2747969,37.61559767,,17
다사81aa50aa,2,0,0,0,0,0,0,0,0,127.2863147,37.55027104,100,11
다사84aa59ab,18,0,0,0,0,0,0,0,0,127.3200771,37.63370232,100,39
다사84aa52ab,2,0,0,0,0,0,0,0,0,127.320229,37.57060806,100,22
다사70ab66bb,15,0,0,0,0,0,0,0,0,127.1639357,37.70096119,,16
다사85bb57ab,4,0,0,0,0,0,0,0,0,127.3399497,37.61570402,100,9
다사72ab56ba,3,0,0,0,0,0,0,0,0,127.1870112,37.60863739,100,20
다사75aa53ba,1,7,0,0,0,0,0,0,0,127.2182701,37.58167568,100,407
다사64ba64bb,0,0,0,0,0,0,0,0,0,127.0988065,37.68273094,,0
다사84ab54ba,3,0,0,0,0,0,0,0,0,127.323012,37.59089271,,21
다사74ba60ab,5,0,0,0,0,0,0,0,0,127.212373,37.64250235,100,90
다사83aa72ba,2,0,0,0,0,0,0,2,0,127.3084365,37.75311099,100,12
다사69ba67ba,4,0,0,0,0,0,0,0,0,127.1553965,37.70769652,100,0
다사83ab60ba,4,0,0,0,0,0,0,0,0,127.3115484,37.64495581,,0
다사84ab62bb,10,0,0,0,0,0,0,0,0,127.3228356,37.66525349,100,0
다사82aa58ba,13,0,0,0,0,0,0,0,0,127.2974281,37.62690552,,0
다사72ba57ab,22,0,0,0,0,0,0,0,0,127.1898156,37.61540489,100,82
다사84bb61ba,42,0,0,0,0,0,0,0,0,127.3285308,37.65399514,100,24
다사73ba60bb,18,0,0,0,0,0,0,0,0,127.20102,37.64698083,100,21
다사80ab59bb,12,0,0,0,0,0,0,0,0,127.2775625,37.63813655,100,9
다사67aa68bb,3,0,0,0,0,0,0,0,0,127.1269782,37.71887666,100,0
다사86aa65bb,15,0,0,0,0,0,0,0,0,127.3426208,37.6923217,,10
다사69ab64ba,10,0,0,0,0,0,0,0,0,127.1526865,37.68064859,100,21
다사69ba58ba,0,4,0,0,2,0,0,0,0,127.1557714,37.6265773,100,978
다사73bb69aa,6,1,0,1,0,0,0,0,0,127.2035582,37.72134741,100,453
다사83ba69aa,7,0,0,0,0,0,0,0,0,127.3141912,37.72157368,,184
다사83aa63ab,1,0,0,0,0,0,0,0,0,127.308651,37.66973803,100,34
다사75aa54bb,1,1,0,0,0,0,0,0,0,127.2182276,37.59294246,,27
다사72ab54bb,1,0,0,0,0,0,0,0,0,127.1870773,37.59286398,100,0
다사70aa56ba,6,2,1,3,0,0,0,0,0,127.1615193,37.60856703,100,292
다사82aa64ab,1,0,0,0,0,0,0,0,0,127.2972873,37.67873244,,18
다사76aa70bb,43,0,0,0,0,0,0,0,0,127.2290313,37.73718197,100,92
다사87ba65bb,11,0,0,0,0,0,0,0,0,127.3596347,37.69234318,100,14
다사81aa60ab,18,0,0,0,0,0,0,0,0,127.2860503,37.64265897,100,23
다사67ba71ba,4,0,0,0,0,0,0,0,0,127.1325289,37.74368057,100,0
다사76ba72ba,25,0,0,0,0,0,0,0,0,127.2346497,37.75296796,100,29
다사80bb61ba,50,0,0,0,0,0,0,0,0,127.2831838,37.65392051,100,49
다사83bb58bb,3,0,0,0,0,0,0,0,0,127.3172547,37.62919126,,0
다사66aa68aa,7,15,0,0,3,0,0,0,0,127.1156667,37.71208036,100,2455
다사74ab58ab,11,0,0,0,0,0,0,0,0,127.2096094,37.62446872,100,16
다사71ba57ba,19,0,0,0,0,0,0,0,0,127.1784751,37.6176279,100,49
다사74bb65ba,4,0,0,0,0,0,0,0,0,127.2150259,37.68982905,100,27
다사75bb54ab,0,0,0,0,0,0,0,0,0,127.2267397,37.58845572,100,0
다사70ba64ba,1,0,0,0,0,0,0,0,0,127.1668623,37.68068949,,0
다사69bb67bb,28,0,0,0,0,0,0,0,0,127.1582224,37.70995808,100,16
다사70ba63ba,12,1,0,0,0,0,0,0,0,127.1669026,37.67167624,100,13
다사77ba62aa,15,2,0,0,0,0,0,0,0,127.2463242,37.65835371,100,839
다사73ba55ab,1,0,0,0,0,0,0,0,0,127.2012185,37.59740737,,14
다사77ab53ab,10,0,0,0,0,0,0,0,0,127.2437607,37.57948038,100,16
다사73aa65aa,20,0,0,0,0,0,0,0,0,127.1951956,37.68527279,100,22
다사69ba67aa,8,0,0,0,0,0,0,0,0,127.1554174,37.70318993,100,0
다사73aa62aa,3,0,0,0,0,0,0,0,0,127.1953062,37.65823296,,0
다사67bb65ab,1,0,0,0,0,0,0,0,0,127.1356425,37.68735717,100,0
다사71aa69ab,5,0,0,0,0,0,0,0,0,127.1723443,37.72351811,,36
다사83bb65ab,41,0,0,0,0,0,0,0,0,127.3171111,37.68777822,100,28
다사82aa64bb,11,0,0,0,0,0,0,0,0,127.297275,37.6832391,100,78
다사74ba63aa,2,0,0,0,0,0,0,0,0,127.2122774,37.66728897,,0
다사82bb60bb,8,1,0,0,0,0,0,0,0,127.3058749,37.64719997,100,548
다사82aa65aa,2,0,0,0,0,0,0,0,0,127.2972689,37.68549243,,0
다사81aa58aa,1,0,0,0,0,0,0,0,0,127.2861084,37.62237882,,0
다사72aa58ba,7,0,0,0,0,0,0,0,0,127.1841025,37.62665655,100,6
다사73ab66ba,0,3,0,1,2,0,0,0,0,127.1979762,37.69879996,100,1319
다사77ab66aa,0,0,0,0,0,0,0,0,0,127.2433657,37.69440081,100,0
다사86aa63aa,8,0,0,0,0,0,0,0,0,127.3426732,37.66753497,100,13
다사86bb58bb,3,0,0,0,0,0,0,0,0,127.3512537,37.62923902,100,28
다사83ba61ba,8,2,0,0,0,0,0,0,0,127.3143598,37.65397369,100,34
다사79bb57ab,28,0,0,0,0,0,0,0,0,127.2719642,37.61559223,100,49
다사73aa63aa,1,0,0,0,0,0,0,0,0,127.1952694,37.66724625,,0
다사76ab65ab,0,0,0,0,0,0,0,0,0,127.2320472,37.68761562,,0
다사73bb56ab,8,0,0,0,0,0,0,0,0,127.2040148,37.6064279,,16
다사84ab52aa,6,0,0,1,0,0,0,0,0,127.3230654,37.56835896,100,19
다사75ab72aa,31,0,0,0,0,0,0,0,0,127.2204769,37.74842858,100,39
다사74ba65ba,13,11,0,0,2,0,0,0,0,127.2121904,37.68982217,100,1114
다사87ba59ba,1,0,0,0,0,0,0,0,0,127.3597408,37.6360095,,24
다사70aa67ba,14,0,0,0,0,0,0,0,0,127.1610689,37.70771297,,0
다사66ba60bb,3,1,0,1,0,2,1,0,0,127.1216713,37.64675305,100,831
다사73aa55bb,7,0,0,0,0,0,0,0,1,127.1955361,37.60189959,,16
다사83aa72aa,6,0,0,0,0,0,0,4,0,127.3084481,37.74860437,100,16
다사74ab68ba,8,0,0,0,0,0,0,0,0,127.2092492,37.71685493,100,0
다사85aa61ab,2,0,0,1,0,0,0,0,0,127.33137,37.65174588,100,27
다사69ba65aa,4,0,0,0,0,0,0,0,0,127.1555008,37.68516352,100,29
다사83ba65ab,41,0,0,0,0,0,0,0,0,127.3142756,37.68777379,100,25
다사70bb61aa,4,0,0,0,0,0,0,0,0,127.1698373,37.64915104,100,0
다사72aa59ba,14,0,0,0,0,0,0,0,0,127.1840644,37.63566987,100,50
다사76ba70ba,15,0,0,0,0,0,0,0,0,127.234714,37.73494157,100,6
다사84aa59bb,20,0,0,0,0,0,0,0,0,127.3200662,37.63820903,100,35
다사82aa62ba,26,0,0,0,0,0,0,0,0,127.2973302,37.66295908,100,494
다사85aa62bb,5,0,0,0,0,0,0,0,0,127.3313395,37.66526596,100,9
다사71ab57aa,6,0,0,0,0,0,0,0,1,127.1756619,37.61311348,100,19
다사74bb72ab,7,2,0,0,0,0,0,0,0,127.2147927,37.75066827,,0
다사76bb65aa,15,0,0,0,0,0,0,0,0,127.237726,37.68537505,100,71
다사80aa73aa,6,0,0,0,0,0,0,1,0,127.2743673,37.75755732,100,9
다사72bb64aa,15,0,0,0,0,0,0,0,0,127.1923975,37.67625217,100,14
다사71ba69ba,7,0,0,0,0,0,0,0,0,127.1780081,37.72578704,100,18
다사81ab60bb,25,0,0,0,0,0,0,0,0,127.2888713,37.64717076,100,0
다사72ba58ba,10,0,0,0,0,0,0,0,0,127.1897688,37.62667158,100,30
다사70ba65ab,2,0,0,0,0,0,0,0,0,127.1668321,37.68744941,,0
다사71aa69ba,10,0,0,0,0,0,0,0,0,127.1723343,37.72577141,,0
다사83ba68ba,2,0,0,0,0,0,0,0,0,127.3142025,37.71706704,100,0
다사75bb57bb,1,0,0,0,0,0,0,0,0,127.2266242,37.62000264,100,0
다사71ba63aa,13,0,0,0,0,0,0,0,0,127.1782614,37.66720109,100,0
다사75ab72ab,32,0,0,0,0,0,0,0,0,127.2204684,37.75068187,100,166
다사69ab60aa,12,1,0,0,0,0,0,0,0,127.1528754,37.64008894,100,14
다사83bb51aa,1,0,0,0,0,0,0,0,0,127.3174255,37.55933682,,0
다사79bb69ab,3,0,0,0,0,0,0,0,0,127.271633,37.72375225,100,7
다사82ba61bb,19,6,0,0,0,2,0,0,0,127.3030171,37.65620865,100,1944
다사74aa66aa,33,2,0,0,1,0,0,0,0,127.2065015,37.69431482,100,138
다사76aa52ba,0,0,0,0,0,0,0,0,0,127.2296284,37.57268872,,0
다사72bb63ba,5,0,0,0,0,0,0,0,0,127.1924161,37.67174554,,8
다사81ab50aa,1,0,0,0,0,0,0,0,0,127.2891449,37.55027613,100,19
다사82ab68bb,0,0,0,0,0,0,0,0,0,127.3000135,37.71929716,100,0
다사75bb68ab,1,0,0,0,0,0,0,0,0,127.2262769,37.71464236,100,0
다사74ab56ab,19,0,0,0,0,0,0,0,0,127.2096795,37.60644197,,14
다사65ba62ba,4,0,0,0,0,0,0,0,0,127.1102535,37.66248929,100,0
다사85aa55aa,4,0,0,0,0,0,0,0,0,127.3314972,37.59541189,100,10
다사83ba52aa,1,0,0,0,0,0,0,0,0,127.3145725,37.56834593,100,73
다사74bb56ab,7,0,0,0,0,0,0,0,0,127.2153443,37.60645577,100,15
다사68bb65ba,0,0,0,0,0,0,0,0,0,127.1469735,37.68964497,,0
다사72ba58ab,8,2,0,0,0,0,1,0,0,127.1897782,37.62441824,100,45
다사69bb63bb,8,0,0,0,0,0,0,0,0,127.1583878,37.67390523,100,0
다사86ba65aa,2,0,0,0,0,0,0,0,0,127.3483059,37.68556913,100,11
다사65aa66aa,1,0,0,0,0,0,0,0,0,127.1044171,37.69401655,,0
다사79aa58aa,0,0,0,0,0,0,0,0,0,127.2634446,37.62233556,,6
다사78aa62ab,3,6,0,0,1,0,0,0,0,127.2519854,37.6606191,100,1298
다사77bb53ab,0,0,0,0,0,0,0,0,0,127.2494234,37.57949254,,6
다사69bb60bb,1,0,0,0,0,0,0,0,0,127.1585117,37.64686545,100,7
다사83aa55ab,0,1,0,0,0,0,0,0,0,127.3088358,37.59763074,100,27
다사70ab67ba,26,3,0,0,1,0,0,0,0,127.1639051,37.70772108,100,798
다사87bb60bb,5,0,0,0,0,0,0,0,0,127.3625535,37.64727962,100,7
다사77ba54ab,1,0,0,0,0,0,0,0,0,127.2465615,37.58849994,,0
다사69bb64aa,5,0,0,0,0,0,0,0,0,127.1583775,37.67615854,,19
다사74aa56ab,1,0,0,0,0,0,0,0,0,127.2068472,37.60643497,,0
다사67aa71aa,6,0,0,0,0,0,0,0,0,127.1268764,37.73915619,100,9
다사81ba61bb,7,0,0,0,0,0,0,0,0,127.29168,37.65618918,100,271
다사66aa64aa,7,0,0,0,0,0,0,0,0,127.1158527,37.6760277,,14
다사67bb60bb,0,0,0,0,0,0,0,0,0,127.1358407,37.64679764,,0
다사83aa68aa,0,0,0,0,0,0,0,0,0,127.3085409,37.71255132,100,7
다사71ab65aa,3,0,0,0,0,0,0,0,0,127.1753482,37.68521982,100,0
다사73bb64ab,4,0,0,0,0,0,0,0,0,127.2037286,37.67853452,,0
다사76ba61ab,9,6,0,0,0,0,0,0,0,127.2350109,37.65156879,100,232
다사78ab56ab,12,0,0,0,0,0,0,0,0,127.2549974,37.60654475,100,16
다사86aa57bb,1,0,0,0,0,0,0,0,0,127.342773,37.62021455,100,9
다사82bb59aa,29,0,0,0,0,0,0,0,0,127.3059159,37.63142652,100,24
다사73bb61ab,0,0,0,0,0,0,0,0,0,127.203836,37.65149464,,6
다사69ba59aa,9,3,0,0,0,0,0,0,0,127.1557506,37.63108395,100,176
다사77bb63ab,0,14,0,0,0,0,0,0,0,127.2491206,37.66962643,100,1839
다사72bb62bb,1,0,0,0,0,0,0,0,0,127.192444,37.66498558,,0
다사82bb72aa,2,0,0,0,0,0,0,1,0,127.3056103,37.74859973,100,21
다사71bb64bb,7,0,0,0,0,0,0,0,0,127.1810285,37.68298199,,0
다사75ba54ba,17,7,0,0,1,1,0,0,0,127.2238997,37.59070249,,1128
다사65ab67ab,3,0,0,0,0,1,0,0,0,127.1071933,37.70529247,100,0
다사68aa60bb,5,1,0,0,0,0,0,0,0,127.1386746,37.64680636,100,324
다사73ab60ab,6,0,0,0,0,0,0,0,0,127.1982044,37.64246696,100,7
다사76ba65ba,18,0,0,0,0,0,0,0,0,127.2348746,37.68987535,100,50
다사72ab63ba,2,0,0,0,0,0,0,0,0,127.1867464,37.67173061,,0
다사77ab55aa,2,0,0,0,0,0,0,0,0,127.2437066,37.59525391,,0
다사83ab70ba,8,1,0,0,0,0,0,0,0,127.3113202,37.73508908,100,21
다사87ab60ab,8,0,0,0,0,0,0,0,0,127.3568943,37.64276617,100,17
다사74ab63ab,35,0,0,0,0,0,0,0,0,127.2094339,37.66953534,100,23
다사66ab60ba,2,7,0,0,0,0,1,0,0,127.118849,37.64449062,100,1282
다사65bb68aa,2,3,0,1,0,1,0,0,0,127.1128303,37.71207108,100,329
다사71bb62ab,5,1,0,0,0,0,0,0,0,127.181125,37.66044883,100,524
다사72ab63bb,0,0,0,0,0,0,0,0,0,127.186737,37.67398393,100,0
다사81ba60aa,18,1,0,0,0,0,0,0,0,127.2917241,37.64041576,100,42
다사71ba54ab,2,0,0,0,0,0,0,0,0,127.1786012,37.58833446,,0
다사72ab66bb,60,0,0,0,0,0,0,0,0,127.1866232,37.70102366,,7
다사83aa61ba,0,0,0,0,0,1,0,0,0,127.3086914,37.65396464,100,394
다사71ba63ab,5,0,0,0,0,0,0,0,0,127.1782517,37.6694544,100,22
다사81bb61ba,12,1,0,0,0,0,0,0,0,127.2945205,37.65394081,100,349
다사82aa67bb,2,0,0,0,0,0,0,0,0,127.2972014,37.71027903,100,19
다사73ab56ab,2,0,0,0,0,0,0,0,0,127.1983501,37.60641355,,23
다사74ba62ab,2,0,0,0,0,0,0,0,0,127.2123035,37.66052899,,9
다사82bb64ab,11,0,0,0,0,0,0,0,0,127.3057927,37.67874675,100,13
다사69aa64ba,7,0,0,0,0,0,0,0,0,127.1498513,37.68064021,100,25
다사70ba67ab,32,0,0,0,0,1,0,0,0,127.1667514,37.70547584,100,566
다사73ba59bb,5,0,0,0,0,0,0,0,0,127.2010562,37.63796751,,18
다사72ba69ab,22,2,1,0,1,0,0,0,0,127.1893651,37.72356419,100,522
다사88ba64ab,3,0,0,0,0,0,0,0,0,127.3710008,37.6788361,,0
다사73ab63ba,3,0,0,0,0,0,0,0,0,127.1980858,37.67176018,100,167
다사71ba58ba,2,0,0,0,0,0,0,0,0,127.1784363,37.62664124,100,7
다사70aa65ab,24,1,0,0,0,0,0,0,0,127.1611612,37.68743325,100,52
다사72bb72aa,2,0,0,0,0,0,0,0,0,127.1920993,37.74835786,100,0
다사74bb58ab,0,0,0,0,0,0,0,0,0,127.2152755,37.62448252,,9
다사74ab62aa,12,0,0,0,0,0,0,0,0,127.2094779,37.65826872,100,25
다사65aa62aa,2,0,0,0,0,0,0,0,0,127.1046084,37.65796382,,0
다사71aa63aa,6,2,0,0,0,0,0,0,0,127.1725921,37.66718549,100,0
다사87aa65bb,7,0,0,0,0,0,0,0,0,127.3539634,37.69233629,100,51
다사70bb66ab,3,0,0,0,0,0,0,0,0,127.1696275,37.69647061,,0
다사83aa62ab,2,0,0,0,0,0,0,0,0,127.3086741,37.66072467,,0
다사69aa67aa,4,0,0,0,0,0,0,0,0,127.1497454,37.70317322,100,16
다사85ab61aa,0,0,0,0,0,0,0,0,0,127.3342092,37.64949655,100,0
다사71ab57ab,5,0,0,0,0,0,0,0,0,127.1756521,37.61536681,100,0
다사84ba67ab,13,0,0,0,0,0,0,0,0,127.3255753,37.70581775,100,34
다사77aa61ba,8,1,0,0,0,0,0,0,0,127.2406712,37.65383472,100,754
다사75bb60aa,1,0,0,0,0,0,0,0,0,127.2265499,37.64028271,,0
다사76bb72ba,0,0,0,0,0,0,0,0,0,127.2374876,37.75297432,100,0
다사88bb63ba,5,1,0,0,0,0,0,0,0,127.3738474,37.67207913,100,6
다사83ab69ab,1,0,0,0,0,0,0,0,0,127.3113488,37.7238225,100,14
다사66ab62aa,3,10,0,0,1,0,0,0,0,127.1187799,37.65801047,,916
다사72ab64ba,5,0,0,0,0,0,0,0,0,127.1867085,37.68074388,100,0
다사74ba72ab,12,0,0,0,0,0,0,0,0,127.2119549,37.75066137,,0
다사67bb69aa,2,0,0,0,0,0,0,0,0,127.135477,37.72115656,,0
다사76ab61ba,0,0,0,0,0,0,0,0,0,127.2321687,37.65381572,100,0
다사76ba51ab,8,0,0,0,0,0,0,0,0,127.2353304,37.56143471,100,7
다사77ab55bb,15,0,0,0,0,0,0,0,0,127.2436834,37.60201398,100,18
다사71bb56ab,7,0,0,0,0,0,0,0,1,127.181356,37.60636889,,33
다사73ba57aa,1,0,0,0,0,0,0,0,0,127.2011554,37.61318079,100,15
다사74bb59ab,1,0,0,1,0,0,0,0,1,127.2152412,37.63349588,,6
다사82ab64aa,0,0,0,0,0,0,0,0,0,127.3001285,37.67648394,,0
다사81ab49ab,0,0,0,0,0,0,0,0,0,127.289164,37.54351598,100,0
다사83bb51bb,1,0,0,0,0,0,0,0,0,127.317409,37.56609696,100,13
다사64ab66bb,4,0,0,0,0,0,0,0,0,127.0958734,37.70074756,,0
다사82ab66ab,2,0,0,0,0,0,0,0,0,127.300074,37.69676392,,6
다사85aa67aa,2,0,0,0,0,0,0,0,0,127.3312527,37.70357267,100,16
다사76ba54bb,0,0,0,0,0,0,0,0,0,127.2352187,37.5929818,,0
다사85ab64bb,9,0,0,0,0,0,0,0,0,127.334134,37.6832967,100,0
다사76bb66aa,6,0,0,0,0,0,0,0,0,127.2376943,37.69438833,100,21
다사69bb56bb,1,30,0,0,2,0,0,0,0,127.1586766,37.61081221,100,2924
다사70ab65aa,22,0,0,0,0,0,0,0,0,127.1640068,37.68518806,,14
다사83bb69aa,23,0,0,0,0,0,0,0,0,127.317028,37.72157812,100,19
다사71ba56ba,0,0,0,0,0,0,0,0,1,127.1785139,37.60861455,100,0
다사84ab67ab,3,0,0,0,0,0,0,0,0,127.3227391,37.70581352,,42
다사82ab67bb,2,0,0,0,0,0,0,0,0,127.3000377,37.71028387,,0
다사73ba56ba,3,0,0,0,0,0,0,0,0,127.2011734,37.6086741,100,0
