연도,광역,시군구,시설명,사업자등록번호,시설군
2020,서울특별시,강남구,(의)가산의료재단 광동한방병원,120-82-02521,의료기관
2020,서울특별시,강남구,(의)미래의료재단리드림의원,211-82-13187,의료기관
2020,서울특별시,강남구,(의)성광의료재단 차움의원,211-82-17053,의료기관
2020,서울특별시,강남구,(의)성광의료재단차움건진의원(삼성동),220-82-06088,의료기관
2020,서울특별시,강남구,(재)성보문화재단,120-82-02268,실내주차장
2020,서울특별시,강남구,(주)블루스카이보습학원,120-86-77146,학원
2020,서울특별시,강남구,(주)엠디엠플러스,694-85-00817,실내주차장
2020,서울특별시,강남구,(주)와이케이동그라미 논현지점,291-85-01048,의료기관
2020,서울특별시,강남구,(주)제이씨엠,888-88-00053,목욕장
2020,서울특별시,강남구,(주)제이콘텐트리 엠엔비,216-81-10039,실내주차장
2020,서울특별시,강남구,(주)하이컨시,488-88-00381,학원
2020,서울특별시,강남구,(학)감리교신학원 MTU빌딩,220-82-07340,실내주차장
2020,서울특별시,강남구,1964BUILDING,125-85-66818,실내주차장
2020,서울특별시,강남구,3pop pc방,147-11-01298,PC영업시설
2020,서울특별시,강남구,3POP PC카페 대치점,707-04-00448,PC영업시설
2020,서울특별시,강남구,A STORE 일렉트로마트 논현점,206-86-50913,대규모점포
2020,서울특별시,강남구,BIEL106(비엘106오피스텔),513-82-77113,실내주차장
2020,서울특별시,강남구,BYC빌딩,220-81-27276,실내주차장
2020,서울특별시,강남구,CGV 강남점,104-81-45690,영화상영관
2020,서울특별시,강남구,CGV 압구정점(본관),104-81-45690,영화상영관
2020,서울특별시,강남구,CGV 압구정점(신관),104-81-45690,영화상영관
2020,서울특별시,강남구,CGV 청담 씨네시티점,104-81-45690,영화상영관
2020,서울특별시,강남구,e-그린PC방&푸드카페,148-36-00238,PC영업시설
2020,서울특별시,강남구,GKL행복(강남 코엑스 2호점 어린이집),172-80-01043,어린이집
2020,서울특별시,강남구,GKL행복어린이집,123-80-28190,어린이집
2020,서울특별시,강남구,GS타워,107-86-09325,실내주차장
2020,서울특별시,강남구,ICT Tower,214-86-32463,실내주차장
2020,서울특별시,강남구,KT&G타워(인삼공사),120-85-13067,실내주차장
2020,서울특별시,강남구,KT선릉타워,120-87-57657,실내주차장
2020,서울특별시,강남구,KT영동지사 호텔동,102-81-42945,실내주차장
2020,서울특별시,강남구,L&T렉서스,120-86-02062,실내주차장
2020,서울특별시,강남구,L7 HOTELS 강남타워,201-81-68693,실내주차장
2020,서울특별시,강남구,LG U+ 논현 IDC,107-86-09325,실내주차장
2020,서울특별시,강남구,LG전자 강남R&D센터,107-86-14075,실내주차장
2020,서울특별시,강남구,LG트윈텔1차,120-86-06016,실내주차장
2020,서울특별시,강남구,LG트윈텔2차,120-86-06016,실내주차장
2020,서울특별시,강남구,M&H산후조리원,211-90-89926,산후조리원
2020,서울특별시,강남구,M타워,210-02-23623,실내주차장
2020,서울특별시,강남구,PMK빌딩,220-07-61371,실내주차장
2020,서울특별시,강남구,Poba 강남타워,201-86-15022,실내주차장
2020,서울특별시,강남구,SB타워,211-85-14246,실내주차장
2020,서울특별시,강남구,SEI타워,220-85-41510,실내주차장
2020,서울특별시,강남구,SI타워,220-85-30594,실내주차장
2020,서울특별시,강남구,SRT수서역,305-86-31590,지하역사
2020,서울특별시,강남구,test,111-11-55555,PC영업시설
2020,서울특별시,강남구,URBAN BENCH(어반벤치빌딩),220-02-08099,실내주차장
2020,서울특별시,강남구,VPLEX,120-87-23856,실내주차장
2020,서울특별시,강남구,가리온빌딩,120-85-27955,실내주차장
2020,서울특별시,강남구,가온어린이집,120-80-12990,어린이집
2020,서울특별시,강남구,강남 뉴타운관리단(거평타운),211-82-13931,실내주차장
2020,서울특별시,강남구,강남 더샵라르고,117-81-06882,실내주차장
2020,서울특별시,강남구,강남 디와이비최선어학원,120-86-24881,학원
2020,서울특별시,강남구,강남 지웰파인즈,134-86-22387,실내주차장
2020,서울특별시,강남구,"강남 지웰홈스(A,B동)",120-85-48339,실내주차장
2020,서울특별시,강남구,강남 파르테논어학원,120-90-91242,학원
2020,서울특별시,강남구,강남 푸르지오시티 1차 오피스텔,105-81-75033,실내주차장
2020,서울특별시,강남구,강남 푸르지오시티 2차,109-81-81895,실내주차장
2020,서울특별시,강남구,강남 힐스어린이집,120-80-14886,어린이집
2020,서울특별시,강남구,강남358타워,120-87-23856,실내주차장
2020,서울특별시,강남구,강남N타워,378-85-00953,실내주차장
2020,서울특별시,강남구,강남YMCA,211-82-06065,실내주차장
2020,서울특별시,강남구,강남구 민자유치 논현3호주차장,108-81-94683,실내주차장
2020,서울특별시,강남구,강남구 제4호 민자유치주차장(청담솔주차장),105-86-66427,실내주차장
2020,서울특별시,강남구,강남구립 행복요양병원,120-82-11700,실내주차장
2020,서울특별시,강남구,강남구민회관,211-82-12704,실내주차장
2020,서울특별시,강남구,강남구청 직장어린이집,671-80-00347,어린이집
2020,서울특별시,강남구,강남구청역 에스케이허브블루,211-82-15389,실내주차장
2020,서울특별시,강남구,강남구청역 에스케이허브블루,211-82-15389,PC영업시설
2020,서울특별시,강남구,강남구청역(7호선),218-82-00999,지하역사
2020,서울특별시,강남구,강남구청역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,강남구치매지원센터 공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,강남금융센터,107-86-00872,실내주차장
2020,서울특별시,강남구,강남대성학원,214-86-15862,학원
2020,서울특별시,강남구,강남대성학원,214-86-15862,실내주차장
2020,서울특별시,강남구,강남동산어린이집,815-80-00893,어린이집
2020,서울특별시,강남구,강남드림하이 오피스텔,210-82-83133,실내주차장
2020,서울특별시,강남구,강남라이즈어학원(라이즈역삼),220-88-84811,학원
2020,서울특별시,강남구,강남리더스프라자,141-04-27860,실내주차장
2020,서울특별시,강남구,강남베드로병원,127-96-76749,의료기관
2020,서울특별시,강남구,강남상가(강남시장),211-88-42175,대규모점포
2020,서울특별시,강남구,강남서머힐어린이집,220-80-01551,어린이집
2020,서울특별시,강남구,강남세브란스병원,213-82-00602,장례식장
2020,서울특별시,강남구,강남세브란스병원,213-82-00602,의료기관
2020,서울특별시,강남구,강남세브란스병원,213-82-00602,실내주차장
2020,서울특별시,강남구,강남아이트라움어린이집,213-80-03037,어린이집
2020,서울특별시,강남구,강남에이스타워G9고객지원센터,310-85-21326,실내주차장
2020,서울특별시,강남구,강남역 센트럴푸르지오시티,233-82-61466,실내주차장
2020,서울특별시,강남구,강남역 쉐르빌,132-82-93398,실내주차장
2020,서울특별시,강남구,강남역 와이즈플레이스,135-82-93887,실내주차장
2020,서울특별시,강남구,강남역 지하도상가,206-82-04293,지하도상가
2020,서울특별시,강남구,강남역(2호선),114-82-01319,지하역사
2020,서울특별시,강남구,강남역(신분당선),129-81-85411,지하역사
2020,서울특별시,강남구,강남역두산위브센티움,412-82-65051,실내주차장
2020,서울특별시,강남구,강남우체국,107-82-07334,실내주차장
2020,서울특별시,강남구,강남유탑유블레스,135-81-72022,실내주차장
2020,서울특별시,강남구,강남종로학원(이과),255-85-00010,학원
2020,서울특별시,강남구,강남지인병원,109-16-97666,의료기관
2020,서울특별시,강남구,강남청솔신관학원,116-85-47383,학원
2020,서울특별시,강남구,강남파라곤,211-82-63649,실내주차장
2020,서울특별시,강남구,강남패밀리호텔,211-88-57488,실내주차장
2020,서울특별시,강남구,강남하이퍼학원,220-81-51631,학원
2020,서울특별시,강남구,강남하이퍼학원,220-85-24205,학원
2020,서울특별시,강남구,강남힐스테이트에코,128-81-14645,실내주차장
2020,서울특별시,강남구,강대마이맥,296-88-01461,학원
2020,서울특별시,강남구,개념폴리아학원,120-85-42558,학원
2020,서울특별시,강남구,개포PSA어학원,120-85-14784,학원
2020,서울특별시,강남구,개포동공원 공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,개포동역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,갤러리아백화점 명품관(동관),211-85-07124,실내주차장
2020,서울특별시,강남구,건설회관,211-81-32251,실내주차장
2020,서울특별시,강남구,게이트압구정어학학원,211-85-52425,학원
2020,서울특별시,강남구,게임이너스 강남역점,399-34-00282,PC영업시설
2020,서울특별시,강남구,게임이너스 강남이스포츠점,704-85-00773,PC영업시설
2020,서울특별시,강남구,게임이너스 강남점,220-09-88603,PC영업시설
2020,서울특별시,강남구,게임이너스 양재점,620-68-00288,PC영업시설
2020,서울특별시,강남구,경원하이츠텔,105-81-36914,실내주차장
2020,서울특별시,강남구,골드로즈사우나,216-02-26346,목욕장
2020,서울특별시,강남구,골든타워,102-81-23496,실내주차장
2020,서울특별시,강남구,공무원연금관리공단(상록회관),220-82-00935,실내주차장
2020,서울특별시,강남구,광림교회,211-82-01473,실내주차장
2020,서울특별시,강남구,광림교회 사회봉사관,211-82-01473,실내주차장
2020,서울특별시,강남구,광혜병원,120-91-33216,의료기관
2020,서울특별시,강남구,구룡역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,국가무형문화재전수교육관,203-82-02904,실내주차장
2020,서울특별시,강남구,국립어린이청소년도서관,220-83-00233,도서관
2020,서울특별시,강남구,국민건강보험공단 서울요양원,120-82-67825,노인요양시설
2020,서울특별시,강남구,국민연금 강남회관,211-82-11909,실내주차장
2020,서울특별시,강남구,군인공제회관,220-85-37525,실내주차장
2020,서울특별시,강남구,궁산후조리원 강남본원지점,478-85-00758,산후조리원
2020,서울특별시,강남구,그랜드인터컨티넨탈호텔 서울 파르나스,120-81-01336,실내주차장
2020,서울특별시,강남구,그랜드인터컨티넨탈호텔 서울 파르나스,120-81-01336,대규모점포
2020,서울특별시,강남구,글라스타워,220-10-61217,실내주차장
2020,서울특별시,강남구,글라스타워,213-09-92531,실내주차장
2020,서울특별시,강남구,글로벌세아빌딩,120-86-06641,실내주차장
2020,서울특별시,강남구,금강쇼핑센타(금강상가),211-85-37690,대규모점포
2020,서울특별시,강남구,금강타워,120-86-72855,실내주차장
2020,서울특별시,강남구,금하빌딩,120-81-18138,실내주차장
2020,서울특별시,강남구,기아자동차 압구정사옥,119-81-02316,실내주차장
2020,서울특별시,강남구,기존컨벤션센터(전시동),120-82-00071,실내주차장
2020,서울특별시,강남구,긱스타 피씨 까페,704-13-00892,PC영업시설
2020,서울특별시,강남구,김영편입강남단과캠퍼스학원,220-85-44235,학원
2020,서울특별시,강남구,나누리병원,211-90-31399,의료기관
2020,서울특별시,강남구,남경센터,120-03-76620,실내주차장
2020,서울특별시,강남구,남서울종합상가,120-82-65977,대규모점포
2020,서울특별시,강남구,네이처포엠,211-80-04345,실내주차장
2020,서울특별시,강남구,노벨빌딩,120-06-16996,실내주차장
2020,서울특별시,강남구,노보텔앰배서더강남,220-81-01562,실내주차장
2020,서울특별시,강남구,노블케어요양병원,260-90-00753,의료기관
2020,서울특별시,강남구,논현로얄팰리스,211-80-04379,실내주차장
2020,서울특별시,강남구,논현어린이집,211-80-01237,어린이집
2020,서울특별시,강남구,논현역(7호선),218-82-00999,지하역사
2020,서울특별시,강남구,논현웰스톤,211-82-62034,실내주차장
2020,서울특별시,강남구,논현초등학교 공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,농협은행빌딩(두산빌딩),211-85-67821,실내주차장
2020,서울특별시,강남구,누네안과병원,120-11-03516,의료기관
2020,서울특별시,강남구,뉴서울빌딩,211-81-44403,실내주차장
2020,서울특별시,강남구,느루요양병원,755-25-00457,의료기관
2020,서울특별시,강남구,다봉타워빌딩,120-05-66617,실내주차장
2020,서울특별시,강남구,담소유병원,211-10-27573,의료기관
2020,서울특별시,강남구,대륭강남타워,134-81-23061,실내주차장
2020,서울특별시,강남구,대모산입구역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,대왕초등학교 공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,대우디오빌플러스,220-82-61591,실내주차장
2020,서울특별시,강남구,대우아이빌힐타운,211-10-67347,실내주차장
2020,서울특별시,강남구,대웅 리틀베어 어린이집,120-80-11370,어린이집
2020,서울특별시,강남구,대윤빌딩,120-87-80541,실내주차장
2020,서울특별시,강남구,대청역(3호선),114-82-01319,지하역사
2020,서울특별시,강남구,대청웰빙사우나,120-09-80859,목욕장
2020,서울특별시,강남구,대청타워,120-80-02153,실내주차장
2020,서울특별시,강남구,대치1관정상어학원,130-81-42974,학원
2020,서울특별시,강남구,대치2관정상어학원,130-81-42974,학원
2020,서울특별시,강남구,대치2단지 상가,120-05-42901,대규모점포
2020,서울특별시,강남구,대치2문화센터공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,대치2차 아이파크 오피스,626-86-01071,실내주차장
2020,서울특별시,강남구,대치대우아이빌4차,120-82-65040,실내주차장
2020,서울특별시,강남구,대치삼보어학원,120-12-05433,학원
2020,서울특별시,강남구,대치어린이집,801-80-00138,어린이집
2020,서울특별시,강남구,대치역(3호선),114-82-01319,지하역사
2020,서울특별시,강남구,대치이엠프라자,215-87-38297,실내주차장
2020,서울특별시,강남구,대치종합상가(리치몬드산업㈜),120-81-14675,대규모점포
2020,서울특별시,강남구,대치클래시아,401-82-70909,실내주차장
2020,서울특별시,강남구,대치퍼스트빌딩,120-82-66054,실내주차장
2020,서울특별시,강남구,대한성서공회 역삼회관,220-82-04038,실내주차장
2020,서울특별시,강남구,대한해운빌딩,282-30-00273,실내주차장
2020,서울특별시,강남구,대화빌딩,120-81-10738,실내주차장
2020,서울특별시,강남구,더시그넘하우스너싱홈,214-88-18387,실내주차장
2020,서울특별시,강남구,더시그넘하우스너싱홈,214-88-18387,노인요양시설
2020,서울특별시,강남구,덕명빌딩,120-04-63739,실내주차장
2020,서울특별시,강남구,데님관광호텔,120-11-56518,실내주차장
2020,서울특별시,강남구,도곡SK리더스스뷰,220-80-04577,실내주차장
2020,서울특별시,강남구,도곡렉슬상가,220-80-04198,실내주차장
2020,서울특별시,강남구,도곡스타클래스,204-82-79560,실내주차장
2020,서울특별시,강남구,도곡어린이집,220-80-04295,어린이집
2020,서울특별시,강남구,도곡역(3호선),114-82-01319,지하역사
2020,서울특별시,강남구,도곡역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,도곡초등학교 공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,도곡푸르지오102동,220-80-04640,실내주차장
2020,서울특별시,강남구,도화타워,211-81-08009,실내주차장
2020,서울특별시,강남구,동부금융센터,120-81-82402,실내주차장
2020,서울특별시,강남구,동성빌딩,120-81-05666,실내주차장
2020,서울특별시,강남구,동신빌딩,213-81-46692,실내주차장
2020,서울특별시,강남구,동양빌딩,120-05-64282,실내주차장
2020,서울특별시,강남구,동원빌딩,120-81-19364,실내주차장
2020,서울특별시,강남구,동원어린이집,852-80-00607,어린이집
2020,서울특별시,강남구,동일타워,217-81-18072,실내주차장
2020,서울특별시,강남구,동하빌딩,120-81-80234,실내주차장
2020,서울특별시,강남구,동화상가,211-85-01305,대규모점포
2020,서울특별시,강남구,동훈타워,220-81-19209,실내주차장
2020,서울특별시,강남구,두꺼비빌딩,220-82-60933,실내주차장
2020,서울특별시,강남구,두원빌딩,211-85-43789,실내주차장
2020,서울특별시,강남구,라이언타워,229-81-12687,실내주차장
2020,서울특별시,강남구,라트학원,220-85-34644,학원
2020,서울특별시,강남구,라파메디앙스정형외과의원,217-96-04965,의료기관
2020,서울특별시,강남구,랜드마크타워,120-86-06016,실내주차장
2020,서울특별시,강남구,러셀바른공부자습전용관학원,818-85-00048,학원
2020,서울특별시,강남구,레몬PC방,656-11-00449,PC영업시설
2020,서울특별시,강남구,레베쌍트빌딩,120-05-36563,실내주차장
2020,서울특별시,강남구,로즈데일빌딩,120-85-49094,실내주차장
2020,서울특별시,강남구,로즈성형외과의원,211-09-48010,의료기관
2020,서울특별시,강남구,롯데골드로즈Ⅱ,120-80-05368,실내주차장
2020,서울특별시,강남구,롯데백화점 강남점,120-85-15973,실내주차장
2020,서울특별시,강남구,롯데백화점 강남점,120-85-15973,대규모점포
2020,서울특별시,강남구,롯데시네마 브로드웨이,211-88-28950,영화상영관
2020,서울특별시,강남구,루첸타워,104-86-15925,실내주차장
2020,서울특별시,강남구,르메르디앙서울호텔,220-85-02235,실내주차장
2020,서울특별시,강남구,리더스헬스케어 영상의학과의원,220-07-52299,의료기관
2020,서울특별시,강남구,리얼피씨방,351-08-01198,PC영업시설
2020,서울특별시,강남구,마디병원,211-90-43667,의료기관
2020,서울특별시,강남구,마젤란21아스테리움,120-82-63149,실내주차장
2020,서울특별시,강남구,매드렉스병원,112-90-44296,의료기관
2020,서울특별시,강남구,매봉역(3호선),114-82-01319,지하역사
2020,서울특별시,강남구,머큐어엠베서더강남호텔,211-81-61213,실내주차장
2020,서울특별시,강남구,메가박스 강남대로(씨티),220-04-13636,영화상영관
2020,서울특별시,강남구,메가박스 코엑스점,120-85-14877,영화상영관
2020,서울특별시,강남구,메가엠디강남N캠퍼스학원,220-85-38354,학원
2020,서울특별시,강남구,메가엠디강남에스(S)캠퍼스학원,220-85-38806,학원
2020,서울특별시,강남구,메가엠디강남피이이티(PEET)종합반전용관학원,220-85-38368,학원
2020,서울특별시,강남구,메드렉스병원,211-90-70728,의료기관
2020,서울특별시,강남구,메디톡스빌딩,219-81-04744,실내주차장
2020,서울특별시,강남구,메리츠화재(강남사옥),116-81-03752,실내주차장
2020,서울특별시,강남구,메트라이프타워,220-02-46939,실내주차장
2020,서울특별시,강남구,메트로칸오피스텔(빌딩),120-82-67223,실내주차장
2020,서울특별시,강남구,모커리한방병원,106-90-31331,의료기관
2020,서울특별시,강남구,목련어린이집,213-80-03473,어린이집
2020,서울특별시,강남구,무역센터 꿈나무 어린이집,120-80-07522,어린이집
2020,서울특별시,강남구,무역회관(트레이드타워),120-82-00071,실내주차장
2020,서울특별시,강남구,미래영재학원,105-87-43324,학원
2020,서울특별시,강남구,미래와희망산부인과의원,211-90-07434,의료기관
2020,서울특별시,강남구,미림타워,220-04-94513,실내주차장
2020,서울특별시,강남구,미즈메디의원,120-96-02722,의료기관
2020,서울특별시,강남구,바디프랜드 도곡타워,106-86-49737,실내주차장
2020,서울특별시,강남구,바른빌딩,114-81-83764,실내주차장
2020,서울특별시,강남구,반트pc,811-51-00135,PC영업시설
2020,서울특별시,강남구,반트타워팰리스,213-85-14451,실내주차장
2020,서울특별시,강남구,배강빌딩,211-86-30296,실내주차장
2020,서울특별시,강남구,백상기업㈜ 성지하이츠1,125-82-93497,실내주차장
2020,서울특별시,강남구,베네치아PC방,120-12-26122,PC영업시설
2020,서울특별시,강남구,보람어린이집,120-80-07269,어린이집
2020,서울특별시,강남구,보전빌딩,211-77-77800,실내주차장
2020,서울특별시,강남구,본솔빌딩,214-81-47092,실내주차장
2020,서울특별시,강남구,봉은문화센타(오앤제이),206-86-76572,실내주차장
2020,서울특별시,강남구,뷰성형외과의원,220-08-86777,의료기관
2020,서울특별시,강남구,브라운스톤 레전드,120-82-65341,실내주차장
2020,서울특별시,강남구,비에비스나무병원,211-10-54459,의료기관
2020,서울특별시,강남구,비원PC방,306-19-64433,PC영업시설
2020,서울특별시,강남구,비젼타워,107-81-73782,실내주차장
2020,서울특별시,강남구,비티엠서비스(디마크빌딩),120-82-65263,실내주차장
2020,서울특별시,강남구,빅토리아빌딩,220-82-63492,실내주차장
2020,서울특별시,강남구,사이룩스서관(CYLUX빌딩),120-82-63120,실내주차장
2020,서울특별시,강남구,사조빌딩,120-85-29012,실내주차장
2020,서울특별시,강남구,산후조리원 궁 삼성점(삼성산후조리원),120-87-79796,산후조리원
2020,서울특별시,강남구,삼동흥산빌딩(삼성동사업소),120-81-15510,실내주차장
2020,서울특별시,강남구,삼성1문화센터(공영주차장),211-82-12704,실내주차장
2020,서울특별시,강남구,삼성SDS멀티캠퍼스,208-81-13302,실내주차장
2020,서울특별시,강남구,삼성디지털프라자 대치점,617-81-17517,실내주차장
2020,서울특별시,강남구,삼성빌딩,120-04-67017,실내주차장
2020,서울특별시,강남구,삼성생명 대치타워,120-85-23416,실내주차장
2020,서울특별시,강남구,삼성생명 삼성동빌딩,107-87-72470,실내주차장
2020,서울특별시,강남구,삼성생명 일원역빌딩,120-85-18876,실내주차장
2020,서울특별시,강남구,삼성생명㈜ 대치2빌딩,120-85-44459,실내주차장
2020,서울특별시,강남구,삼성생명㈜ 역삼동빌딩 (젠스타서비스),220-85-37146,실내주차장
2020,서울특별시,강남구,삼성서울병원,213-82-05096,장례식장
2020,서울특별시,강남구,삼성서울병원,213-82-05096,의료기관
2020,서울특별시,강남구,삼성서울병원,213-82-05096,실내주차장
2020,서울특별시,강남구,삼성서울병원 어린이집,213-82-06377,어린이집
2020,서울특별시,강남구,삼성애니텔,220-82-62834,실내주차장
2020,서울특별시,강남구,삼성어린이집,120-80-06799,어린이집
2020,서울특별시,강남구,삼성역(2호선),114-82-01319,지하역사
2020,서울특별시,강남구,삼성제일빌딩,208-81-13302,실내주차장
2020,서울특별시,강남구,삼성파이낸스빌딩,584-85-00316,실내주차장
2020,서울특별시,강남구,삼성화재 역삼사옥,330-85-00311,실내주차장
2020,서울특별시,강남구,삼원가든,827-87-01161,실내주차장
2020,서울특별시,강남구,삼원타워,220-81-09924,실내주차장
2020,서울특별시,강남구,삼익악기빌딩,211-85-18465,실내주차장
2020,서울특별시,강남구,삼일프라자오피스텔,220-82-61039,실내주차장
2020,서울특별시,강남구,삼정빌딩,220-88-45249,실내주차장
2020,서울특별시,강남구,삼환아르누보 2차,120-80-05581,실내주차장
2020,서울특별시,강남구,삼환아르누보 오피스텔,211-87-05305,실내주차장
2020,서울특별시,강남구,삼환아르누보3차,211-87-05305,실내주차장
2020,서울특별시,강남구,삼흥빌딩,220-81-25017,실내주차장
2020,서울특별시,강남구,상경빌딩,220-81-09943,실내주차장
2020,서울특별시,강남구,새롬빌딩,220-03-62315,실내주차장
2020,서울특별시,강남구,새마을금고중앙회,109-82-04731,실내주차장
2020,서울특별시,강남구,샹제리제빌딩 ㈜풍원개발,120-82-64565,실내주차장
2020,서울특별시,강남구,서경빌딩,120-06-18000,실내주차장
2020,서울특별시,강남구,서브원 JS타워,120-07-84958,실내주차장
2020,서울특별시,강남구,서브원 LF 서관,211-87-87724,실내주차장
2020,서울특별시,강남구,서우빌딩,108-81-27506,실내주차장
2020,서울특별시,강남구,서울논현동우체국,107-82-07334,실내주차장
2020,서울특별시,강남구,서울대학교병원 강남의원,220-82-05721,의료기관
2020,서울특별시,강남구,서울메트로 봉은사역(9호선),698-87-00598,지하역사
2020,서울특별시,강남구,서울메트로 삼성중앙역(9호선),698-87-00598,지하역사
2020,서울특별시,강남구,서울메트로 선정릉역(9호선),698-87-00598,지하역사
2020,서울특별시,강남구,서울메트로 언주역(9호선),698-87-00598,지하역사
2020,서울특별시,강남구,서울밝은세상안과의원,604-96-07259,의료기관
2020,서울특별시,강남구,서울본브릿지병원,130-94-19911,실내주차장
2020,서울특별시,강남구,서울본브릿지병원,130-94-19911,의료기관
2020,서울특별시,강남구,서울산업진흥원(SETEC 전시장),102-82-09623,전시시설
2020,서울특별시,강남구,서울산업진흥원(본부 컨벤션),102-82-09623,전시시설
2020,서울특별시,강남구,서울아카데미학원,781-91-00335,학원
2020,서울특별시,강남구,서울제이에스병원,204-92-59715,의료기관
2020,서울특별시,강남구,서울종합예술학교,114-82-06202,실내주차장
2020,서울특별시,강남구,서울주택도시공사 으뜸어린이집,120-82-64982,어린이집
2020,서울특별시,강남구,서울주택도시공사(Sh공사),218-82-00136,실내주차장
2020,서울특별시,강남구,서울특별시 서울의료원 강남분원,120-82-10021,장례식장
2020,서울특별시,강남구,서울특별시 서울의료원 강남분원,120-82-10021,의료기관
2020,서울특별시,강남구,서희스타힐스오피스텔,211-87-71936,실내주차장
2020,서울특별시,강남구,석탑프라자,120-82-60410,실내주차장
2020,서울특별시,강남구,선릉대우디오빌3차,130-82-89506,실내주차장
2020,서울특별시,강남구,선릉삼성어린이집,120-80-05484,어린이집
2020,서울특별시,강남구,선릉역(2호선),114-82-01319,지하역사
2020,서울특별시,강남구,선릉역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,선릉이스타빌,220-80-04790,실내주차장
2020,서울특별시,강남구,선릉힐링스파,120-87-90831,목욕장
2020,서울특별시,강남구,선우어린이집,213-89-03461,어린이집
2020,서울특별시,강남구,선재어린이집,120-82-03520,어린이집
2020,서울특별시,강남구,선정릉역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,선혜어린이집,772-80-01241,어린이집
2020,서울특별시,강남구,섬유센타(한국섬유산업연합회),120-82-00576,실내주차장
2020,서울특별시,강남구,성담빌딩,120-81-24756,실내주차장
2020,서울특별시,강남구,성아어린이집,220-80-08404,어린이집
2020,서울특별시,강남구,성원빌딩,120-85-01601,실내주차장
2020,서울특별시,강남구,성지하이츠2차오피스텔,220-82-05696,실내주차장
2020,서울특별시,강남구,성지하이츠3,220-82-64512,실내주차장
2020,서울특별시,강남구,성호빌딩,120-81-02034,실내주차장
2020,서울특별시,강남구,세곡교회,120-82-62043,실내주차장
2020,서울특별시,강남구,세곡나비어린이집,120-80-14057,어린이집
2020,서울특별시,강남구,세곡햇빛어린이집,120-80-14076,어린이집
2020,서울특별시,강남구,세신빌딩,211-85-34524,실내주차장
2020,서울특별시,강남구,세아별어린이집,582-80-00066,어린이집
2020,서울특별시,강남구,세아빌딩,114-81-56118,실내주차장
2020,서울특별시,강남구,세아아인스빌딩,120-86-75599,실내주차장
2020,서울특별시,강남구,세양APEX오피스텔,211-82-62000,실내주차장
2020,서울특별시,강남구,세인트파크 산후조리원,120-87-30231,산후조리원
2020,서울특별시,강남구,세한아이디씨(주),211-86-77710,실내주차장
2020,서울특별시,강남구,세한아이디씨(주),211-86-77710,대규모점포
2020,서울특별시,강남구,소람한방병원,117-90-09125,의료기관
2020,서울특별시,강남구,송암빌딩,211-81-19831,실내주차장
2020,서울특별시,강남구,수서1-2단지종합상가,213-10-24418,대규모점포
2020,서울특별시,강남구,수서빌딩,120-85-42543,실내주차장
2020,서울특별시,강남구,수서역(3호선),114-82-01319,지하역사
2020,서울특별시,강남구,수서역(분당선),314-82-10024,지하역사
2020,서울특별시,강남구,수서타워,120-82-62612,실내주차장
2020,서울특별시,강남구,수서현대벤쳐빌,120-82-61592,실내주차장
2020,서울특별시,강남구,숨마투스학원 선릉예체능전문관,859-85-00471,학원
2020,서울특별시,강남구,시대인재 앤(N)학원,488-88-00381,학원
2020,서울특별시,강남구,신구초등학교 공영주차장,211-82-12704,실내주차장
2020,서울특별시,강남구,신논현역(9호선),214-88-11521,지하역사
2020,서울특별시,강남구,신사어린이집,211-80-02070,어린이집
2020,서울특별시,강남구,신사역(3호선),114-82-01319,지하역사
2020,서울특별시,강남구,신세계 SSG푸드마켓,206-86-50913,대규모점포
2020,서울특별시,강남구,신세계 SSG푸드마켓,206-86-50913,실내주차장
2020,서울특별시,강남구,신세계백화점(분더샵 청담A),201-81-32195,대규모점포
2020,서울특별시,강남구,신세계스타수퍼 도곡점,206-86-50913,대규모점포
2020,서울특별시,강남구,신안빌딩,120-06-63183,실내주차장
2020,서울특별시,강남구,신영빌딩,102-81-19099,실내주차장
2020,서울특별시,강남구,신원아침도시마인상가,211-82-64046,대규모점포
2020,서울특별시,강남구,신일빌딩,120-81-33328,실내주차장
2020,서울특별시,강남구,신한마리오어린이집,220-80-08535,어린이집
2020,서울특별시,강남구,싹(SAC)타워,120-11-06298,실내주차장
2020,서울특별시,강남구,쌍용플래티넘밸류,220-82-64905,실내주차장
2020,서울특별시,강남구,씨게이트압구정어학학원,752-85-00428,학원
2020,서울특별시,강남구,씨씨엘씨어학원(CCLC어학원),120-87-80240,학원
2020,서울특별시,강남구,씨엠에스대치직영센터학원,120-85-32915,학원
