"id","nm","adr","x","y","park_lot"
2798,"","서울특별시 동대문구 장안동 294-13번지",127.0688135,37.57280202,13
2799,"효성빌라트","서울특별시 동대문구 장안동 294-2번지",127.069078,37.5731255,9
2800,"","서울특별시 동대문구 장안동 294-5번지",127.069228,37.57305262,6
2801,"","서울특별시 동대문구 장안동 294-6번지",127.0693867,37.57304108,6
2802,"","서울특별시 동대문구 장안동 294-7번지",127.0695841,37.57311169,2
2803,"","서울특별시 동대문구 장안동 294-8번지",127.0695781,37.57302232,1
2804,"두리빌딩","서울특별시 동대문구 장안동 295-1번지",127.0699072,37.57300302,36
2805,"공감대 오피스텔","서울특별시 동대문구 장안동 295-3번지",127.0702125,37.57298104,33
2806,"","서울특별시 동대문구 장안동 295-4번지",127.0704963,37.57301231,3
2807,"화성빌딩","서울특별시 동대문구 장안동 295-5번지",127.0704128,37.57269746,36
2808,"","서울특별시 동대문구 장안동 298-10번지",127.0708072,37.57568637,3
2809,"","서울특별시 동대문구 장안동 298-14번지",127.0707073,37.57551136,4
2810,"은천노인종합복지관","서울특별시 동대문구 장안동 298-21번지",127.0709607,37.57551941,7
2811,"","서울특별시 동대문구 장안동 298-22번지",127.0710607,37.57544124,4
2812,"더트라움 에이동","서울특별시 동대문구 장안동 298-23번지",127.0709915,37.57631182,8
2813,".","서울특별시 동대문구 장안동 298-2번지",127.0708327,37.57631894,2
2814,"더트라움비동","서울특별시 동대문구 장안동 298-3번지",127.071139,37.57628344,7
2815,"청솔타운","서울특별시 동대문구 장안동 298-5번지",127.0710289,37.57594113,24
2816,"","서울특별시 동대문구 장안동 298-8번지",127.0706766,37.57585493,5
2817,"장안공원 지하주차장","서울특별시 동대문구 장안동 300번지",127.0714104,37.57739564,163
2818,"","서울특별시 동대문구 장안동 301-1번지",127.0715607,37.57857594,7
2819,"","서울특별시 동대문구 장안동 301-2번지",127.0717187,37.57846187,4
2820,"","서울특별시 동대문구 장안동 302-1번지",127.0717431,37.57663788,7
2821,"장안동 파크뷰아파트","서울특별시 동대문구 장안동 302-2번지",127.0714481,37.57653463,19
2822,"","서울특별시 동대문구 장안동 304-2번지",127.0716785,37.57570801,6
2823,"","서울특별시 동대문구 장안동 304-4번지",127.0714401,37.57544065,4
2824,"","서울특별시 동대문구 장안동 304-8번지",127.0714095,37.57600451,6
2825,"","서울특별시 동대문구 장안동 305-2번지",127.0716176,37.57485426,14
2826,"","서울특별시 동대문구 장안동 305-3번지",127.0716014,37.57462506,7
2827,"","서울특별시 동대문구 장안동 305-5번지",127.0712946,37.57434107,3
2828,"","서울특별시 동대문구 장안동 305-9번지",127.0712887,37.575209,4
2829,"그린 빌","서울특별시 동대문구 장안동 306-10번지",127.0712775,37.57411772,23
2830,"장안트윈아파트2","서울특별시 동대문구 장안동 306-13번지",127.0712427,37.57363833,13
2831,"","서울특별시 동대문구 장안동 306-1번지",127.0715672,37.57413629,7
2832,"","서울특별시 동대문구 장안동 306-3번지",127.071476,37.57346483,61
2833,"코리아병원","서울특별시 동대문구 장안동 306-4번지",127.0714982,37.57321245,17
2834,"","서울특별시 동대문구 장안동 306-5번지",127.0712162,37.57322767,9
2835,"","서울특별시 동대문구 장안동 306-7번지",127.0712338,37.5735112,9
2836,"","서울특별시 동대문구 장안동 306-8번지",127.0712546,37.57380581,13
2837,"장안엘리시아","서울특별시 동대문구 장안동 306-9번지",127.0712651,37.57395204,22
2838,"J빌딩","서울특별시 동대문구 장안동 307-1번지",127.0708432,37.57295949,27
2839,"더 하이드 파크","서울특별시 동대문구 장안동 307-2번지",127.0710591,37.57292962,26
2840,"한성빌딩","서울특별시 동대문구 장안동 307-3번지",127.0713917,37.57290203,18
2841,"","서울특별시 동대문구 장안동 307-4번지",127.0711825,37.57276422,11
2842,"","서울특별시 동대문구 장안동 307-5번지",127.0710197,37.57264655,4
2843,"","서울특별시 동대문구 장안동 308-1번지",127.0721729,37.57285308,11
2844,"","서울특별시 동대문구 장안동 308-2번지",127.072321,37.57269045,8
2845,"기륭빌딩","서울특별시 동대문구 장안동 308-3번지",127.0724441,37.57254036,11
2846,"","서울특별시 동대문구 장안동 308-4번지",127.0726578,37.57253672,12
2847,"","서울특별시 동대문구 장안동 308-8번지",127.0727184,37.57283653,4
2848,"","서울특별시 동대문구 장안동 308-9번지",127.0726395,37.57272531,4
2849,"","서울특별시 동대문구 장안동 309-10번지",127.0721487,37.57315962,12
2850,"원우빌딩","서울특별시 동대문구 장안동 309-1번지",127.0722049,37.57403526,49
2851,"정성빌딩","서울특별시 동대문구 장안동 309-2번지",127.0721873,37.57378822,13
2852,"","서울특별시 동대문구 장안동 309-3번지",127.0721586,37.57337972,17
2853,"","서울특별시 동대문구 장안동 309-4번지",127.0724368,37.57307835,5
2854,"SM 해그린아파트","서울특별시 동대문구 장안동 309-6번지",127.0723945,37.5736024,23
2855,"브이티스타일","서울특별시 동대문구 장안동 309-7번지",127.0724957,37.5739075,90
2856,"장안동 아인리베 아파트 101동","서울특별시 동대문구 장안동 310-14번지",127.0725399,37.57452673,27
2857,"","서울특별시 동대문구 장안동 310-3번지",127.072249,37.57466296,9
2858,"대흥빌딩","서울특별시 동대문구 장안동 310-4번지",127.0722297,37.57438798,14
2859,"장안동 아인리베 아파트 101동","서울특별시 동대문구 장안동 310-5번지",127.072526,37.57434825,21
2860,"","서울특별시 동대문구 장안동 310-7번지",127.0725601,37.57481855,1
2861,"","서울특별시 동대문구 장안동 310-8번지",127.0725753,37.5750418,40
2862,"","서울특별시 동대문구 장안동 311-1번지",127.0723573,37.57619836,11
2863,"대한빌딩","서울특별시 동대문구 장안동 311-3번지",127.0723261,37.57576275,22
2864,"","서울특별시 동대문구 장안동 311-4번지",127.0723051,37.57546742,13
2865,"장안동의료시설","서울특별시 동대문구 장안동 311-5번지",127.0726054,37.57547913,33
2866,"화성 아파트","서울특별시 동대문구 장안동 311-6번지",127.0726285,37.57579059,23
2867,"","서울특별시 동대문구 장안동 312-10번지",127.0726646,37.5774047,5
2868,"","서울특별시 동대문구 장안동 312-12번지",127.0724017,37.57683165,5
2869,"","서울특별시 동대문구 장안동 312-3번지",127.0723922,37.57669533,5
2870,"","서울특별시 동대문구 장안동 312-4번지",127.0723839,37.57657884,5
2871,"","서울특별시 동대문구 장안동 312-6번지",127.0726838,37.57657009,3
2872,"SM 이로빌 아파트","서울특별시 동대문구 장안동 312-7번지",127.0727,37.57679758,24
2873,"태솔에버빌","서울특별시 동대문구 장안동 312-8번지",127.072724,37.57714013,30
2874,"ks빌딩","서울특별시 동대문구 장안동 313-3번지",127.0725077,37.57827488,25
2875,"","서울특별시 동대문구 장안동 313-5번지",127.0724809,37.57791982,4
2876,"장안동신부파스카아파트","서울특별시 동대문구 장안동 313-7번지",127.0727676,37.577718,33
2877,"르.메이에르장안타운7차","서울특별시 동대문구 장안동 313-8번지",127.0727985,37.5781437,59
2878,"","서울특별시 동대문구 장안동 314-15번지",127.0737621,37.57902959,3
2879,"","서울특별시 동대문구 장안동 314-5번지",127.0738074,37.5789255,2
2880,"대덕운수","서울특별시 동대문구 장안동 314-8번지",127.0732004,37.57865188,11
2881,"장안파크빌Ⅱ","서울특별시 동대문구 장안동 315-17번지",127.0742141,37.57902309,7
2882,"","서울특별시 동대문구 장안동 315-18번지",127.0750612,37.57959405,5
2883,"","서울특별시 동대문구 장안동 315-1번지",127.0740097,37.57921576,26
2884,"","서울특별시 동대문구 장안동 315-2번지",127.074254,37.57930138,14
2885,"시네마모텔","서울특별시 동대문구 장안동 315-3번지",127.0744734,37.57935683,5
2886,"영파워빌","서울특별시 동대문구 장안동 315-8번지",127.074743,37.57918547,8
2887,"블루빌","서울특별시 동대문구 장안동 315-9번지",127.0745925,37.57913268,12
2888,"","서울특별시 동대문구 장안동 316-12번지",127.0755655,37.57940443,4
2889,"","서울특별시 동대문구 장안동 316-13번지",127.0755385,37.57950428,5
2890,"","서울특별시 동대문구 장안동 316-14번지",127.0755124,37.57960449,5
2891,"원영빌딩","서울특별시 동대문구 장안동 316-15번지",127.0757687,37.57978939,15
2892,"라인빌","서울특별시 동대문구 장안동 316-16번지",127.0757481,37.57953244,10
2893,"행복한집 두영 예가","서울특별시 동대문구 장안동 316-18번지",127.0757868,37.57938168,3
2894,"","서울특별시 동대문구 장안동 316-19번지",127.0758057,37.57927841,4
2895,"GOTEX","서울특별시 동대문구 장안동 316-1번지",127.0753949,37.57974133,13
2896,"","서울특별시 동대문구 장안동 316-20번지",127.0758171,37.57917515,3
2897,"정원 유치원","서울특별시 동대문구 장안동 316-21번지",127.075835,37.57902882,4
2898,"EZ빌딩","서울특별시 동대문구 장안동 316-22번지",127.0758548,37.57888239,3
2899,"두리철강","서울특별시 동대문구 장안동 316-25번지",127.0759409,37.57943762,1
2900,"","서울특별시 동대문구 장안동 316-27번지",127.0759615,37.57932183,4
2901,"","서울특별시 동대문구 장안동 316-4번지",127.0753872,37.57939923,3
2902,"J-타워","서울특별시 동대문구 장안동 316-6번지",127.0754556,37.57898014,17
2903,"베스트빌","서울특별시 동대문구 장안동 316-7번지",127.075639,37.57888226,6
2904,"","서울특별시 동대문구 장안동 317-12번지",127.0749649,37.57885845,5
2905,"","서울특별시 동대문구 장안동 317-15번지",127.0751338,37.57909342,10
2906,"","서울특별시 동대문구 장안동 317-2번지",127.0743273,37.57864109,5
2907,"","서울특별시 동대문구 장안동 317-3번지",127.0743394,37.57851016,4
2908,"동성골드리버","서울특별시 동대문구 장안동 317-4번지",127.0745579,37.57872888,32
2909,"","서울특별시 동대문구 장안동 317-5번지",127.07478,37.5786572,3
2910,"","서울특별시 동대문구 장안동 317-7번지",127.0750155,37.57874003,5
2911,"","서울특별시 동대문구 장안동 318-10번지",127.0739843,37.57859751,4
2912,"","서울특별시 동대문구 장안동 318-18번지",127.0738011,37.57826525,11
2913,"후암빌딩","서울특별시 동대문구 장안동 318-1번지",127.073793,37.57859962,5
2914,"","서울특별시 동대문구 장안동 318-2번지",127.0738119,37.57844049,8
2915,"","서울특별시 동대문구 장안동 319-11번지",127.0735247,37.57815028,2
2916,"","서울특별시 동대문구 장안동 319-12번지",127.0735179,37.5780282,2
2917,"","서울특별시 동대문구 장안동 319-14번지",127.0735296,37.57826605,2
2918,"","서울특별시 동대문구 장안동 319-16번지",127.0735084,37.57790603,2
2919,"장안동 신부파스카 아파트","서울특별시 동대문구 장안동 319-2번지",127.0731425,37.57769984,25
2920,"장안동 신부파스카아파트","서울특별시 동대문구 장안동 319-3번지",127.0733421,37.57763277,8
2921,"","서울특별시 동대문구 장안동 319-4번지",127.0734854,37.57762809,5
2922,"","서울특별시 동대문구 장안동 319-5번지",127.0734321,37.57779489,5
2923,"U-포그니","서울특별시 동대문구 장안동 319-6번지",127.0731744,37.57802985,24
2924,"","서울특별시 동대문구 장안동 319-9번지",127.0735123,37.57854258,3
2925,"","서울특별시 동대문구 장안동 320-10번지",127.0734822,37.5773795,8
2926,"","서울특별시 동대문구 장안동 320-19번지",127.0731847,37.57741248,4
2927,"","서울특별시 동대문구 장안동 320-1번지",127.0730508,37.57740608,3
2928,"","서울특별시 동대문구 장안동 320-20번지",127.0731781,37.57729239,2
2929,"","서울특별시 동대문구 장안동 320-29번지",127.0731188,37.5764117,4
2930,"동화시티빌","서울특별시 동대문구 장안동 320-9번지",127.0733626,37.57738399,7
2931,"삼성리치캐슬","서울특별시 동대문구 장안동 321-10번지",127.0732874,37.57560358,42
2932,"","서울특별시 동대문구 장안동 321-4번지",127.0730215,37.5758454,8
2933,"현진빌딩","서울특별시 동대문구 장안동 321-9번지",127.0730613,37.57538604,8
2934,"서울장평초등학교","서울특별시 동대문구 장안동 323번지",127.0733037,37.57354723,22
2935,"","서울특별시 동대문구 장안동 324-11번지",127.0738516,37.5743722,2
2936,"웰빙프라자","서울특별시 동대문구 장안동 324-1번지",127.073808,37.57469974,40
2937,"","서울특별시 동대문구 장안동 324-8번지",127.0738454,37.57424553,3
2938,"","서울특별시 동대문구 장안동 324-9번지",127.0738666,37.57448203,2
2939,"삼성그린아파트","서울특별시 동대문구 장안동 326-10번지",127.0738701,37.57536347,34
2940,"이제이빌딩","서울특별시 동대문구 장안동 326-13번지",127.073971,37.57551783,4
2941,"콘체르토","서울특별시 동대문구 장안동 326-2번지",127.0736451,37.5760426,29
2942,"하우젠캐슬","서울특별시 동대문구 장안동 326-5번지",127.0738941,37.57569457,11
2943,"삼환파크빌","서울특별시 동대문구 장안동 327-11번지",127.0740114,37.57737151,12
2944,"삼화에코빌8차","서울특별시 동대문구 장안동 327-6번지",127.0736787,37.57652019,7
2945,"현대캐슬","서울특별시 동대문구 장안동 327-8번지",127.0738703,37.57643259,10
2946,"장안동 정은스카이빌아파트 101동","서울특별시 동대문구 장안동 327번지",127.0738679,37.57691624,124
2947,"","서울특별시 동대문구 장안동 328번지",127.0753238,37.57788776,56
2948,"장안 힐스테이트","서울특별시 동대문구 장안동 329-2번지",127.0753501,37.57596458,1002
2949,"장안지구대","서울특별시 동대문구 장안동 329-5번지",127.0743651,37.57678375,3
2950,"","서울특별시 동대문구 장안동 330-2번지",127.0730556,37.57250674,13
2951,"국민은행 장안동지점","서울특별시 동대문구 장안동 330-3번지",127.0735185,37.57247275,11
2952,"","서울특별시 동대문구 장안동 330-9번지",127.073015,37.57283914,2
2953,"","서울특별시 동대문구 장안동 331-10번지",127.0748066,37.57264404,7
2954,"","서울특별시 동대문구 장안동 331-11번지",127.074612,37.57265812,2
2955,"","서울특별시 동대문구 장안동 331-12번지",127.074435,37.57267067,8
2956,"장안동 근린생활시설","서울특별시 동대문구 장안동 331-1번지",127.07404,37.57269975,5
2957,"","서울특별시 동대문구 장안동 331-2번지",127.0740679,37.57243412,10
2958,"","서울특별시 동대문구 장안동 331-3번지",127.0743978,37.57241256,10
2959,"정은아파트","서울특별시 동대문구 장안동 332-2번지",127.0760569,37.57255467,39
2960,"","서울특별시 동대문구 장안동 332-5번지",127.0764939,37.57236824,64
2961,"","서울특별시 동대문구 장안동 332-6번지",127.0759192,37.57231149,49
2962,"J.S빌딩","서울특별시 동대문구 장안동 332-7번지",127.0755373,37.57233939,21
2963,"카리스빌","서울특별시 동대문구 장안동 332-8번지",127.0757034,37.57263526,8
2964,"해피스톤","서울특별시 동대문구 장안동 332-9번지",127.0757393,37.57253577,4
2965,"","서울특별시 동대문구 장안동 333-4번지",127.0763587,37.57150139,36
2966,"삼현 팰리체 아파트","서울특별시 동대문구 장안동 333-5번지",127.0759624,37.57152949,18
2967,"태솔아파트5차","서울특별시 동대문구 장안동 334-3번지",127.0751991,37.5718383,31
2968,"공감대 4차 아파트","서울특별시 동대문구 장안동 334-5번지",127.0755404,37.57156427,31
2969,"우성2차아파트","서울특별시 동대문구 장안동 334-6번지",127.0750857,37.57159645,34
2970,"태솔아파트4차","서울특별시 동대문구 장안동 335-10번지",127.0729901,37.57174202,72
2971,"","서울특별시 동대문구 장안동 335-1번지",127.0729812,37.57200655,9
2972,"","서울특별시 동대문구 장안동 335-2번지",127.0732888,37.57198519,10
2973,"","서울특별시 동대문구 장안동 335-3번지",127.073555,37.57196475,8
2974,"","서울특별시 동대문구 장안동 335-5번지",127.0739221,37.57193848,8
2975,"젬스톤 힐즈","서울특별시 동대문구 장안동 335-7번지",127.0739202,37.57167368,31
2976,"르.메이에르 장안타운 5차","서울특별시 동대문구 장안동 335-8번지",127.0736408,37.57169386,47
2977,"리더스빌딩","서울특별시 동대문구 장안동 337-11번지",127.0740538,37.57130608,12
2978,"","서울특별시 동대문구 장안동 337-15번지",127.0737257,37.57072623,5
2979,"","서울특별시 동대문구 장안동 337-17번지",127.0739973,37.57120665,4
2980,"","서울특별시 동대문구 장안동 337-19번지",127.073639,37.570575,13
2981,"마하나임","서울특별시 동대문구 장안동 337-1번지",127.0737232,37.57141153,36
2982,"HS빌딩","서울특별시 동대문구 장안동 337-22번지",127.0738515,37.57138604,6
2983,"월튼파크뷰2차","서울특별시 동대문구 장안동 337-2번지",127.0736238,37.57112732,45
2984,"르.메이에르 장안타운 3차","서울특별시 동대문구 장안동 337-3번지",127.0735227,37.57094935,59
2985,".","서울특별시 동대문구 장안동 337-8번지",127.0735625,37.5704408,6
2986,"더시즌","서울특별시 동대문구 장안동 337-9번지",127.0737964,37.5708498,44
2987,"대명이튼캐슬Ⅱ","서울특별시 동대문구 장안동 338-11번지",127.0725336,37.56920735,24
2988,"","서울특별시 동대문구 장안동 338-13번지",127.0727311,37.56968061,7
2989,"","서울특별시 동대문구 장안동 338-19번지",127.0728521,37.56963954,7
2990,"","서울특별시 동대문구 장안동 338-2번지",127.0732457,37.56989896,6
2991,"","서울특별시 동대문구 장안동 338-8번지",127.0729814,37.56941628,8
2992,"","서울특별시 동대문구 장안동 338-9번지",127.0729086,37.56928794,5
2993,"엘림하우스","서울특별시 동대문구 장안동 339-15번지",127.0726272,37.56870507,24
2994,"축제빌딩","서울특별시 동대문구 장안동 339-19번지",127.0720828,37.56784658,4
2995,"","서울특별시 동대문구 장안동 339-20번지",127.0721524,37.56796114,5
2996,"","서울특별시 동대문구 장안동 339-21번지",127.0721993,37.56805302,1
2997,"","서울특별시 동대문구 장안동 339-24번지",127.0723718,37.56839331,1
2998,"하우징365","서울특별시 동대문구 장안동 339-2번지",127.0722238,37.56877965,8
2999,"","서울특별시 동대문구 장안동 339-4번지",127.0721017,37.56856421,5
3000,"","서울특별시 동대문구 장안동 339-5번지",127.0720393,37.56845388,1
3001,"솔향기어린이집","서울특별시 동대문구 장안동 339-6번지",127.071978,37.56834597,2
3002,"네오빌","서울특별시 동대문구 장안동 339-7번지",127.07193,37.56812193,25
3003,"장안주차타워","서울특별시 동대문구 장안동 339-8번지",127.071761,37.5678475,56
3004,"","서울특별시 동대문구 장안동 340-1번지",127.0715909,37.56917314,2
3005,"골든빌라","서울특별시 동대문구 장안동 340-2번지",127.071751,37.56911664,5
3006,"","서울특별시 동대문구 장안동 340-3번지",127.0719447,37.56907454,2
3007,"렉스빌","서울특별시 동대문구 장안동 341-11번지",127.0723432,37.56942046,10
3008,"","서울특별시 동대문구 장안동 341-14번지",127.0720598,37.56923818,2
3009,"","서울특별시 동대문구 장안동 341-16번지",127.0722841,37.56963538,5
3010,"","서울특별시 동대문구 장안동 341-17번지",127.0723409,37.569735,5
3011,"덕산맨션","서울특별시 동대문구 장안동 341-18번지",127.072397,37.5698338,5
3012,"","서울특별시 동대문구 장안동 341-19번지",127.0724498,37.56992711,10
3013,"","서울특별시 동대문구 장안동 341-22번지",127.0722406,37.56992535,5
3014,"","서울특별시 동대문구 장안동 341-23번지",127.0720901,37.56997824,10
3015,"","서울특별시 동대문구 장안동 341-24번지",127.0720039,37.56985756,4
3016,"삼성파크빌9차","서울특별시 동대문구 장안동 341-32번지",127.0721539,37.56980359,8
3017,"","서울특별시 동대문구 장안동 341-34번지",127.0719476,37.5697583,5
3018,"","서울특별시 동대문구 장안동 341-3번지",127.0726155,37.57021677,4
3019,"","서울특별시 동대문구 장안동 341-5번지",127.0727071,37.5700621,1
3020,"샤인빌딩","서울특별시 동대문구 장안동 341-6번지",127.0726541,37.56996789,2
3021,"","서울특별시 동대문구 장안동 341-7번지",127.0726003,37.5698735,3
3022,"","서울특별시 동대문구 장안동 341-9번지",127.0724665,37.56963788,4
3023,"르.메이에르 장안타운Ⅱ","서울특별시 동대문구 장안동 342-11번지",127.0729414,37.57065626,45
3024,"광남캐스빌아파트","서울특별시 동대문구 장안동 342-13번지",127.0731718,37.57106264,65
3025,"","서울특별시 동대문구 장안동 342-14번지",127.0733712,37.57139517,10
3026,"봄","서울특별시 동대문구 장안동 342-1번지",127.0731227,37.57146055,3
3027,"월튼파크뷰","서울특별시 동대문구 장안동 342-21번지",127.0729595,37.5713692,31
3028,"장안동 어린이도서관","서울특별시 동대문구 장안동 342-23번지",127.0732606,37.57121909,6
3029,"주빌리11차","서울특별시 동대문구 장안동 342-2번지",127.0728911,37.57124869,63
3030,"르.메이에르 장안타운 6차","서울특별시 동대문구 장안동 342-3번지",127.0727394,37.57098101,95
3031,"프라하임 장안2차","서울특별시 동대문구 장안동 342-7번지",127.0725689,37.57051025,54
3032,"","서울특별시 동대문구 장안동 344-10번지",127.0723084,37.57085595,2
3033,"우정아파트 A","서울특별시 동대문구 장안동 344-11번지",127.0724411,37.57106688,8
3034,"르.메이에르 장안타운 1","서울특별시 동대문구 장안동 344-1번지",127.0722023,37.57124821,73
3035,"다우하임","서울특별시 동대문구 장안동 344-2번지",127.0720206,37.57112426,39
3036,"선일크라시아","서울특별시 동대문구 장안동 344-5번지",127.0722514,37.57095806,33
3037,"우정아파트 B","서울특별시 동대문구 장안동 344-6번지",127.072514,37.5711954,8
3038,"","서울특별시 동대문구 장안동 344-7번지",127.0721986,37.57068149,17
3039,"태솔타운","서울특별시 동대문구 장안동 344-8번지",127.0719505,37.57100086,18
3040,"삼우빌딩","서울특별시 동대문구 장안동 344-9번지",127.0718267,37.57084318,7
3041,"코지언 레지던스","서울특별시 동대문구 장안동 345-10번지",127.0715236,37.57024807,18
3042,"","서울특별시 동대문구 장안동 345-17번지",127.0714151,37.57005659,9
3043,"어반슈필라움","서울특별시 동대문구 장안동 345-1번지",127.0715965,37.57042994,41
3044,"","서울특별시 동대문구 장안동 345-2번지",127.0717512,37.57049264,5
3045,"우석타운2","서울특별시 동대문구 장안동 345-3번지",127.0719266,37.57033441,4
3046,"","서울특별시 동대문구 장안동 345-6번지",127.0715273,37.56962882,4
3047,"장안동 썬앤빌 시그니처","서울특별시 동대문구 장안동 345-7번지",127.0712161,37.56970622,128
3048,"선경이노블아파트","서울특별시 동대문구 장안동 346-11번지",127.0707867,37.5688071,12
3049,"다온빌","서울특별시 동대문구 장안동 346-17번지",127.0712207,37.56913499,4
3050,"","서울특별시 동대문구 장안동 346-18번지",127.0712671,37.56898008,8
3051,"리움펠리체","서울특별시 동대문구 장안동 346-19번지",127.0710896,37.56892324,8
3052,"태솔아파트3차","서울특별시 동대문구 장안동 346-1번지",127.0709749,37.56925893,89
3053,"광진아트빌12차","서울특별시 동대문구 장안동 346-21번지",127.0708564,37.56841738,32
3054,"","서울특별시 동대문구 장안동 346-28번지",127.0705877,37.56849881,8
3055,"태솔아파트2차","서울특별시 동대문구 장안동 346-2번지",127.0707857,37.56896631,48
3056,"","서울특별시 동대문구 장안동 346-4번지",127.0705915,37.56882812,6
3057,"세림빌딩","서울특별시 동대문구 장안동 346-5번지",127.0705247,37.56872455,6
3058,"","서울특별시 동대문구 장안동 346-9번지",127.0706451,37.56858762,23
3059,"","서울특별시 동대문구 장안동 347-6번지",127.070815,37.56806025,3
3060,"정은스카이빌201동","서울특별시 동대문구 장안동 347-8번지",127.0706622,37.56787519,124
3061,"","서울특별시 동대문구 장안동 349-10번지",127.0719811,37.56714603,6
3062,"모던하우스","서울특별시 동대문구 장안동 349-12번지",127.0719307,37.56746303,15
3063,"유림빌딩","서울특별시 동대문구 장안동 349-16번지",127.0720629,37.56729086,5
3064,"","서울특별시 동대문구 장안동 349-17번지",127.0722247,37.56764458,3
3065,"","서울특별시 동대문구 장안동 349-19번지",127.0711924,37.56704767,4
3066,"빅키빌딩","서울특별시 동대문구 장안동 349-1번지",127.0717263,37.56755055,3
3067,"","서울특별시 동대문구 장안동 349-20번지",127.0713557,37.56697107,1
3068,"","서울특별시 동대문구 장안동 349-22번지",127.0721157,37.56741714,6
3069,"","서울특별시 동대문구 장안동 349-24번지",127.0718911,37.56699489,6
3070,"자인빌리지","서울특별시 동대문구 장안동 349-25번지",127.0712562,37.56686716,8
3071,"자인빌리지","서울특별시 동대문구 장안동 349-26번지",127.0711661,37.56675819,7
3072,"자인빌리지","서울특별시 동대문구 장안동 349-27번지",127.0710158,37.56682595,7
3073,"한원 힐트리움","서울특별시 동대문구 장안동 349-3번지",127.0717052,37.56740019,5
3074,"","서울특별시 동대문구 장안동 349-5번지",127.0712658,37.56714511,4
3075,"자인빌리지","서울특별시 동대문구 장안동 349-6번지",127.0711002,37.56694393,8
3076,"화성빌딩","서울특별시 동대문구 장안동 349-7번지",127.0714955,37.56668123,22
3077,"SM 이로빌 아파트","서울특별시 동대문구 장안동 350-11번지",127.0704668,37.56731218,23
3078,"","서울특별시 동대문구 장안동 350-13번지",127.0712018,37.56747149,5
3079,"경재하이빌","서울특별시 동대문구 장안동 350-1번지",127.0704384,37.56753835,8
3080,"","서울특별시 동대문구 장안동 350-3번지",127.0707638,37.56752293,3
3081,"","서울특별시 동대문구 장안동 350-4번지",127.0710089,37.56750584,5
3082,"현대 리노빌 아파트 103동","서울특별시 동대문구 장안동 350-5번지",127.0709507,37.5673109,23
3083,"현대리노빌아파트  102동","서울특별시 동대문구 장안동 350-6번지",127.0708171,37.56712727,18
3084,"현대리노빌아파트  101동","서울특별시 동대문구 장안동 350-7번지",127.0708015,37.56692528,19
3085,"","서울특별시 동대문구 장안동 350-9번지",127.070459,37.56706541,3
3086,"","서울특별시 동대문구 장안동 351-11번지",127.0697177,37.56669752,6
3087,"","서울특별시 동대문구 장안동 351-2번지",127.0700312,37.56752976,4
3088,"","서울특별시 동대문구 장안동 351-3번지",127.0701789,37.56749958,6
3089,"에메랄드 아파트","서울특별시 동대문구 장안동 351-5번지",127.0697727,37.5669558,28
3090,"장안1동 자치회관(문화센터)","서울특별시 동대문구 장안동 351-9번지",127.0694652,37.56698932,7
3091,"래미안 장안아파트","서울특별시 동대문구 장안동 354-2번지",127.0724269,37.56644523,693
3092,"SM이로빌3차","서울특별시 동대문구 장안동 358-18번지",127.0719365,37.56464615,24
3093,"ADT캡스제2빌딩","서울특별시 동대문구 장안동 358-19번지",127.0716483,37.56475454,12
3094,"","서울특별시 동대문구 장안동 358-26번지",127.0706691,37.56504696,2
3095,"","서울특별시 동대문구 장안동 358-2번지",127.0711495,37.56523858,2
3096,"자이리버빌","서울특별시 동대문구 장안동 358-7번지",127.0719951,37.56492056,8
3097,"","서울특별시 동대문구 장안동 358-8번지",127.0721375,37.56486695,2
3098,"","서울특별시 동대문구 장안동 359-11번지",127.0692734,37.56555766,5
3099,"","서울특별시 동대문구 장안동 359-12번지",127.0693378,37.56566628,1
3100,"","서울특별시 동대문구 장안동 359-13번지",127.0693975,37.56576211,1
3101,"","서울특별시 동대문구 장안동 359-16번지",127.0706282,37.56550036,4
3102,"","서울특별시 동대문구 장안동 359-17번지",127.0705635,37.5653876,1
3103,"","서울특별시 동대문구 장안동 359-1번지",127.06951,37.56594189,4
3104,"","서울특별시 동대문구 장안동 359-6번지",127.0704278,37.56528875,6
3105,"장안SM드림빌","서울특별시 동대문구 장안동 360-2번지",127.0691678,37.56591289,28
3106,"","서울특별시 동대문구 장안동 360-3번지",127.0689588,37.56569128,2
3107,"제이슨아파트","서울특별시 동대문구 장안동 360-7번지",127.0689744,37.56603131,15
3108,"WOONG JIN TOWER","서울특별시 동대문구 장안동 361-1번지",127.0682606,37.56633842,6
3109,"","서울특별시 동대문구 장안동 361-2번지",127.0685142,37.56624286,5
3110,"삼정빌딩","서울특별시 동대문구 장안동 361-3번지",127.0683225,37.56595826,6
3111,"","서울특별시 동대문구 장안동 361-4번지",127.0681134,37.5661192,14
3112,"","서울특별시 동대문구 장안동 361-6번지",127.0684297,37.56610767,4
3113,"","서울특별시 동대문구 장안동 362-1번지",127.068587,37.56684027,23
3114,"SM 해그린 아파트","서울특별시 동대문구 장안동 362-7번지",127.0691819,37.566345,24
3115,"장한평 성당","서울특별시 동대문구 장안동 362-8번지",127.0688152,37.56653217,20
3116,"정암아파트","서울특별시 동대문구 장안동 363-11번지",127.0693564,37.56746015,12
3117,"","서울특별시 동대문구 장안동 363-1번지",127.0689808,37.56754777,6
3118,"","서울특별시 동대문구 장안동 363-2번지",127.069351,37.56757566,2
