"id","nm","adr","x","y","park_lot"
1,"","서울특별시 동대문구 답십리동 1-119번지",127.0669667,37.57519315,6
2,".","서울특별시 동대문구 답십리동 1-122번지",127.0669172,37.57500181,1
3,"","서울특별시 동대문구 답십리동 1-125번지",127.0667825,37.57460941,4
4,"","서울특별시 동대문구 답십리동 1-136번지",127.0670233,37.57483056,8
5,"","서울특별시 동대문구 답십리동 1-140번지",127.0668934,37.57492974,1
6,"스토리하우스","서울특별시 동대문구 답십리동 1-142번지",127.0668436,37.57478363,1
7,"","서울특별시 동대문구 답십리동 1-174번지",127.0661846,37.57630542,10
8,"","서울특별시 동대문구 답십리동 1-201번지",127.0662427,37.57615564,1
9,"","서울특별시 동대문구 답십리동 1-240번지",127.0666161,37.57611903,2
10,"","서울특별시 동대문구 답십리동 1-241번지",127.0664927,37.57613469,2
11,"","서울특별시 동대문구 답십리동 1-26번지",127.0666737,37.57432278,4
12,"","서울특별시 동대문구 답십리동 1-301번지",127.0661156,37.57418281,2
13,"","서울특별시 동대문구 답십리동 1-302번지",127.066077,37.57409642,3
14,"","서울특별시 동대문구 답십리동 1-303번지",127.0660465,37.57401075,2
15,"","서울특별시 동대문구 답십리동 1-304번지",127.0660194,37.57387292,3
16,"","서울특별시 동대문구 답십리동 1-306번지",127.0659757,37.57376347,1
17,"","서울특별시 동대문구 답십리동 1-333번지",127.0662852,37.57337506,4
18,"","서울특별시 동대문구 답십리동 1-336번지",127.0671705,37.57603339,2
19,"엔젤스타워","서울특별시 동대문구 답십리동 1-364번지",127.066487,37.57352983,5
20,"두리아트빌(A동)","서울특별시 동대문구 답십리동 1-4번지",127.0668451,37.57613305,7
21,"","서울특별시 동대문구 답십리동 1-52번지",127.0672549,37.57574115,3
22,"","서울특별시 동대문구 답십리동 1-548번지",127.0665211,37.57632226,10
23,"","서울특별시 동대문구 답십리동 1-6번지",127.0667376,37.57624393,4
24,"","서울특별시 동대문구 답십리동 1-90번지",127.0663357,37.5739304,5
25,"","서울특별시 동대문구 답십리동 1-91번지",127.0664873,37.57380139,1
26,"","서울특별시 동대문구 답십리동 1-99번지",127.0668958,37.57643332,3
27,"답십리제2동주민센터","서울특별시 동대문구 답십리동 10-2번지",127.0612724,37.56739282,7
28,"동아아파트","서울특별시 동대문구 답십리동 10-3번지",127.0617477,37.56772387,21
29,"래미안엘파인아파트","서울특별시 동대문구 답십리동 1000-1번지",127.0668511,37.57561092,43
30,"보배교회","서울특별시 동대문구 답십리동 1001-1번지",127.0490586,37.57388236,3
31,"동명교회","서울특별시 동대문구 답십리동 1003-1번지",127.0552853,37.57255037,26
32,"세기프라자","서울특별시 동대문구 답십리동 1003-2번지",127.0556422,37.57247271,49
33,"답십리 지구대","서울특별시 동대문구 답십리동 1004-1번지",127.0511475,37.57128129,3
34,"","서울특별시 동대문구 답십리동 1004-2번지",127.0512725,37.571186,2
35,"","서울특별시 동대문구 답십리동 1004-3번지",127.0532697,37.56991444,39
36,"","서울특별시 동대문구 답십리동 1004-5번지",127.0534184,37.56955974,6
37,"답십리재림교회","서울특별시 동대문구 답십리동 1004-6번지",127.0554883,37.57077045,10
38,"","서울특별시 동대문구 답십리동 1009-2번지",127.0490331,37.57097675,4
39,"예뜰어린이집","서울특별시 동대문구 답십리동 1012-2번지",127.0550975,37.57496854,4
40,"답십리 뉴타운 카운티 에비뉴","서울특별시 동대문구 답십리동 1012번지",127.0549447,37.57524729,69
41,"답십리엘림퍼스트","서울특별시 동대문구 답십리동 1015번지",127.0564759,37.56886266,73
42,"동아아파트","서울특별시 동대문구 답십리동 10번지",127.0617084,37.56934225,11
43,"","서울특별시 동대문구 답십리동 12-11번지",127.0612573,37.56710937,3
44,"진보빌라","서울특별시 동대문구 답십리동 12-12번지",127.0610736,37.56706361,6
45,"","서울특별시 동대문구 답십리동 12-157번지",127.0616356,37.56720486,1
46,"멘토스병원","서울특별시 동대문구 답십리동 12-262번지",127.0615263,37.56660783,34
47,"","서울특별시 동대문구 답십리동 12-265번지",127.060905,37.56600872,5
48,"리더스빌딩","서울특별시 동대문구 답십리동 12-266번지",127.0611071,37.56593446,20
49,"","서울특별시 동대문구 답십리동 12-3번지",127.0619795,37.5673774,12
50,"삼영주택","서울특별시 동대문구 답십리동 12-51번지",127.0614254,37.56716289,6
51,"","서울특별시 동대문구 답십리동 13-24번지",127.0598002,37.56690145,3
52,"","서울특별시 동대문구 답십리동 132-4번지",127.0518888,37.57033132,4
53,"","서울특별시 동대문구 답십리동 14-8번지",127.0589526,37.56700071,2
54,"스카이팰리스","서울특별시 동대문구 답십리동 16-11번지",127.060971,37.56734684,4
55,"","서울특별시 동대문구 답십리동 16-18번지",127.0601378,37.56713103,3
56,"에이빌딩","서울특별시 동대문구 답십리동 16-4번지",127.0615004,37.56736963,8
57,"","서울특별시 동대문구 답십리동 19-12번지",127.058834,37.56704141,1
58,"","서울특별시 동대문구 답십리동 2-12번지",127.0636207,37.56919248,5
59,"","서울특별시 동대문구 답십리동 2-146번지",127.0660818,37.57296991,4
60,"우성하이츠","서울특별시 동대문구 답십리동 2-174번지",127.0667485,37.57508281,7
61,"","서울특별시 동대문구 답십리동 2-179번지",127.0659887,37.57362813,7
62,"","서울특별시 동대문구 답십리동 2-201번지",127.0621947,37.56720601,4
63,"명품가","서울특별시 동대문구 답십리동 2-253번지",127.0631687,37.56948762,24
64,"","서울특별시 동대문구 답십리동 2-272번지",127.0632868,37.56911869,2
65,"우성빌라","서울특별시 동대문구 답십리동 2-290번지",127.0667116,37.57493588,3
66,"동대문체육관","서울특별시 동대문구 답십리동 2-294번지",127.063958,37.57228001,56
67,"","서울특별시 동대문구 답십리동 2-35번지",127.0660903,37.57323993,16
68,"","서울특별시 동대문구 답십리동 2-42번지",127.0635074,37.56976053,8
69,"","서울특별시 동대문구 답십리동 2-43번지",127.0631822,37.56864122,27
70,"","서울특별시 동대문구 답십리동 2-68번지",127.0656536,37.57251631,2
71,"","서울특별시 동대문구 답십리동 2-70번지",127.0631362,37.56971911,1
72,"","서울특별시 동대문구 답십리동 2-72번지",127.0630702,37.56964445,1
73,"","서울특별시 동대문구 답십리동 2-9번지",127.0629745,37.56971207,5
74,"","서울특별시 동대문구 답십리동 21-10번지",127.0582403,37.568901,2
75,"","서울특별시 동대문구 답십리동 21-12번지",127.0584383,37.56844508,1
76,"","서울특별시 동대문구 답십리동 21-1번지",127.058241,37.56902092,5
77,"금성파크빌","서울특별시 동대문구 답십리동 21-20번지",127.0584298,37.56829597,7
78,"","서울특별시 동대문구 답십리동 21-43번지",127.0581469,37.56831413,2
79,".","서울특별시 동대문구 답십리동 21-60번지",127.057972,37.56807464,2
80,"","서울특별시 동대문구 답십리동 21-6번지",127.058145,37.56842568,1
81,"답십리포레스트스퀘어","서울특별시 동대문구 답십리동 21-8번지",127.0574331,37.5680113,30
82,"","서울특별시 동대문구 답십리동 218-1번지",127.0548052,37.57305965,10
83,"","서울특별시 동대문구 답십리동 22-10번지",127.0585719,37.56896796,1
84,"","서울특별시 동대문구 답십리동 22-15번지",127.0586819,37.56867814,2
85,"","서울특별시 동대문구 답십리동 22-2번지",127.0586483,37.56895233,1
86,"","서울특별시 동대문구 답십리동 22-5번지",127.0587295,37.56894256,4
87,"","서울특별시 동대문구 답십리동 22-7번지",127.0586077,37.56855817,5
88,"","서울특별시 동대문구 답십리동 231-11번지",127.0549398,37.57329313,5
89,"","서울특별시 동대문구 답십리동 241-10번지",127.0563272,37.57308831,6
90,"","서울특별시 동대문구 답십리동 241-16번지",127.0561052,37.57308877,4
91,"러브패밀리","서울특별시 동대문구 답십리동 242-19번지",127.0565191,37.57321499,2
92,"코지스페이스","서울특별시 동대문구 답십리동 242-1번지",127.0570593,37.57344709,3
93,"","서울특별시 동대문구 답십리동 242-26번지",127.0563643,37.57322452,4
94,"","서울특별시 동대문구 답십리동 242-30번지",127.0562423,37.57321818,2
95,"","서울특별시 동대문구 답십리동 242-38번지",127.0560792,37.5732252,1
96,"","서울특별시 동대문구 답십리동 242-3번지",127.0570558,37.57326419,10
97,"","서울특별시 동대문구 답십리동 243-15번지",127.0571649,37.57354885,2
98,"","서울특별시 동대문구 답십리동 243-17번지",127.0570488,37.57358486,2
99,"써밋 카운티","서울특별시 동대문구 답십리동 243-6번지",127.0572899,37.573445,31
100,"","서울특별시 동대문구 답십리동 244-2번지",127.0569207,37.57309784,6
101,"","서울특별시 동대문구 답십리동 245-2번지",127.0570938,37.57262375,9
102,"","서울특별시 동대문구 답십리동 246-21번지",127.0566953,37.5725797,1
103,"","서울특별시 동대문구 답십리동 246-22번지",127.056694,37.57247302,2
104,"","서울특별시 동대문구 답십리동 246-23번지",127.0565945,37.57261534,12
105,"","서울특별시 동대문구 답십리동 246-29번지",127.0568636,37.57269369,3
106,"","서울특별시 동대문구 답십리동 246-6번지",127.0564156,37.57274409,3
107,"","서울특별시 동대문구 답십리동 248-11번지",127.056351,37.57203089,1
108,"","서울특별시 동대문구 답십리동 248-12번지",127.0563508,37.57212045,1
109,"호경빌","서울특별시 동대문구 답십리동 248-18번지",127.0565013,37.57191918,4
110,"","서울특별시 동대문구 답십리동 248-19번지",127.0566403,37.5719193,1
111,"","서울특별시 동대문구 답십리동 248-20번지",127.0567758,37.57191761,1
112,"","서울특별시 동대문구 답십리동 248-21번지",127.056915,37.57191142,1
113,"","서울특별시 동대문구 답십리동 248-22번지",127.0570963,37.57190025,4
114,"즐거운家","서울특별시 동대문구 답십리동 249-15번지",127.0561713,37.57239624,1
115,"","서울특별시 동대문구 답십리동 249-23번지",127.0563243,37.57228462,1
116,"","서울특별시 동대문구 답십리동 250-10번지",127.0565873,37.57164866,1
117,"두손빌딩","서울특별시 동대문구 답십리동 250-13번지",127.0571218,37.57160678,13
118,"","서울특별시 동대문구 답십리동 250-15번지",127.0568811,37.57154689,4
119,"","서울특별시 동대문구 답십리동 250-18번지",127.0564426,37.57153665,3
120,"","서울특별시 동대문구 답십리동 250-23번지",127.0564427,37.57138772,2
121,"","서울특별시 동대문구 답십리동 250-25번지",127.0567363,37.57138983,3
122,"","서울특별시 동대문구 답십리동 250-45번지",127.0568736,37.57142157,1
123,"","서울특별시 동대문구 답십리동 252-13번지",127.057054,37.57125191,5
124,"","서울특별시 동대문구 답십리동 253-22번지",127.0567989,37.57100021,2
125,"","서울특별시 동대문구 답십리동 255-2번지",127.0560561,37.57108643,2
126,"","서울특별시 동대문구 답십리동 255-4번지",127.0561817,37.57100582,1
127,"","서울특별시 동대문구 답십리동 256-20번지",127.0562391,37.57024012,2
128,"","서울특별시 동대문구 답십리동 256-47번지",127.0559826,37.57048442,4
129,"","서울특별시 동대문구 답십리동 256-54번지",127.0564813,37.57076313,1
130,"","서울특별시 동대문구 답십리동 256-55번지",127.0564881,37.57086494,1
131,"","서울특별시 동대문구 답십리동 256-5번지",127.0565176,37.57023657,1
132,"","서울특별시 동대문구 답십리동 258-1번지",127.0574753,37.57077472,6
133,"더프레젠트259","서울특별시 동대문구 답십리동 259-10번지",127.0569274,37.57025547,18
134,"","서울특별시 동대문구 답십리동 259-22번지",127.0569192,37.57011501,6
135,"","서울특별시 동대문구 답십리동 259-2번지",127.0567272,37.57014123,3
136,"","서울특별시 동대문구 답십리동 260-1번지",127.0568958,37.56974471,5
137,"","서울특별시 동대문구 답십리동 262-2번지",127.0568892,37.5695601,1
138,"","서울특별시 동대문구 답십리동 263-1번지",127.0568384,37.56927757,3
139,"답십리 근린생활시설","서울특별시 동대문구 답십리동 265-4번지",127.0573355,37.56880593,7
140,"","서울특별시 동대문구 답십리동 266-3번지",127.056826,37.56842308,4
141,"엘림스퀘어3","서울특별시 동대문구 답십리동 268-3번지",127.0568184,37.56909937,54
142,"","서울특별시 동대문구 답십리동 268-4번지",127.0567276,37.56828906,10
143,"","서울특별시 동대문구 답십리동 269-16번지",127.0563287,37.5691988,1
144,"","서울특별시 동대문구 답십리동 27-13번지",127.0587424,37.56827248,4
145,"","서울특별시 동대문구 답십리동 27-3번지",127.0595138,37.56842328,6
146,"금영파크","서울특별시 동대문구 답십리동 27-5번지",127.0593712,37.56842173,6
147,"미소홈타운","서울특별시 동대문구 답십리동 27-7번지",127.0592177,37.56838784,8
148,"","서울특별시 동대문구 답십리동 270-11번지",127.0564317,37.56963294,1
149,"","서울특별시 동대문구 답십리동 270-12번지",127.0565217,37.56963119,1
150,"","서울특별시 동대문구 답십리동 270-1번지",127.0565176,37.56976328,1
151,"","서울특별시 동대문구 답십리동 271-7번지",127.0565424,37.56997779,2
152,"","서울특별시 동대문구 답십리동 271-8번지",127.0565163,37.56990248,1
153,"답십리초등학교","서울특별시 동대문구 답십리동 274번지",127.0556517,37.56886819,75
154,"","서울특별시 동대문구 답십리동 29-16번지",127.0589715,37.56927238,2
155,"","서울특별시 동대문구 답십리동 29-17번지",127.0589397,37.56915239,4
156,"","서울특별시 동대문구 답십리동 29-18번지",127.0590672,37.56913863,2
157,"빌라승승","서울특별시 동대문구 답십리동 29-29번지",127.0587542,37.56920077,3
158,"","서울특별시 동대문구 답십리동 29-32번지",127.0586467,37.56927101,4
159,"","서울특별시 동대문구 답십리동 29-37번지",127.0581637,37.56938667,3
160,"","서울특별시 동대문구 답십리동 29-38번지",127.0580276,37.56939404,3
161,"","서울특별시 동대문구 답십리동 29-45번지",127.0581639,37.56921044,3
162,"","서울특별시 동대문구 답십리동 29-46번지",127.0580236,37.56921672,1
163,"","서울특별시 동대문구 답십리동 29-50번지",127.0578882,37.56906821,2
164,"","서울특별시 동대문구 답십리동 29-51번지",127.0580678,37.56905921,3
165,"","서울특별시 동대문구 답십리동 29-52번지",127.0580671,37.56895127,3
166,"","서울특별시 동대문구 답십리동 29-53번지",127.0578832,37.56896037,2
167,"","서울특별시 동대문구 답십리동 29-54번지",127.0577449,37.56896296,2
168,"","서울특별시 동대문구 답십리동 29-56번지",127.0578758,37.5688473,1
169,"","서울특별시 동대문구 답십리동 29-57번지",127.0580677,37.56882567,4
170,"","서울특별시 동대문구 답십리동 29-59번지",127.057723,37.5687297,4
171,"","서울특별시 동대문구 답십리동 29-5번지",127.0592256,37.56949913,4
172,"","서울특별시 동대문구 답십리동 29-81번지",127.0586048,37.56915093,3
173,"","서울특별시 동대문구 답십리동 29-8번지",127.0591586,37.56936266,4
174,"송기대씨상가주택","서울특별시 동대문구 답십리동 294-104번지",127.0534781,37.56920211,2
175,"경안교회","서울특별시 동대문구 답십리동 294-135번지",127.0531933,37.56890095,2
176,"","서울특별시 동대문구 답십리동 2번지",127.0649244,37.57382451,3
177,"","서울특별시 동대문구 답십리동 3-125번지",127.0652662,37.57258293,5
178,"","서울특별시 동대문구 답십리동 3-42번지",127.0648383,37.57293843,4
179,"","서울특별시 동대문구 답십리동 3-60번지",127.0649933,37.5725138,1
180,"","서울특별시 동대문구 답십리동 32-14번지",127.0590137,37.56938156,3
181,"","서울특별시 동대문구 답십리동 32-22번지",127.0585284,37.56981762,2
182,"","서울특별시 동대문구 답십리동 32-28번지",127.0583108,37.56958716,2
183,"","서울특별시 동대문구 답십리동 32-40번지",127.0588017,37.5693914,2
184,"","서울특별시 동대문구 답십리동 32-4번지",127.0589049,37.56973706,1
185,"","서울특별시 동대문구 답십리동 32-7번지",127.0588858,37.56963616,2
186,"테라스테이","서울특별시 동대문구 답십리동 320-28번지",127.0530753,37.56955521,8
187,"반석침례교회","서울특별시 동대문구 답십리동 321-1번지",127.0533875,37.56891888,14
188,"","서울특별시 동대문구 답십리동 322-13번지",127.0529174,37.56961322,4
189,"답십리근린생활시설","서울특별시 동대문구 답십리동 322-15번지",127.0526674,37.56978983,4
190,"","서울특별시 동대문구 답십리동 323-5번지",127.0523842,37.57001701,2
191,"","서울특별시 동대문구 답십리동 323-6번지",127.0524929,37.56991965,4
192,"","서울특별시 동대문구 답십리동 324-7번지",127.0522563,37.57011005,3
193,"","서울특별시 동대문구 답십리동 325-3번지",127.0517992,37.57002249,1
194,"새로움빌5차","서울특별시 동대문구 답십리동 33-22번지",127.0580838,37.56982459,10
195,"","서울특별시 동대문구 답십리동 33-8번지",127.0577566,37.569555,1
196,"","서울특별시 동대문구 답십리동 35-1번지",127.0575649,37.56963771,3
197,"","서울특별시 동대문구 답십리동 36-15번지",127.0583771,37.57108873,1
198,"코람데오 빌","서울특별시 동대문구 답십리동 36-19번지",127.0579188,37.57085857,5
199,"","서울특별시 동대문구 답십리동 36-23번지",127.0576637,37.5706775,4
200,"","서울특별시 동대문구 답십리동 36-28번지",127.0576427,37.57045542,3
201,"","서울특별시 동대문구 답십리동 36-31번지",127.0576176,37.57035407,1
202,"라온유치원","서울특별시 동대문구 답십리동 36-32번지",127.0575949,37.57026524,2
203,"","서울특별시 동대문구 답십리동 36-33번지",127.0578761,37.57026762,3
204,"상원빌딩","서울특별시 동대문구 답십리동 36-36번지",127.0574581,37.57016548,6
205,"대한예수교장로회 임마누엘교회","서울특별시 동대문구 답십리동 36-39번지",127.0574927,37.56987065,13
206,"서울빌딩","서울특별시 동대문구 답십리동 36-3번지",127.057367,37.57004533,6
207,"","서울특별시 동대문구 답십리동 36-46번지",127.0579768,37.57003431,6
208,"","서울특별시 동대문구 답십리동 36-5번지",127.058247,37.57128998,3
209,"미래로 3","서울특별시 동대문구 답십리동 36-62번지",127.0568961,37.56993005,8
210,"답십리 근생주택","서울특별시 동대문구 답십리동 36-7번지",127.0579569,37.57130148,4
211,"","서울특별시 동대문구 답십리동 38-11번지",127.0589056,37.56988023,1
212,"","서울특별시 동대문구 답십리동 38-12번지",127.0588242,37.56986117,1
213,"","서울특별시 동대문구 답십리동 38-14번지",127.0587168,37.57035758,2
214,"","서울특별시 동대문구 답십리동 38-15번지",127.0585798,37.57038855,3
215,"","서울특별시 동대문구 답십리동 38-21번지",127.0585119,37.5701209,4
216,"","서울특별시 동대문구 답십리동 38-4번지",127.0588807,37.57028659,5
217,"","서울특별시 동대문구 답십리동 38-5번지",127.0588534,37.57017416,1
218,"","서울특별시 동대문구 답십리동 38-6번지",127.0589822,37.57015716,1
219,"","서울특별시 동대문구 답십리동 38-9번지",127.0588048,37.56998975,1
220,"","서울특별시 동대문구 답십리동 39-1번지",127.059179,37.5703805,3
221,"로뎀하우스","서울특별시 동대문구 답십리동 39-84번지",127.059103,37.57049785,8
222,"민중빌라트(A동)","서울특별시 동대문구 답십리동 4-12번지",127.0628797,37.56952526,7
223,"","서울특별시 동대문구 답십리동 4-131번지",127.061754,37.56859819,2
224,"","서울특별시 동대문구 답십리동 4-134번지",127.0616742,37.56801655,1
225,"B동","서울특별시 동대문구 답십리동 4-13번지",127.0628171,37.5697473,9
226,"코라솔빌딩","서울특별시 동대문구 답십리동 4-142번지",127.0621177,37.56773475,9
227,"","서울특별시 동대문구 답십리동 4-148번지",127.0626307,37.56908192,2
228,"","서울특별시 동대문구 답십리동 4-15번지",127.0624764,37.56856934,4
229,"","서울특별시 동대문구 답십리동 4-163번지",127.0625348,37.56875356,4
230,"","서울특별시 동대문구 답십리동 4-197번지",127.0629742,37.56931023,1
231,"","서울특별시 동대문구 답십리동 4-19번지",127.0630353,37.56897359,1
232,"","서울특별시 동대문구 답십리동 4-202번지",127.0629131,37.56924449,1
233,"","서울특별시 동대문구 답십리동 4-223번지",127.062013,37.56760218,2
234,"흥일빌라","서울특별시 동대문구 답십리동 4-231번지",127.0618488,37.56803709,5
235,"","서울특별시 동대문구 답십리동 4-237번지",127.0629501,37.56823193,1
236,"","서울특별시 동대문구 답십리동 4-289번지",127.0618841,37.56790832,4
237,"민중빌라트 B동","서울특별시 동대문구 답십리동 4-312번지",127.0627838,37.5694271,7
238,"민중빌라트C동","서울특별시 동대문구 답십리동 4-313번지",127.0626903,37.56932336,7
239,"","서울특별시 동대문구 답십리동 4-75번지",127.0626297,37.56980839,3
240,"","서울특별시 동대문구 답십리동 4-77번지",127.0625931,37.56948883,5
241,"","서울특별시 동대문구 답십리동 4-82번지",127.0619715,37.56797657,1
242,"","서울특별시 동대문구 답십리동 4-83번지",127.0617359,37.56795372,3
243,"뷰티캐슬","서울특별시 동대문구 답십리동 4-91번지",127.0618232,37.56834155,1
244,"","서울특별시 동대문구 답십리동 40-51번지",127.0590749,37.56959552,1
245,"","서울특별시 동대문구 답십리동 40-52번지",127.0590814,37.56967057,2
246,"DS빌리지","서울특별시 동대문구 답십리동 43-1번지",127.05841,37.57064109,8
247,"","서울특별시 동대문구 답십리동 43-21번지",127.0584143,37.5704718,4
248,"","서울특별시 동대문구 답십리동 43-22번지",127.0582808,37.57049006,4
249,"","서울특별시 동대문구 답십리동 43-23번지",127.0582565,37.57039141,2
250,"","서울특별시 동대문구 답십리동 43-28번지",127.0580772,37.57042024,2
251,"","서울특별시 동대문구 답십리동 43-34번지",127.0581133,37.57051456,2
252,"","서울특별시 동대문구 답십리동 43-40번지",127.058719,37.57064004,2
253,"서울신답초등학교","서울특별시 동대문구 답십리동 463-13번지",127.0433714,37.57301512,22
254,"숭인중학교","서울특별시 동대문구 답십리동 463-1번지",127.0441611,37.57377779,77
255,"","서울특별시 동대문구 답십리동 463-30번지",127.0450098,37.57319047,3
256,"동방상사창고(B)","서울특별시 동대문구 답십리동 463-4번지",127.0451741,37.57346026,12
257,"한원힐트리움 아파트","서울특별시 동대문구 답십리동 465-55번지",127.0474518,37.57083396,24
258,"중소기업은행 답십리지점","서울특별시 동대문구 답십리동 465-6번지",127.0487947,37.57042472,9
259,"리베르떼 청계","서울특별시 동대문구 답십리동 467-15번지",127.0497232,37.57143786,8
260,"레이나","서울특별시 동대문구 답십리동 467-1번지",127.0495947,37.57170317,7
261,"미하우스","서울특별시 동대문구 답십리동 467-22번지",127.0503858,37.57262932,10
262,"","서울특별시 동대문구 답십리동 467-25번지",127.0501485,37.57235129,2
263,"더 스위트 청계","서울특별시 동대문구 답십리동 467-31번지",127.0504539,37.57252127,5
264,"","서울특별시 동대문구 답십리동 467-36번지",127.0507264,37.57259737,1
265,"송정지가","서울특별시 동대문구 답십리동 467-40번지",127.0507227,37.57242213,6
266,"","서울특별시 동대문구 답십리동 467-44번지",127.0510552,37.57255317,2
267,"내일리버파크","서울특별시 동대문구 답십리동 467-4번지",127.049531,37.57162814,10
268,"","서울특별시 동대문구 답십리동 467-51번지",127.0504126,37.57222909,4
269,"","서울특별시 동대문구 답십리동 467-58번지",127.0503211,37.57188044,1
270,"로얄팰리스 B동","서울특별시 동대문구 답십리동 467-62번지",127.0500077,37.57174327,6
271,"로얄팰리스 A동","서울특별시 동대문구 답십리동 467-63번지",127.0501262,37.57168159,6
272,"드림앤하우스","서울특별시 동대문구 답십리동 467-72번지",127.0498573,37.57201264,12
273,"","서울특별시 동대문구 답십리동 468-18번지",127.0487522,37.5718984,4
274,"","서울특별시 동대문구 답십리동 468-25번지",127.0494463,37.5722886,3
275,"대운빌라","서울특별시 동대문구 답십리동 468-28번지",127.0496866,37.57215714,8
276,"","서울특별시 동대문구 답십리동 468-2번지",127.049247,37.57221877,13
277,"","서울특별시 동대문구 답십리동 468-35번지",127.0491036,37.57236903,2
278,"서니빌","서울특별시 동대문구 답십리동 468-5번지",127.0495399,37.57195718,7
279,"","서울특별시 동대문구 답십리동 468-8번지",127.0492835,37.57167104,6
280,"","서울특별시 동대문구 답십리동 469-12번지",127.04865,37.5725586,4
281,"","서울특별시 동대문구 답십리동 469-1번지",127.0489456,37.57253641,5
282,"","서울특별시 동대문구 답십리동 469-20번지",127.0484333,37.57255275,1
283,"","서울특별시 동대문구 답십리동 469-26번지",127.0481966,37.57228146,2
284,"","서울특별시 동대문구 답십리동 469-28번지",127.0480853,37.57236422,2
285,"","서울특별시 동대문구 답십리동 469-29번지",127.0480459,37.57246587,3
286,"","서울특별시 동대문구 답십리동 469-2번지",127.0488617,37.57244175,4
287,"","서울특별시 동대문구 답십리동 469-31번지",127.0481828,37.5724778,1
288,"","서울특별시 동대문구 답십리동 469-3번지",127.0487296,37.57228611,11
289,"","서울특별시 동대문구 답십리동 469-40번지",127.048203,37.57295351,2
290,"","서울특별시 동대문구 답십리동 469-47번지",127.0480375,37.57304188,4
291,"","서울특별시 동대문구 답십리동 469-51번지",127.0476954,37.57315311,8
292,"","서울특별시 동대문구 답십리동 469-64번지",127.047423,37.57284373,2
293,"","서울특별시 동대문구 답십리동 469-65번지",127.0476157,37.57281761,9
294,"","서울특별시 동대문구 답십리동 469-73번지",127.0481387,37.57287722,1
295,"","서울특별시 동대문구 답십리동 469-77번지",127.0479615,37.57268304,2
296,"","서울특별시 동대문구 답십리동 469-89번지",127.0478646,37.57260659,3
297,"","서울특별시 동대문구 답십리동 469-95번지",127.0479216,37.57283569,3
298,"","서울특별시 동대문구 답십리동 469-9번지",127.0484035,37.57227687,5
299,"엘림파크뷰","서울특별시 동대문구 답십리동 470-1번지",127.0500069,37.57312404,6
300,"","서울특별시 동대문구 답십리동 470-21번지",127.0499203,37.57302677,1
301,"에스엔제이빌","서울특별시 동대문구 답십리동 470-25번지",127.0495648,37.57261291,9
302,"","서울특별시 동대문구 답십리동 470-27번지",127.0494437,37.57247547,4
303,"샤인파크빌","서울특별시 동대문구 답십리동 470-28번지",127.0501396,37.57291063,10
304,"파크팰리스","서울특별시 동대문구 답십리동 470-33번지",127.0497418,37.57244886,10
305,"","서울특별시 동대문구 답십리동 470-3번지",127.0498653,37.57319825,6
306,"","서울특별시 동대문구 답십리동 470-6번지",127.0496178,37.57291959,5
307,"","서울특별시 동대문구 답십리동 470-7번지",127.049539,37.57282799,2
308,"","서울특별시 동대문구 답십리동 472-100번지",127.0494021,37.57424865,2
309,"","서울특별시 동대문구 답십리동 472-101번지",127.0494838,37.57431339,1
310,"","서울특별시 동대문구 답십리동 472-15번지",127.0490402,37.57435764,1
311,"","서울특별시 동대문구 답십리동 472-1번지",127.0491628,37.57493963,40
312,"","서울특별시 동대문구 답십리동 472-26번지",127.0491932,37.57396681,1
313,"","서울특별시 동대문구 답십리동 472-44번지",127.048711,37.57406315,2
314,"","서울특별시 동대문구 답십리동 472-46번지",127.0485531,37.57415737,6
315,"","서울특별시 동대문구 답십리동 472-56번지",127.0487245,37.57441687,2
316,"","서울특별시 동대문구 답십리동 472-89번지",127.0495076,37.57458738,1
317,"","서울특별시 동대문구 답십리동 472-90번지",127.0496345,37.57454092,1
318,"","서울특별시 동대문구 답십리동 472-91번지",127.0495973,37.57447976,1
319,"","서울특별시 동대문구 답십리동 472-92번지",127.0494733,37.57450063,2
320,"","서울특별시 동대문구 답십리동 472-94번지",127.0493141,37.57448934,2
321,"","서울특별시 동대문구 답십리동 472-95번지",127.0494237,37.57441676,2
322,"","서울특별시 동대문구 답십리동 472-97번지",127.0492401,37.57441612,1
323,"","서울특별시 동대문구 답십리동 473-1번지",127.0500553,37.57434811,25
324,"한성빌딩","서울특별시 동대문구 답십리동 474-1번지",127.0510453,37.57381916,90
325,"겨레얼살리기연수회관","서울특별시 동대문구 답십리동 474-24번지",127.0507523,37.57340799,9
326,"동대문구 답십리 도서관","서울특별시 동대문구 답십리동 474-5번지",127.0503726,37.57318894,14
327,"","서울특별시 동대문구 답십리동 474-8번지",127.0503199,37.57368018,1
328,"주함해븐빌 2동","서울특별시 동대문구 답십리동 475-105번지",127.0510686,37.57321828,16
329,"주함해븐빌","서울특별시 동대문구 답십리동 475-133번지",127.0509537,37.57308417,16
330,"주함해븐빌","서울특별시 동대문구 답십리동 475-134번지",127.0508453,37.57293411,17
331,"","서울특별시 동대문구 답십리동 475-28번지",127.0518492,37.57331885,3
332,"태성골드빌","서울특별시 동대문구 답십리동 475-35번지",127.0516101,37.57346762,2
333,"현우빌딩","서울특별시 동대문구 답십리동 475-76번지",127.0516768,37.57307692,5
334,"일명당","서울특별시 동대문구 답십리동 475-97번지",127.0510573,37.5734448,1
