순번,대지위치,시군구코드,법정동코드,관리건축물대장PK,도로명대지위치,건물명,주용도코드,옥내기계식대수(대),옥외기계식대수(대),옥내자주식대수(대),옥외자주식대수(대),총주차면수,위치별선택,X,Y
11505,서울특별시 동대문구 답십리동 1-119번지,11230,10500,11230-27905,서울특별시 동대문구 답십리로59길 57,,2000,0,0,4,2,6,1,127.0669667,37.57519315
11507,서울특별시 동대문구 답십리동 1-122번지,11230,10500,11230-100259675,서울특별시 동대문구 답십리로59길 53,.,1000,0,0,0,1,1,1,127.0669172,37.57500181
11508,서울특별시 동대문구 답십리동 1-125번지,11230,10500,11230-100202952,서울특별시 동대문구 답십리로59길 43,,2000,0,0,0,4,4,1,127.0667825,37.57460941
11510,서울특별시 동대문구 답십리동 1-136번지,11230,10500,11230-31065,서울특별시 동대문구 한천로 155,,3000,0,0,4,4,8,1,127.0670233,37.57483056
11511,서울특별시 동대문구 답십리동 1-140번지,11230,10500,11230-32300,서울특별시 동대문구 답십리로59길 51,,1000,0,0,0,1,1,1,127.0668934,37.57492974
11513,서울특별시 동대문구 답십리동 1-142번지,11230,10500,11230-100237892,서울특별시 동대문구 답십리로59길 47,스토리하우스,1000,0,0,0,1,1,1,127.0668436,37.57478363
11518,서울특별시 동대문구 답십리동 1-174번지,11230,10500,11230-21228,서울특별시 동대문구 한천로37길 23,,4000,0,0,8,2,10,1,127.0661846,37.57630542
11519,서울특별시 동대문구 답십리동 1-201번지,11230,10500,11230-22575,서울특별시 동대문구 한천로33길 13-16,,1000,0,0,0,1,1,1,127.0662427,37.57615564
11520,서울특별시 동대문구 답십리동 1-240번지,11230,10500,11230-34575,서울특별시 동대문구 한천로33길 13-8,,1000,0,0,1,1,2,1,127.0666161,37.57611903
11521,서울특별시 동대문구 답십리동 1-241번지,11230,10500,11230-18923,서울특별시 동대문구 한천로33길 13-12,,1000,0,0,2,0,2,1,127.0664927,37.57613469
11523,서울특별시 동대문구 답십리동 1-26번지,11230,10500,11230-27106,서울특별시 동대문구 답십리로59길 37,,1000,0,0,2,2,4,1,127.0666737,37.57432278
11529,서울특별시 동대문구 답십리동 1-301번지,11230,10500,11230-30691,서울특별시 동대문구 답십리로59가길 20,,1000,0,0,2,0,2,1,127.0661156,37.57418281
11530,서울특별시 동대문구 답십리동 1-302번지,11230,10500,11230-25331,서울특별시 동대문구 답십리로59가길 18,,1000,0,0,1,2,3,1,127.066077,37.57409642
11531,서울특별시 동대문구 답십리동 1-303번지,11230,10500,11230-9103,서울특별시 동대문구 답십리로59가길 16,,1000,0,0,1,1,2,1,127.0660465,37.57401075
11532,서울특별시 동대문구 답십리동 1-304번지,11230,10500,11230-19867,서울특별시 동대문구 답십리로59가길 14,,4000,0,0,3,0,3,1,127.0660194,37.57387292
11533,서울특별시 동대문구 답십리동 1-306번지,11230,10500,11230-8033,서울특별시 동대문구 답십리로59가길 10,,1000,0,0,0,1,1,1,127.0659757,37.57376347
11539,서울특별시 동대문구 답십리동 1-333번지,11230,10500,11230-32588,서울특별시 동대문구 한천로 137,,11000,0,0,0,4,4,1,127.0662852,37.57337506
11541,서울특별시 동대문구 답십리동 1-336번지,11230,10500,11230-1970,서울특별시 동대문구 한천로 169,,19000,0,0,0,2,2,1,127.0671705,37.57603339
11543,서울특별시 동대문구 답십리동 1-364번지,11230,10500,11230-11702,서울특별시 동대문구 한천로 139,엔젤스타워,14000,0,0,0,5,5,1,127.066487,37.57352983
11551,서울특별시 동대문구 답십리동 1-4번지,11230,10500,11230-3944,서울특별시 동대문구 한천로33길 15,두리아트빌(A동),2000,0,0,6,1,7,1,127.0668451,37.57613305
11553,서울특별시 동대문구 답십리동 1-52번지,11230,10500,11230-28796,서울특별시 동대문구 한천로 165,,4000,0,0,0,3,3,1,127.0672549,37.57574115
11554,서울특별시 동대문구 답십리동 1-548번지,11230,10500,11230-13077,서울특별시 동대문구 한천로37길 19,,11000,0,0,6,4,10,1,127.0665211,37.57632226
11556,서울특별시 동대문구 답십리동 1-6번지,11230,10500,11230-34148,서울특별시 동대문구 한천로33길 17-4,,1000,0,0,1,3,4,1,127.0667376,37.57624393
11557,서울특별시 동대문구 답십리동 1-90번지,11230,10500,11230-100193982,서울특별시 동대문구 답십리로59길 27,,4000,0,0,5,0,5,1,127.0663357,37.5739304
11558,서울특별시 동대문구 답십리동 1-91번지,11230,10500,11230-21304,서울특별시 동대문구 답십리로59길 26,,1000,0,0,0,1,1,1,127.0664873,37.57380139
11560,서울특별시 동대문구 답십리동 1-99번지,11230,10500,11230-14251,서울특별시 동대문구 한천로33길 21,,1000,0,0,0,3,3,1,127.0668958,37.57643332
11564,서울특별시 동대문구 답십리동 10-2번지,11230,10500,11230-32961,서울특별시 동대문구 한천로11길 18,답십리제2동주민센터,3000,0,0,0,7,7,1,127.0612724,37.56739282
11565,서울특별시 동대문구 답십리동 10-3번지,11230,10500,11230-34301,서울특별시 동대문구 답십리로60길 134,동아아파트,2000,0,0,14,7,21,1,127.0617477,37.56772387
11566,서울특별시 동대문구 답십리동 1000-1번지,11230,10500,11230-100193363,서울특별시 동대문구 한천로33길 11,래미안엘파인아파트,2000,0,0,43,0,43,1,127.0668511,37.57561092
11589,서울특별시 동대문구 답십리동 1001-1번지,11230,10500,11230-100189446,서울특별시 동대문구 서울시립대로4길 45,보배교회,3000,0,0,0,3,3,1,127.0490586,37.57388236
11610,서울특별시 동대문구 답십리동 1003-1번지,11230,10500,11230-100224852,서울특별시 동대문구 답십리로 136,동명교회,6000,0,0,10,16,26,1,127.0552853,37.57255037
11611,서울특별시 동대문구 답십리동 1003-2번지,11230,10500,11230-100232732,서울특별시 동대문구 답십리로 140,세기프라자,4000,20,0,29,0,49,1,127.0556422,37.57247271
11668,서울특별시 동대문구 답십리동 1004-1번지,11230,10500,11230-100218152,서울특별시 동대문구 사가정로2길 9,답십리 지구대,3000,0,0,0,3,3,1,127.0511475,37.57128129
11669,서울특별시 동대문구 답십리동 1004-2번지,11230,10500,11230-100224392,서울특별시 동대문구 사가정로2길 13,,11000,0,0,0,2,2,1,127.0512725,37.571186
11670,서울특별시 동대문구 답십리동 1004-3번지,11230,10500,11230-100211112,서울특별시 동대문구 사가정로2길 59,,6000,0,0,21,18,39,1,127.0532697,37.56991444
11671,서울특별시 동대문구 답십리동 1004-5번지,11230,10500,11230-100210153,서울특별시 동대문구 사가정로2길 65,,6000,0,0,1,5,6,1,127.0534184,37.56955974
11672,서울특별시 동대문구 답십리동 1004-6번지,11230,10500,11230-100208083,서울특별시 동대문구 사가정로4길 80,답십리재림교회,6000,0,0,5,5,10,1,127.0554883,37.57077045
11681,서울특별시 동대문구 답십리동 1009-2번지,11230,10500,11230-100225952,서울특별시 동대문구 천호대로65길 17,,4000,0,0,0,4,4,1,127.0490331,37.57097675
11697,서울특별시 동대문구 답십리동 1012-2번지,11230,10500,11230-100265455,서울특별시 동대문구 답십리로45길 47,예뜰어린이집,11000,0,0,0,4,4,1,127.0550975,37.57496854
11698,서울특별시 동대문구 답십리동 1012번지,11230,10500,11230-100259195,서울특별시 동대문구 사가정로 80,답십리 뉴타운 카운티 에비뉴,4000,0,0,69,0,69,1,127.0549447,37.57524729
11746,서울특별시 동대문구 답십리동 1015번지,11230,10500,11230-100260495,서울특별시 동대문구 전농로3길 20,답십리엘림퍼스트,2000,0,0,48,25,73,1,127.0564759,37.56886266
11759,서울특별시 동대문구 답십리동 10번지,11230,10500,11230-6469,서울특별시 동대문구 한천로11길 10-1,동아아파트,2000,0,0,11,0,11,1,127.0617084,37.56934225
11793,서울특별시 동대문구 답십리동 12-11번지,11230,10500,11230-6216,서울특별시 동대문구 한천로11길 19,,3000,0,0,3,0,3,1,127.0612573,37.56710937
11794,서울특별시 동대문구 답십리동 12-12번지,11230,10500,11230-36252,서울특별시 동대문구 한천로11길 21,진보빌라,2000,0,0,4,2,6,1,127.0610736,37.56706361
11797,서울특별시 동대문구 답십리동 12-157번지,11230,10500,11230-8138,서울특별시 동대문구 한천로11가길 2,,4000,0,0,0,1,1,1,127.0616356,37.56720486
11806,서울특별시 동대문구 답십리동 12-262번지,11230,10500,11230-100185033,서울특별시 동대문구 한천로 49,멘토스병원,9000,0,28,0,6,34,1,127.0615263,37.56660783
11807,서울특별시 동대문구 답십리동 12-265번지,11230,10500,11230-27362,서울특별시 동대문구 전농로4길 81,,4000,0,0,0,5,5,1,127.060905,37.56600872
11808,서울특별시 동대문구 답십리동 12-266번지,11230,10500,11230-100183751,서울특별시 동대문구 한천로 43,리더스빌딩,14000,0,0,19,1,20,1,127.0611071,37.56593446
11809,서울특별시 동대문구 답십리동 12-3번지,11230,10500,11230-100235372,서울특별시 동대문구 한천로11길 6,,3000,10,0,0,2,12,1,127.0619795,37.5673774
11810,서울특별시 동대문구 답십리동 12-51번지,11230,10500,11230-31764,서울특별시 동대문구 한천로11길 15,삼영주택,1000,0,6,0,0,6,1,127.0614254,37.56716289
11824,서울특별시 동대문구 답십리동 13-24번지,11230,10500,11230-15944,서울특별시 동대문구 한천로11길 45,,4000,0,0,1,2,3,1,127.0598002,37.56690145
11829,서울특별시 동대문구 답십리동 132-4번지,11230,10500,11230-25087,서울특별시 동대문구 사가정로2길 36,,1000,0,0,4,0,4,1,127.0518888,37.57033132
11838,서울특별시 동대문구 답십리동 14-8번지,11230,10500,11230-24087,서울특별시 동대문구 전농로4길 39,,1000,0,0,0,2,2,1,127.0589526,37.56700071
11844,서울특별시 동대문구 답십리동 16-11번지,11230,10500,11230-100265335,서울특별시 동대문구 한천로11길 22,스카이팰리스,2000,0,0,2,2,4,1,127.060971,37.56734684
11851,서울특별시 동대문구 답십리동 16-18번지,11230,10500,11230-22900,서울특별시 동대문구 한천로11길 40,,1000,0,0,0,3,3,1,127.0601378,37.56713103
11854,서울특별시 동대문구 답십리동 16-4번지,11230,10500,11230-100265835,서울특별시 동대문구 한천로11길 16,에이빌딩,4000,8,0,0,0,8,1,127.0615004,37.56736963
11869,서울특별시 동대문구 답십리동 19-12번지,11230,10500,11230-34314,서울특별시 동대문구 한천로11길 61,,1000,0,0,0,1,1,1,127.058834,37.56704141
11883,서울특별시 동대문구 답십리동 2-12번지,11230,10500,11230-24262,서울특별시 동대문구 한천로 85,,3000,0,0,2,3,5,1,127.0636207,37.56919248
11884,서울특별시 동대문구 답십리동 2-146번지,11230,10500,11230-7031,서울특별시 동대문구 답십리로 233,,4000,0,0,4,0,4,1,127.0660818,37.57296991
11889,서울특별시 동대문구 답십리동 2-174번지,11230,10500,11230-14336,서울특별시 동대문구 답십리로59길 39-9,우성하이츠,2000,0,0,0,7,7,1,127.0667485,37.57508281
11890,서울특별시 동대문구 답십리동 2-179번지,11230,10500,11230-7159,서울특별시 동대문구 답십리로59가길 4,,4000,0,0,0,7,7,1,127.0659887,37.57362813
11894,서울특별시 동대문구 답십리동 2-201번지,11230,10500,11230-12186,서울특별시 동대문구 한천로 59,,3000,0,0,2,2,4,1,127.0621947,37.56720601
11898,서울특별시 동대문구 답십리동 2-253번지,11230,10500,11230-100207065,서울특별시 동대문구 답십리로60길 81,명품가,2000,0,0,17,7,24,1,127.0631687,37.56948762
11901,서울특별시 동대문구 답십리동 2-272번지,11230,10500,11230-14837,서울특별시 동대문구 한천로 81-1,,20000,0,0,0,2,2,1,127.0632868,37.56911869
11903,서울특별시 동대문구 답십리동 2-290번지,11230,10500,11230-30343,서울특별시 동대문구 답십리로59길 39-7,우성빌라,2000,0,0,0,3,3,1,127.0667116,37.57493588
11904,서울특별시 동대문구 답십리동 2-294번지,11230,10500,11230-10593,서울특별시 동대문구 답십리로 210-3,동대문체육관,3000,0,0,44,12,56,1,127.063958,37.57228001
11906,서울특별시 동대문구 답십리동 2-35번지,11230,10500,11230-17415,서울특별시 동대문구 답십리로59길 12,,3000,16,0,0,0,16,1,127.0660903,37.57323993
11907,서울특별시 동대문구 답십리동 2-42번지,11230,10500,11230-18690,서울특별시 동대문구 한천로17길 10,,3000,0,0,0,8,8,1,127.0635074,37.56976053
11908,서울특별시 동대문구 답십리동 2-43번지,11230,10500,11230-21449,서울특별시 동대문구 한천로 77,,3000,0,0,22,5,27,1,127.0631822,37.56864122
11913,서울특별시 동대문구 답십리동 2-68번지,11230,10500,11230-31723,서울특별시 동대문구 답십리로60길 1,,4000,0,0,0,2,2,1,127.0656536,37.57251631
11914,서울특별시 동대문구 답십리동 2-70번지,11230,10500,11230-34980,서울특별시 동대문구 답십리로60길 78,,3000,0,0,0,1,1,1,127.0631362,37.56971911
11915,서울특별시 동대문구 답십리동 2-72번지,11230,10500,11230-33209,서울특별시 동대문구 답십리로60길 80,,1000,0,0,0,1,1,1,127.0630702,37.56964445
11917,서울특별시 동대문구 답십리동 2-9번지,11230,10500,11230-24613,서울특별시 동대문구 한천로17길 17,,2000,0,0,3,2,5,1,127.0629745,37.56971207
11923,서울특별시 동대문구 답십리동 21-10번지,11230,10500,11230-31408,서울특별시 동대문구 답십리로56가길 17,,1000,0,0,0,2,2,1,127.0582403,37.568901
11924,서울특별시 동대문구 답십리동 21-12번지,11230,10500,11230-35523,서울특별시 동대문구 답십리로56가길 6,,1000,0,0,0,1,1,1,127.0584383,37.56844508
11930,서울특별시 동대문구 답십리동 21-1번지,11230,10500,11230-16991,서울특별시 동대문구 답십리로48라길 12,,2000,0,0,0,5,5,1,127.058241,37.56902092
11931,서울특별시 동대문구 답십리동 21-20번지,11230,10500,11230-12489,서울특별시 동대문구 답십리로56길 108,금성파크빌,2000,0,0,7,0,7,1,127.0584298,37.56829597
11948,서울특별시 동대문구 답십리동 21-43번지,11230,10500,11230-12079,서울특별시 동대문구 답십리로48길 93-17,,1000,0,0,0,2,2,1,127.0581469,37.56831413
11963,서울특별시 동대문구 답십리동 21-60번지,11230,10500,11230-100188577,서울특별시 동대문구 답십리로48길 107,.,1000,0,0,0,2,2,1,127.057972,37.56807464
11972,서울특별시 동대문구 답십리동 21-6번지,11230,10500,11230-28351,서울특별시 동대문구 답십리로48길 93-13,,1000,0,0,0,1,1,1,127.058145,37.56842568
11981,서울특별시 동대문구 답십리동 21-8번지,11230,10500,11230-100242033,서울특별시 동대문구 전농로 36,답십리포레스트스퀘어,4000,0,0,28,2,30,1,127.0574331,37.5680113
11986,서울특별시 동대문구 답십리동 218-1번지,11230,10500,11230-30970,서울특별시 동대문구 답십리로 133,,10000,9,0,0,1,10,1,127.0548052,37.57305965
11987,서울특별시 동대문구 답십리동 22-10번지,11230,10500,11230-26058,서울특별시 동대문구 답십리로48라길 16,,1000,0,0,0,1,1,1,127.0585719,37.56896796
11990,서울특별시 동대문구 답십리동 22-15번지,11230,10500,11230-8866,서울특별시 동대문구 답십리로56길 96,,1000,0,0,0,2,2,1,127.0586819,37.56867814
11992,서울특별시 동대문구 답십리동 22-2번지,11230,10500,11230-100261575,서울특별시 동대문구 답십리로48라길 18,,1000,0,0,1,0,1,1,127.0586483,37.56895233
11994,서울특별시 동대문구 답십리동 22-5번지,11230,10500,11230-7162,서울특별시 동대문구 답십리로56길 90,,1000,0,0,4,0,4,1,127.0587295,37.56894256
11995,서울특별시 동대문구 답십리동 22-7번지,11230,10500,11230-26115,서울특별시 동대문구 답십리로56길 98,,2000,0,0,1,4,5,1,127.0586077,37.56855817
11996,서울특별시 동대문구 답십리동 231-11번지,11230,10500,11230-28925,서울특별시 동대문구 답십리로41길 8,,4000,0,0,3,2,5,1,127.0549398,37.57329313
12007,서울특별시 동대문구 답십리동 241-10번지,11230,10500,11230-14088,서울특별시 동대문구 답십리로 145-1,,4000,0,0,0,6,6,1,127.0563272,37.57308831
12008,서울특별시 동대문구 답십리동 241-16번지,11230,10500,11230-32671,서울특별시 동대문구 답십리로 145,,3000,0,0,0,4,4,1,127.0561052,37.57308877
12019,서울특별시 동대문구 답십리동 242-19번지,11230,10500,11230-100260455,서울특별시 동대문구 답십리로 147-6,러브패밀리,4000,0,0,0,2,2,1,127.0565191,37.57321499
12020,서울특별시 동대문구 답십리동 242-1번지,11230,10500,11230-100262735,서울특별시 동대문구 전농로11길 59,코지스페이스,4000,0,0,0,3,3,1,127.0570593,37.57344709
12021,서울특별시 동대문구 답십리동 242-26번지,11230,10500,11230-21828,서울특별시 동대문구 답십리로 147-7,,1000,0,0,2,2,4,1,127.0563643,37.57322452
12022,서울특별시 동대문구 답십리동 242-30번지,11230,10500,11230-17326,서울특별시 동대문구 답십리로 145-6,,1000,0,0,0,2,2,1,127.0562423,37.57321818
12023,서울특별시 동대문구 답십리동 242-38번지,11230,10500,11230-100238472,서울특별시 동대문구 전농로11길 79,,1000,0,0,0,1,1,1,127.0560792,37.5732252
12024,서울특별시 동대문구 답십리동 242-3번지,11230,10500,11230-17643,서울특별시 동대문구 전농로 91,,3000,0,0,0,10,10,1,127.0570558,37.57326419
12026,서울특별시 동대문구 답십리동 243-15번지,11230,10500,11230-15486,서울특별시 동대문구 전농로 97-3,,1000,0,0,0,2,2,1,127.0571649,37.57354885
12027,서울특별시 동대문구 답십리동 243-17번지,11230,10500,11230-25306,서울특별시 동대문구 전농로 97-5,,1000,0,0,0,2,2,1,127.0570488,37.57358486
12031,서울특별시 동대문구 답십리동 243-6번지,11230,10500,11230-100263995,서울특별시 동대문구 전농로 95,써밋 카운티,14000,30,0,1,0,31,1,127.0572899,37.573445
12033,서울특별시 동대문구 답십리동 244-2번지,11230,10500,11230-19210,서울특별시 동대문구 답십리로 151,,3000,0,0,0,6,6,1,127.0569207,37.57309784
12034,서울특별시 동대문구 답십리동 245-2번지,11230,10500,11230-8711,서울특별시 동대문구 답십리로 154,,4000,0,0,0,9,9,1,127.0570938,37.57262375
12041,서울특별시 동대문구 답십리동 246-21번지,11230,10500,11230-21984,서울특별시 동대문구 답십리로 150-2,,1000,0,0,0,1,1,1,127.0566953,37.5725797
12042,서울특별시 동대문구 답십리동 246-22번지,11230,10500,11230-15490,서울특별시 동대문구 답십리로 150-4,,1000,0,0,0,2,2,1,127.056694,37.57247302
12043,서울특별시 동대문구 답십리동 246-23번지,11230,10500,11230-30844,서울특별시 동대문구 답십리로 150,,4000,6,0,0,6,12,1,127.0565945,37.57261534
12044,서울특별시 동대문구 답십리동 246-29번지,11230,10500,11230-23776,서울특별시 동대문구 답십리로 152,,4000,0,0,1,2,3,1,127.0568636,37.57269369
12047,서울특별시 동대문구 답십리동 246-6번지,11230,10500,11230-18702,서울특별시 동대문구 답십리로 148,,4000,0,0,0,3,3,1,127.0564156,37.57274409
12050,서울특별시 동대문구 답십리동 248-11번지,11230,10500,11230-15351,서울특별시 동대문구 전농로 79-28,,1000,0,0,0,1,1,1,127.056351,37.57203089
12051,서울특별시 동대문구 답십리동 248-12번지,11230,10500,11230-18397,서울특별시 동대문구 전농로 79-26,,1000,0,0,0,1,1,1,127.0563508,37.57212045
12056,서울특별시 동대문구 답십리동 248-18번지,11230,10500,11230-100232212,서울특별시 동대문구 전농로 79-13,호경빌,1000,0,0,2,2,4,1,127.0565013,37.57191918
12057,서울특별시 동대문구 답십리동 248-19번지,11230,10500,11230-13500,서울특별시 동대문구 전농로 79-9,,1000,0,0,0,1,1,1,127.0566403,37.5719193
12059,서울특별시 동대문구 답십리동 248-20번지,11230,10500,11230-9543,서울특별시 동대문구 전농로 79-7,,1000,0,0,0,1,1,1,127.0567758,37.57191761
12060,서울특별시 동대문구 답십리동 248-21번지,11230,10500,11230-11072,서울특별시 동대문구 전농로 79-5,,1000,0,0,0,1,1,1,127.056915,37.57191142
12061,서울특별시 동대문구 답십리동 248-22번지,11230,10500,11230-28320,서울특별시 동대문구 전농로 77-1,,1000,0,0,3,1,4,1,127.0570963,37.57190025
12074,서울특별시 동대문구 답십리동 249-15번지,11230,10500,11230-100267255,서울특별시 동대문구 전농로 83-20,즐거운家,3000,0,0,0,1,1,1,127.0561713,37.57239624
12082,서울특별시 동대문구 답십리동 249-23번지,11230,10500,11230-23591,서울특별시 동대문구 전농로 83-27,,1000,0,0,0,1,1,1,127.0563243,37.57228462
12091,서울특별시 동대문구 답십리동 250-10번지,11230,10500,11230-17727,서울특별시 동대문구 전농로 75-11,,1000,0,0,0,1,1,1,127.0565873,37.57164866
12094,서울특별시 동대문구 답십리동 250-13번지,11230,10500,11230-20188,서울특별시 동대문구 전농로 75,두손빌딩,1000,12,0,1,0,13,1,127.0571218,37.57160678
12095,서울특별시 동대문구 답십리동 250-15번지,11230,10500,11230-100204122,서울특별시 동대문구 전농로 73-6,,1000,0,0,4,0,4,1,127.0568811,37.57154689
12098,서울특별시 동대문구 답십리동 250-18번지,11230,10500,11230-27855,서울특별시 동대문구 전농로 73-12,,1000,0,0,2,1,3,1,127.0564426,37.57153665
12102,서울특별시 동대문구 답십리동 250-23번지,11230,10500,11230-13846,서울특별시 동대문구 전농로 73-13,,1000,0,0,0,2,2,1,127.0564427,37.57138772
12104,서울특별시 동대문구 답십리동 250-25번지,11230,10500,11230-36149,서울특별시 동대문구 전농로 73-7,,1000,0,0,0,3,3,1,127.0567363,37.57138983
12113,서울특별시 동대문구 답십리동 250-45번지,11230,10500,11230-9834,서울특별시 동대문구 전농로 73-5,,1000,0,0,0,1,1,1,127.0568736,37.57142157
12117,서울특별시 동대문구 답십리동 252-13번지,11230,10500,11230-14661,서울특별시 동대문구 전농로 71,,3000,0,0,5,0,5,1,127.057054,37.57125191
12126,서울특별시 동대문구 답십리동 253-22번지,11230,10500,11230-26116,서울특별시 동대문구 전농로5길 6,,1000,0,0,1,1,2,1,127.0567989,37.57100021
12149,서울특별시 동대문구 답십리동 255-2번지,11230,10500,11230-15943,서울특별시 동대문구 전농로3길 76,,1000,0,0,0,2,2,1,127.0560561,37.57108643
12150,서울특별시 동대문구 답십리동 255-4번지,11230,10500,11230-13808,서울특별시 동대문구 전농로5길 18,,1000,0,0,1,0,1,1,127.0561817,37.57100582
12158,서울특별시 동대문구 답십리동 256-20번지,11230,10500,11230-35565,서울특별시 동대문구 전농로3길 52-5,,1000,0,0,0,2,2,1,127.0562391,37.57024012
12180,서울특별시 동대문구 답십리동 256-47번지,11230,10500,11230-34737,서울특별시 동대문구 전농로3길 62,,1000,0,0,0,4,4,1,127.0559826,37.57048442
12186,서울특별시 동대문구 답십리동 256-54번지,11230,10500,11230-14668,서울특별시 동대문구 전농로5길 13-3,,1000,0,0,0,1,1,1,127.0564813,37.57076313
12187,서울특별시 동대문구 답십리동 256-55번지,11230,10500,11230-28101,서울특별시 동대문구 전농로5길 11,,1000,0,0,0,1,1,1,127.0564881,37.57086494
12192,서울특별시 동대문구 답십리동 256-5번지,11230,10500,11230-8142,서울특별시 동대문구 전농로3가길 21,,1000,0,0,0,1,1,1,127.0565176,37.57023657
12210,서울특별시 동대문구 답십리동 258-1번지,11230,10500,11230-13545,서울특별시 동대문구 전농로 68,,6000,0,0,6,0,6,1,127.0574753,37.57077472
12215,서울특별시 동대문구 답십리동 259-10번지,11230,10500,11230-100268355,서울특별시 동대문구 전농로 59,더프레젠트259,2000,16,0,1,1,18,1,127.0569274,37.57025547
12222,서울특별시 동대문구 답십리동 259-22번지,11230,10500,11230-100211131,서울특별시 동대문구 전농로 57-1,,4000,0,0,6,0,6,1,127.0569192,37.57011501
12223,서울특별시 동대문구 답십리동 259-2번지,11230,10500,11230-25899,서울특별시 동대문구 전농로3가길 20,,1000,0,0,0,3,3,1,127.0567272,37.57014123
12230,서울특별시 동대문구 답십리동 260-1번지,11230,10500,11230-11315,서울특별시 동대문구 전농로 53,,3000,0,0,2,3,5,1,127.0568958,37.56974471
12233,서울특별시 동대문구 답십리동 262-2번지,11230,10500,11230-30014,서울특별시 동대문구 전농로 51,,3000,0,0,0,1,1,1,127.0568892,37.5695601
12234,서울특별시 동대문구 답십리동 263-1번지,11230,10500,11230-100215453,서울특별시 동대문구 전농로 49-7,,3000,0,0,0,3,3,1,127.0568384,37.56927757
12240,서울특별시 동대문구 답십리동 265-4번지,11230,10500,11230-35373,서울특별시 동대문구 전농로 44,답십리 근린생활시설,4000,0,0,0,7,7,1,127.0573355,37.56880593
12241,서울특별시 동대문구 답십리동 266-3번지,11230,10500,11230-29430,서울특별시 동대문구 전농로 37,,4000,0,0,4,0,4,1,127.056826,37.56842308
12246,서울특별시 동대문구 답십리동 268-3번지,11230,10500,11230-100259975,서울특별시 동대문구 전농로 45,엘림스퀘어3,2000,52,0,2,0,54,1,127.0568184,37.56909937
12247,서울특별시 동대문구 답십리동 268-4번지,11230,10500,11230-27572,서울특별시 동대문구 전농로 35,,4000,0,0,0,10,10,1,127.0567276,37.56828906
12255,서울특별시 동대문구 답십리동 269-16번지,11230,10500,11230-20951,서울특별시 동대문구 전농로3길 34-6,,1000,0,0,0,1,1,1,127.0563287,37.5691988
12266,서울특별시 동대문구 답십리동 27-13번지,11230,10500,11230-8319,서울특별시 동대문구 답십리로56길 103,,3000,0,0,2,2,4,1,127.0587424,37.56827248
12267,서울특별시 동대문구 답십리동 27-3번지,11230,10500,11230-15576,서울특별시 동대문구 한천로11다길 78,,2000,0,0,5,1,6,1,127.0595138,37.56842328
12268,서울특별시 동대문구 답십리동 27-5번지,11230,10500,11230-100236432,서울특별시 동대문구 한천로11다길 80,금영파크,2000,0,0,3,3,6,1,127.0593712,37.56842173
12269,서울특별시 동대문구 답십리동 27-7번지,11230,10500,11230-100259435,서울특별시 동대문구 한천로11다길 84,미소홈타운,2000,0,0,0,8,8,1,127.0592177,37.56838784
12271,서울특별시 동대문구 답십리동 270-11번지,11230,10500,11230-22291,서울특별시 동대문구 전농로3가길 8,,1000,0,0,0,1,1,1,127.0564317,37.56963294
12272,서울특별시 동대문구 답십리동 270-12번지,11230,10500,11230-13460,서울특별시 동대문구 전농로3가길 10,,1000,0,0,0,1,1,1,127.0565217,37.56963119
12273,서울특별시 동대문구 답십리동 270-1번지,11230,10500,11230-30832,서울특별시 동대문구 전농로3가길 9,,1000,0,0,0,1,1,1,127.0565176,37.56976328
12288,서울특별시 동대문구 답십리동 271-7번지,11230,10500,11230-100249475,서울특별시 동대문구 전농로3가길 15,,1000,0,0,0,2,2,1,127.0565424,37.56997779
12289,서울특별시 동대문구 답십리동 271-8번지,11230,10500,11230-29401,서울특별시 동대문구 전농로3길 46-21,,1000,0,0,0,1,1,1,127.0565163,37.56990248
12292,서울특별시 동대문구 답십리동 274번지,11230,10500,11230-12240,서울특별시 동대문구 전농로3길 23,답십리초등학교,10000,0,0,0,75,75,1,127.0556517,37.56886819
12304,서울특별시 동대문구 답십리동 29-16번지,11230,10500,11230-24522,서울특별시 동대문구 답십리로56길 81,,1000,0,0,0,2,2,1,127.0589715,37.56927238
12305,서울특별시 동대문구 답십리동 29-17번지,11230,10500,11230-9850,서울특별시 동대문구 답십리로56길 83-2,,1000,0,0,4,0,4,1,127.0589397,37.56915239
12306,서울특별시 동대문구 답십리동 29-18번지,11230,10500,11230-32715,서울특별시 동대문구 답십리로56길 83-4,,1000,0,0,0,2,2,1,127.0590672,37.56913863
12311,서울특별시 동대문구 답십리동 29-29번지,11230,10500,11230-100264626,서울특별시 동대문구 답십리로56길 84,빌라승승,1000,0,0,3,0,3,1,127.0587542,37.56920077
12313,서울특별시 동대문구 답십리동 29-32번지,11230,10500,11230-100193231,서울특별시 동대문구 답십리로48라길 15-4,,1000,0,0,2,2,4,1,127.0586467,37.56927101
12318,서울특별시 동대문구 답십리동 29-37번지,11230,10500,11230-100200523,서울특별시 동대문구 답십리로48다길 8,,4000,0,0,2,1,3,1,127.0581637,37.56938667
12319,서울특별시 동대문구 답십리동 29-38번지,11230,10500,11230-31095,서울특별시 동대문구 답십리로48다길 6,,1000,0,0,3,0,3,1,127.0580276,37.56939404
