순번,대지위치,시군구코드,법정동코드,관리건축물대장PK,도로명대지위치,건물명,주용도코드,옥내기계식대수(대),옥외기계식대수(대),옥내자주식대수(대),옥외자주식대수(대),총주차면수,위치별선택,X,Y
19922,서울특별시 동대문구 청량리동 61-317번지,11230,10700,11230-26148,서울특별시 동대문구 제기로33길 7-7,,1000,0,0,0,2,2,1,127.0488898,37.58679961
19925,서울특별시 동대문구 청량리동 61-321번지,11230,10700,11230-33235,서울특별시 동대문구 제기로33길 7,,1000,0,0,0,1,1,1,127.0489773,37.58664731
19929,서울특별시 동대문구 청량리동 61-341번지,11230,10700,11230-32542,서울특별시 동대문구 제기로37길 2-20,,1000,0,0,0,1,1,1,127.051144,37.58636861
19937,서울특별시 동대문구 청량리동 61-357번지,11230,10700,11230-19387,서울특별시 동대문구 제기로37길 8-9,,1000,0,0,0,1,1,1,127.0504008,37.58656481
19938,서울특별시 동대문구 청량리동 61-358번지,11230,10700,11230-24286,서울특별시 동대문구 제기로37길 8-11,영훈빌라,2000,0,0,2,0,2,1,127.0505156,37.58659044
19940,서울특별시 동대문구 청량리동 61-360번지,11230,10700,11230-9439,서울특별시 동대문구 제기로37길 8-15,,1000,0,0,0,2,2,1,127.0507273,37.5866436
19944,서울특별시 동대문구 청량리동 61-367번지,11230,10700,11230-23582,서울특별시 동대문구 제기로37길 8-18,,1000,0,0,0,1,1,1,127.0508709,37.58653433
19947,서울특별시 동대문구 청량리동 61-370번지,11230,10700,11230-29995,서울특별시 동대문구 제기로37길 2-9,,1000,0,0,1,1,2,1,127.0505966,37.58641615
19973,서울특별시 동대문구 청량리동 61번지,11230,10700,11230-6065,서울특별시 동대문구 제기로31길 10-3,관음전,6000,0,0,0,18,18,1,127.0473106,37.58815733
20000,서울특별시 동대문구 청량리동 654번지,11230,10700,11230-25117,서울특별시 동대문구 홍릉로 41-1,,4000,0,0,2,2,4,1,127.0437054,37.58397127
20018,서울특별시 동대문구 청량리동 684번지,11230,10700,11230-100194306,서울특별시 동대문구 약령시로17길 6-2,,4000,0,0,0,1,1,1,127.0435905,37.58341215
20021,서울특별시 동대문구 청량리동 687번지,11230,10700,11230-15022,서울특별시 동대문구 약령시로 123,,3000,0,0,0,4,4,1,127.0436472,37.58325905
20022,서울특별시 동대문구 청량리동 689번지,11230,10700,11230-18825,서울특별시 동대문구 약령시로 124,경동병원,11000,11,0,0,1,12,1,127.0437677,37.58294294
20034,서울특별시 동대문구 청량리동 705-1번지,11230,10700,11230-7074,서울특별시 동대문구 홍릉로 23,,3000,0,0,4,3,7,1,127.0441478,37.58256943
20039,서울특별시 동대문구 청량리동 710번지,11230,10700,11230-6121,서울특별시 동대문구 홍릉로 19,,14000,0,0,0,16,16,1,127.0443883,37.58205694
20046,서울특별시 동대문구 청량리동 726번지,11230,10700,11230-17598,서울특별시 동대문구 홍릉로3길 6-13,,15000,0,0,1,3,4,1,127.0439779,37.58240218
20048,서울특별시 동대문구 청량리동 728번지,11230,10700,11230-36608,서울특별시 동대문구 홍릉로5길 7,,4000,0,0,0,2,2,1,127.0438716,37.58254917
20049,서울특별시 동대문구 청량리동 730번지,11230,10700,11230-27631,서울특별시 동대문구 홍릉로3길 6-15,,15000,0,0,0,2,2,1,127.0438946,37.58246636
20054,서울특별시 동대문구 청량리동 738번지,11230,10700,11230-9366,서울특별시 동대문구 홍릉로 13,청량리현대코아,7000,0,0,344,5,349,1,127.0443901,37.58144039
20079,서울특별시 동대문구 청량리동 761번지,11230,10700,11230-21929,서울특별시 동대문구 왕산로 185,,3000,0,0,2,0,2,1,127.0438471,37.58004883
20080,서울특별시 동대문구 청량리동 766번지,11230,10700,11230-26458,,,3000,0,0,0,4,4,1,127.0435685,37.57993856
20103,서울특별시 동대문구 청량리동 774번지,11230,10700,11230-18415,서울특별시 동대문구 왕산로37길 27,청량리현대코아,7000,0,0,226,6,232,1,127.0437364,37.58110294
20104,서울특별시 동대문구 청량리동 777번지,11230,10700,11230-31833,서울특별시 동대문구 홍릉로1길 26,,3000,0,0,0,1,1,1,127.0433782,37.58080566
20124,서울특별시 동대문구 청량리동 7번지,11230,10700,11230-3408,서울특별시 동대문구 왕산로 303,,10000,0,0,0,61,61,1,127.0512008,37.58863089
20131,서울특별시 동대문구 청량리동 949번지,11230,10700,11230-3990,서울특별시 동대문구 회기로5길 100,샹그레빌 아파트,2000,0,0,268,116,384,1,127.0409384,37.59512339
20214,서울특별시 동대문구 청량리동 산 5-13번지,11230,10700,11230-100250174,서울특별시 동대문구 회기로 57,식물환경조절실험동,10000,0,0,0,2,2,1,127.041967,37.59291128
20248,서울특별시 동대문구 회기동 1-5번지,11230,10800,11230-100210573,서울특별시 동대문구 경희대로 23,양수장(78),10000,1463,0,1201,7,2671,1,127.0513947,37.59671261
20306,서울특별시 동대문구 회기동 101-16번지,11230,10800,11230-100182265,서울특별시 동대문구 회기로16길 13,,1000,0,0,5,0,5,1,127.0513327,37.59060716
20307,서울특별시 동대문구 회기동 101-17번지,11230,10800,11230-24137,서울특별시 동대문구 회기로12길 27-22,동일아트맨션,2000,0,0,5,1,6,1,127.0510651,37.59017264
20310,서울특별시 동대문구 회기동 101-20번지,11230,10800,11230-32418,서울특별시 동대문구 회기로12길 27-12,,2000,0,0,0,8,8,1,127.0505871,37.59006076
20311,서울특별시 동대문구 회기동 101-23번지,11230,10800,11230-24645,서울특별시 동대문구 회기로12길 27-21,,2000,0,0,0,5,5,1,127.0509195,37.59036209
20312,서울특별시 동대문구 회기동 101-24번지,11230,10800,11230-35996,서울특별시 동대문구 회기로12길 27-11,,2000,0,0,0,7,7,1,127.050782,37.5902179
20313,서울특별시 동대문구 회기동 101-25번지,11230,10800,11230-25000,서울특별시 동대문구 회기로12길 27-9,,1000,0,0,4,2,6,1,127.0506901,37.59033786
20316,서울특별시 동대문구 회기동 101-28번지,11230,10800,11230-35757,서울특별시 동대문구 회기로12길 27-8,한솔빌라,2000,0,0,8,0,8,1,127.0503988,37.59017076
20320,서울특별시 동대문구 회기동 101-33번지,11230,10800,11230-18566,서울특별시 동대문구 회기로12길 27-24,동일주택,1000,0,0,0,1,1,1,127.0511383,37.59024171
20322,서울특별시 동대문구 회기동 101-4번지,11230,10800,11230-16680,서울특별시 동대문구 회기로12가길 35,,1000,0,0,2,0,2,1,127.0514567,37.59057819
20323,서울특별시 동대문구 회기동 101-5번지,11230,10800,11230-100196262,서울특별시 동대문구 회기로12가길 33,,1000,0,0,1,1,2,1,127.0513198,37.59053806
20325,서울특별시 동대문구 회기동 101번지,11230,10800,11230-23350,서울특별시 동대문구 회기로12길 27-26,,1000,0,0,2,3,5,1,127.0511983,37.5903489
20326,서울특별시 동대문구 회기동 102-100번지,11230,10800,11230-32006,서울특별시 동대문구 회기로12길 24,,1000,0,0,0,2,2,1,127.0499561,37.59039755
20327,서울특별시 동대문구 회기동 102-101번지,11230,10800,11230-17899,서울특별시 동대문구 회기로12길 26,큐브하우스,2000,0,0,4,2,6,1,127.0500302,37.59030661
20329,서울특별시 동대문구 회기동 102-103번지,11230,10800,11230-36191,서울특별시 동대문구 회기로12길 36-8,,1000,0,0,0,1,1,1,127.0498269,37.59034382
20338,서울특별시 동대문구 회기동 102-112번지,11230,10800,11230-29037,서울특별시 동대문구 회기로12길 31-5,,1000,0,0,0,1,1,1,127.0502438,37.59001036
20340,서울특별시 동대문구 회기동 102-115번지,11230,10800,11230-17177,서울특별시 동대문구 회기로12길 33,,1000,0,0,0,2,2,1,127.0500623,37.59002026
20341,서울특별시 동대문구 회기동 102-116번지,11230,10800,11230-9818,서울특별시 동대문구 회기로12길 31-6,,1000,0,0,0,2,2,1,127.0501398,37.58991382
20344,서울특별시 동대문구 회기동 102-119번지,11230,10800,11230-18535,서울특별시 동대문구 회기로12길 28,,1000,0,0,0,2,2,1,127.0500908,37.59021486
20345,서울특별시 동대문구 회기동 102-120번지,11230,10800,11230-34120,서울특별시 동대문구 회기로12길 36-2,회기동주택,1000,0,0,0,3,3,1,127.0499653,37.59015824
20346,서울특별시 동대문구 회기동 102-125번지,11230,10800,11230-100236112,서울특별시 동대문구 회기로12길 35,,1000,0,0,0,1,1,1,127.0499399,37.58998752
20347,서울특별시 동대문구 회기동 102-126번지,11230,10800,11230-22030,서울특별시 동대문구 회기로12길 37-3,,1000,0,0,0,1,1,1,127.0499956,37.58990838
20348,서울특별시 동대문구 회기동 102-127번지,11230,10800,11230-100210373,서울특별시 동대문구 회기로12길 37-5,,1000,0,0,0,1,1,1,127.0500498,37.58983079
20349,서울특별시 동대문구 회기동 102-128번지,11230,10800,11230-6574,서울특별시 동대문구 회기로12길 37-7,,1000,0,0,0,1,1,1,127.0501038,37.58975526
20350,서울특별시 동대문구 회기동 102-130번지,11230,10800,11230-13082,서울특별시 동대문구 회기로12길 37,,1000,0,0,0,1,1,1,127.0498035,37.58992631
20351,서울특별시 동대문구 회기동 102-131번지,11230,10800,11230-15087,서울특별시 동대문구 회기로12길 37-4,,1000,0,0,0,1,1,1,127.0498555,37.58984853
20352,서울특별시 동대문구 회기동 102-132번지,11230,10800,11230-22626,서울특별시 동대문구 회기로12길 37-6,,1000,0,0,0,1,1,1,127.0499086,37.58977156
20353,서울특별시 동대문구 회기동 102-133번지,11230,10800,11230-32963,서울특별시 동대문구 회기로12길 37-8,,1000,0,0,0,1,1,1,127.0499654,37.58968729
20354,서울특별시 동대문구 회기동 102-134번지,11230,10800,11230-13642,서울특별시 동대문구 회기로12길 41,,1000,0,0,0,1,1,1,127.0496988,37.58987995
20356,서울특별시 동대문구 회기동 102-136번지,11230,10800,11230-19723,서울특별시 동대문구 회기로12길 37-11,,1000,0,0,0,1,1,1,127.0502123,37.58960727
20357,서울특별시 동대문구 회기동 102-137번지,11230,10800,11230-100238473,서울특별시 동대문구 회기로12길 37-13,,1000,0,0,0,1,1,1,127.0502592,37.58952914
20360,서울특별시 동대문구 회기동 102-142번지,11230,10800,11230-100249034,서울특별시 동대문구 홍릉로24길 131,리치팰리스,2000,0,0,0,7,7,1,127.0500739,37.5893282
20361,서울특별시 동대문구 회기동 102-143번지,11230,10800,11230-100249054,서울특별시 동대문구 회기로12길 41-16,,1000,0,0,0,1,1,1,127.0501477,37.58943133
20362,서울특별시 동대문구 회기동 102-145번지,11230,10800,11230-100240232,서울특별시 동대문구 회기로12길 37-12,,1000,0,0,0,1,1,1,127.0500267,37.58960348
20363,서울특별시 동대문구 회기동 102-146번지,11230,10800,11230-100238912,서울특별시 동대문구 회기로12길 37-14,,1000,0,0,0,1,1,1,127.0500831,37.58952903
20364,서울특별시 동대문구 회기동 102-147번지,11230,10800,11230-100233632,서울특별시 동대문구 회기로12길 41-13,,1000,0,0,0,1,1,1,127.0499703,37.5894888
20365,서울특별시 동대문구 회기동 102-148번지,11230,10800,11230-28302,서울특별시 동대문구 회기로12길 41-9,,1000,0,0,0,1,1,1,127.0499104,37.58956965
20366,서울특별시 동대문구 회기동 102-149번지,11230,10800,11230-17252,서울특별시 동대문구 회기로12길 41-7,,1000,0,0,0,1,1,1,127.0498556,37.58964644
20367,서울특별시 동대문구 회기동 102-150번지,11230,10800,11230-16259,서울특별시 동대문구 회기로12길 41-5,,1000,0,0,0,1,1,1,127.0498026,37.5897234
20368,서울특별시 동대문구 회기동 102-151번지,11230,10800,11230-15096,서울특별시 동대문구 회기로12길 41-3,,1000,0,0,0,1,1,1,127.0497492,37.58980064
20369,서울특별시 동대문구 회기동 102-152번지,11230,10800,11230-19973,서울특별시 동대문구 회기로12길 41-4,,1000,0,0,0,1,1,1,127.0496154,37.58974078
20370,서울특별시 동대문구 회기동 102-153번지,11230,10800,11230-22819,서울특별시 동대문구 회기로12길 41-6,,1000,0,0,0,1,1,1,127.0496764,37.58965633
20371,서울특별시 동대문구 회기동 102-154번지,11230,10800,11230-25068,서울특별시 동대문구 회기로12길 41-8,,1000,0,0,0,1,1,1,127.0497417,37.58956458
20373,서울특별시 동대문구 회기동 102-156번지,11230,10800,11230-100235292,서울특별시 동대문구 홍릉로24길 129,,1000,0,0,0,1,1,1,127.0498772,37.58939127
20375,서울특별시 동대문구 회기동 102-168번지,11230,10800,11230-29647,서울특별시 동대문구 홍릉로24길 127,,1000,0,0,0,1,1,1,127.0497474,37.58936843
20377,서울특별시 동대문구 회기동 102-172번지,11230,10800,11230-18687,서울특별시 동대문구 회기로12길 48-5,다경주택,2000,0,0,4,2,6,1,127.0490607,37.59001762
20378,서울특별시 동대문구 회기동 102-173번지,11230,10800,11230-19261,서울특별시 동대문구 회기로12길 48-3,,1000,0,0,0,3,3,1,127.04913,37.58992073
20379,서울특별시 동대문구 회기동 102-174번지,11230,10800,11230-8841,서울특별시 동대문구 회기로12길 50,,1000,0,0,0,3,3,1,127.0492016,37.58981799
20384,서울특별시 동대문구 회기동 102-179번지,11230,10800,11230-23233,서울특별시 동대문구 회기로12다길 23,,2000,0,0,1,2,3,1,127.0488501,37.59003293
20386,서울특별시 동대문구 회기동 102-180번지,11230,10800,11230-20635,서울특별시 동대문구 회기로12길 54-7,,1000,0,0,0,1,1,1,127.0486831,37.58992137
20387,서울특별시 동대문구 회기동 102-181번지,11230,10800,11230-10200,서울특별시 동대문구 회기로12길 54-5,,1000,0,0,0,3,3,1,127.0487435,37.58983295
20388,서울특별시 동대문구 회기동 102-182번지,11230,10800,11230-12033,서울특별시 동대문구 회기로12길 54-3,,1000,0,0,0,3,3,1,127.0488053,37.58974724
20389,서울특별시 동대문구 회기동 102-183번지,11230,10800,11230-31582,서울특별시 동대문구 회기로12길 56,,1000,0,0,0,3,3,1,127.0488694,37.58965847
20390,서울특별시 동대문구 회기동 102-184번지,11230,10800,11230-11439,서울특별시 동대문구 회기로12길 58,,1000,0,0,0,2,2,1,127.0487142,37.58958808
20391,서울특별시 동대문구 회기동 102-185번지,11230,10800,11230-13588,서울특별시 동대문구 회기로12다길 39,,1000,0,0,0,3,3,1,127.0486491,37.5896801
20393,서울특별시 동대문구 회기동 102-187번지,11230,10800,11230-100200041,서울특별시 동대문구 회기로12다길 33,,2000,0,0,1,3,4,1,127.0485247,37.58985296
20394,서울특별시 동대문구 회기동 102-188번지,11230,10800,11230-100211113,서울특별시 동대문구 회기로12다길 34,,1000,0,0,1,0,1,1,127.0483585,37.58978698
20397,서울특별시 동대문구 회기동 102-191번지,11230,10800,11230-21765,서울특별시 동대문구 홍릉로24길 109,,1000,0,0,0,2,2,1,127.0487612,37.58908089
20398,서울특별시 동대문구 회기동 102-192번지,11230,10800,11230-7164,서울특별시 동대문구 회기로12길 47-4,,2000,0,0,6,0,6,1,127.0493597,37.58965728
20399,서울특별시 동대문구 회기동 102-194번지,11230,10800,11230-100216332,서울특별시 동대문구 회기로12길 47-6,,1000,0,0,0,1,1,1,127.0494471,37.5895338
20400,서울특별시 동대문구 회기동 102-195번지,11230,10800,11230-100216333,서울특별시 동대문구 회기로12길 47-8,,1000,0,0,0,1,1,1,127.0494977,37.58946341
20402,서울특별시 동대문구 회기동 102-197번지,11230,10800,11230-100189517,서울특별시 동대문구 홍릉로24길 125,,1000,0,0,0,1,1,1,127.0496029,37.58931957
20407,서울특별시 동대문구 회기동 102-202번지,11230,10800,11230-31616,서울특별시 동대문구 회기로12길 51-3,,1000,0,0,0,1,1,1,127.0492822,37.58956342
20408,서울특별시 동대문구 회기동 102-203번지,11230,10800,11230-10549,서울특별시 동대문구 회기로12길 49,,1000,0,0,0,2,2,1,127.0492218,37.58964832
20409,서울특별시 동대문구 회기동 102-205번지,11230,10800,11230-34285,서울특별시 동대문구 회기로12길 53,,1000,0,0,0,3,3,1,127.0490861,37.58958684
20410,서울특별시 동대문구 회기동 102-206번지,11230,10800,11230-100236961,서울특별시 동대문구 회기로12길 51-4,MJ빌-Ⅱ,1000,0,0,0,2,2,1,127.0491507,37.58949518
20411,서울특별시 동대문구 회기동 102-207번지,11230,10800,11230-100236852,서울특별시 동대문구 회기로12길 51-8,MJ빌Ⅰ,1000,0,0,0,2,2,1,127.0492129,37.58940821
20412,서울특별시 동대문구 회기동 102-208번지,11230,10800,11230-13769,서울특별시 동대문구 회기로12길 51-10,,1000,0,0,0,1,1,1,127.0492724,37.58932412
20416,서울특별시 동대문구 회기동 102-213번지,11230,10800,11230-8405,서울특별시 동대문구 회기로12길 55,동일아트맨션,2000,0,0,6,0,6,1,127.0490092,37.58949218
20418,서울특별시 동대문구 회기동 102-217번지,11230,10800,11230-100197324,서울특별시 동대문구 회기로12길 57-4,,1000,0,0,0,1,1,1,127.0489039,37.58938446
20419,서울특별시 동대문구 회기동 102-218번지,11230,10800,11230-24794,서울특별시 동대문구 회기로12길 57-6,,1000,0,0,0,1,1,1,127.0489653,37.58929848
20425,서울특별시 동대문구 회기동 102-225번지,11230,10800,11230-27532,서울특별시 동대문구 회기로12길 61,,1000,0,0,0,2,2,1,127.0485971,37.58936035
20427,서울특별시 동대문구 회기동 102-227번지,11230,10800,11230-8706,서울특별시 동대문구 회기로12길 61-8,,1000,0,0,0,2,2,1,127.0487163,37.58916767
20428,서울특별시 동대문구 회기동 102-228번지,11230,10800,11230-100237873,서울특별시 동대문구 회기로12다길 17,,1000,0,0,0,1,1,1,127.0491022,37.59018951
20430,서울특별시 동대문구 회기동 102-232번지,11230,10800,11230-32584,서울특별시 동대문구 회기로12길 48-6,,1000,0,0,0,1,1,1,127.0492621,37.59002474
20431,서울특별시 동대문구 회기동 102-233번지,11230,10800,11230-100224972,서울특별시 동대문구 회기로12길 48-4,,1000,0,0,0,1,1,1,127.049316,37.58994822
20436,서울특별시 동대문구 회기동 102-239번지,11230,10800,11230-100228832,서울특별시 동대문구 회기로12길 47-9,,1000,0,0,0,1,1,1,127.049646,37.58950813
20437,서울특별시 동대문구 회기동 102-23번지,11230,10800,11230-18061,서울특별시 동대문구 회기로12나길 31,,1000,0,0,0,2,2,1,127.0484129,37.58997959
20438,서울특별시 동대문구 회기동 102-240번지,11230,10800,11230-100228592,서울특별시 동대문구 회기로12길 47-11,,1000,0,0,0,1,1,1,127.0496926,37.58944279
20440,서울특별시 동대문구 회기동 102-26번지,11230,10800,11230-9197,서울특별시 동대문구 회기로12나길 43,,1000,0,0,0,1,1,1,127.0479408,37.58973012
20442,서울특별시 동대문구 회기동 102-29번지,11230,10800,11230-4589,서울특별시 동대문구 회기로12나길 45,,1000,0,0,0,4,4,1,127.047901,37.58964274
20445,서울특별시 동대문구 회기동 102-31번지,11230,10800,11230-36290,서울특별시 동대문구 회기로10가길 18,,2000,0,0,3,0,3,1,127.0482468,37.59038303
20446,서울특별시 동대문구 회기동 102-32번지,11230,10800,11230-36890,서울특별시 동대문구 회기로10가길 14,,2000,0,0,5,0,5,1,127.0481796,37.59029368
20450,서울특별시 동대문구 회기동 102-36번지,11230,10800,11230-27284,서울특별시 동대문구 회기로10길 57-2,,1000,0,0,0,1,1,1,127.0477412,37.58994031
20451,서울특별시 동대문구 회기동 102-38번지,11230,10800,11230-28236,서울특별시 동대문구 회기로10가길 9,두올파크,2000,0,0,5,2,7,1,127.048073,37.59051429
20453,서울특별시 동대문구 회기동 102-40번지,11230,10800,11230-11708,서울특별시 동대문구 회기로10가길 11,,1000,0,0,0,2,2,1,127.0480027,37.59034241
20454,서울특별시 동대문구 회기동 102-42번지,11230,10800,11230-17155,서울특별시 동대문구 회기로10가길 8,,1000,0,0,0,2,2,1,127.0479079,37.59023649
20455,서울특별시 동대문구 회기동 102-43번지,11230,10800,11230-27383,서울특별시 동대문구 회기로10길 57,,1000,0,0,0,2,2,1,127.0477255,37.5898022
20464,서울특별시 동대문구 회기동 102-50번지,11230,10800,11230-33955,서울특별시 동대문구 회기로12나길 29,,1000,0,0,2,0,2,1,127.0485642,37.59003386
20466,서울특별시 동대문구 회기동 102-64번지,11230,10800,11230-27800,서울특별시 동대문구 회기로12길 37-9,,1000,0,0,0,1,1,1,127.050159,37.589681
20468,서울특별시 동대문구 회기동 102-80번지,11230,10800,11230-100191280,서울특별시 동대문구 회기로12다길 7,,4000,0,0,0,2,2,1,127.0496096,37.59034706
20469,서울특별시 동대문구 회기동 102-81번지,11230,10800,11230-8887,서울특별시 동대문구 회기로12길 36-7,,1000,0,0,4,0,4,1,127.0496686,37.59025838
20470,서울특별시 동대문구 회기동 102-82번지,11230,10800,11230-29219,서울특별시 동대문구 회기로12길 36-3,,1000,0,0,0,1,1,1,127.0497322,37.59016861
20471,서울특별시 동대문구 회기동 102-85번지,11230,10800,11230-32788,서울특별시 동대문구 회기로12길 42-4,,1000,0,0,0,2,2,1,127.0495953,37.59009902
20473,서울특별시 동대문구 회기동 102-87번지,11230,10800,11230-100236173,서울특별시 동대문구 회기로12다길 11,골드 빌,1000,0,0,0,2,2,1,127.049475,37.59027125
20474,서울특별시 동대문구 회기동 102-89번지,11230,10800,11230-23519,서울특별시 동대문구 회기로12길 42-7,,1000,0,0,0,2,2,1,127.0492912,37.5902088
20477,서울특별시 동대문구 회기동 102-91번지,11230,10800,11230-23124,서울특별시 동대문구 회기로12길 42-3,,1000,0,0,0,2,2,1,127.0494222,37.59002648
20478,서울특별시 동대문구 회기동 102-94번지,11230,10800,11230-16878,서울특별시 동대문구 회기로12길 36,,1000,0,0,0,2,2,1,127.0497958,37.59007831
20479,서울특별시 동대문구 회기동 102-95번지,11230,10800,11230-35388,서울특별시 동대문구 회기로12길 40,,1000,0,0,0,2,2,1,127.0496544,37.59001169
20480,서울특별시 동대문구 회기동 102-97번지,11230,10800,11230-8153,서울특별시 동대문구 회기로12길 42,,1000,0,0,0,2,2,1,127.0494849,37.58993626
20481,서울특별시 동대문구 회기동 102-99번지,11230,10800,11230-35837,서울특별시 동대문구 회기로12길 20,장미원빌라,2000,0,0,8,0,8,1,127.0498821,37.59050147
20484,서울특별시 동대문구 회기동 103-103번지,11230,10800,11230-100255395,서울특별시 동대문구 회기로12가길 9,,1000,0,0,0,3,3,1,127.05013,37.59068372
20485,서울특별시 동대문구 회기동 103-104번지,11230,10800,11230-35327,서울특별시 동대문구 회기로12길 8,한국기독교장로회동녘교회,6000,0,0,4,2,6,1,127.0495584,37.59105004
20486,서울특별시 동대문구 회기동 103-105번지,11230,10800,11230-31167,서울특별시 동대문구 이문로3길 70-1,회기동103빌딩,10000,0,0,0,3,3,1,127.051177,37.59101556
20492,서울특별시 동대문구 회기동 103-112번지,11230,10800,11230-10838,서울특별시 동대문구 이문로3길 74-1,,1000,0,0,1,1,2,1,127.0509253,37.59096873
20496,서울특별시 동대문구 회기동 103-117번지,11230,10800,11230-4593,서울특별시 동대문구 회기로16길 6,,1000,0,0,3,2,5,1,127.0513373,37.59104459
20497,서울특별시 동대문구 회기동 103-118번지,11230,10800,11230-10282,서울특별시 동대문구 이문로3길 70,,1000,0,0,0,2,2,1,127.0513086,37.59093702
20498,서울특별시 동대문구 회기동 103-11번지,11230,10800,11230-9716,서울특별시 동대문구 회기로18길 26,,1000,0,0,0,1,1,1,127.0530838,37.59067675
20501,서울특별시 동대문구 회기동 103-124번지,11230,10800,11230-34286,서울특별시 동대문구 이문로3길 73-3,,1000,0,0,0,1,1,1,127.0510366,37.59074055
20503,서울특별시 동대문구 회기동 103-126번지,11230,10800,11230-24239,서울특별시 동대문구 이문로3길 73-2,,1000,0,0,0,1,1,1,127.050908,37.59083881
20504,서울특별시 동대문구 회기동 103-127번지,11230,10800,11230-19670,서울특별시 동대문구 이문로3길 73-4,,1000,0,0,0,2,2,1,127.0508934,37.59073169
20505,서울특별시 동대문구 회기동 103-12번지,11230,10800,11230-16215,서울특별시 동대문구 회기로26길 38,,1000,0,0,0,2,2,1,127.052989,37.59070995
20506,서울특별시 동대문구 회기동 103-132번지,11230,10800,11230-6447,서울특별시 동대문구 회기로12나길 3,,1000,0,0,0,2,2,1,127.0496089,37.59066574
20511,서울특별시 동대문구 회기동 103-139번지,11230,10800,11230-7033,서울특별시 동대문구 이문로3길 71,,4000,0,0,1,1,2,1,127.0511699,37.5908123
20512,서울특별시 동대문구 회기동 103-13번지,11230,10800,11230-15528,서울특별시 동대문구 회기로26길 40,,1000,0,0,0,2,2,1,127.0528959,37.59074153
20514,서울특별시 동대문구 회기동 103-141번지,11230,10800,11230-19188,서울특별시 동대문구 회기로16길 16,,1000,0,0,0,1,1,1,127.0511741,37.59065832
20516,서울특별시 동대문구 회기동 103-150번지,11230,10800,11230-16867,서울특별시 동대문구 회기로12나길 7,,2000,0,0,2,5,7,1,127.0495114,37.59053415
20517,서울특별시 동대문구 회기동 103-151번지,11230,10800,11230-100240869,서울특별시 동대문구 회기로12다길 10,,1000,0,0,0,1,1,1,127.0494605,37.59041866
20527,서울특별시 동대문구 회기동 103-160번지,11230,10800,11230-10243,서울특별시 동대문구 회기로12나길 19,,1000,0,0,0,4,4,1,127.048949,37.59030283
20530,서울특별시 동대문구 회기동 103-16번지,11230,10800,11230-17049,서울특별시 동대문구 회기로18길 16,,1000,0,0,0,4,4,1,127.0525672,37.59085511
20533,서울특별시 동대문구 회기동 103-180번지,11230,10800,11230-15640,서울특별시 동대문구 회기로12길 14,,4000,0,0,2,1,3,1,127.0497204,37.59075949
20534,서울특별시 동대문구 회기동 103-181번지,11230,10800,11230-100189138,서울특별시 동대문구 회기로12나길 4,레지던스K,1000,0,0,1,1,2,1,127.049548,37.59086209
20536,서울특별시 동대문구 회기동 103-188번지,11230,10800,11230-24860,서울특별시 동대문구 회기로10가길 24,,1000,0,0,0,3,3,1,127.0485869,37.59042497
20542,서울특별시 동대문구 회기동 103-193번지,11230,10800,11230-34025,서울특별시 동대문구 회기로12나길 32,,1000,0,0,0,3,3,1,127.0482963,37.59014542
20543,서울특별시 동대문구 회기동 103-194번지,11230,10800,11230-33677,서울특별시 동대문구 회기로12나길 35,,1000,0,0,0,2,2,1,127.0482978,37.58991837
20544,서울특별시 동대문구 회기동 103-195번지,11230,10800,11230-6803,서울특별시 동대문구 회기로12나길 40,,1000,0,0,0,1,1,1,127.0479401,37.58991257
20545,서울특별시 동대문구 회기동 103-199번지,11230,10800,11230-32407,서울특별시 동대문구 회기로12나길 26,,2000,0,0,4,2,6,1,127.0486077,37.59024756
20553,서울특별시 동대문구 회기동 103-206번지,11230,10800,11230-10036,서울특별시 동대문구 회기로10가길 20,회기동다세대주택,2000,0,0,8,0,8,1,127.0483828,37.59039586
20556,서울특별시 동대문구 회기동 103-209번지,11230,10800,11230-21030,서울특별시 동대문구 회기로12나길 25,,1000,0,0,0,2,2,1,127.0486862,37.59011003
20558,서울특별시 동대문구 회기동 103-213번지,11230,10800,11230-31865,서울특별시 동대문구 회기로16길 11,,1000,0,0,1,0,1,1,127.0513854,37.59077427
20568,서울특별시 동대문구 회기동 103-252번지,11230,10800,11230-100224486,서울특별시 동대문구 회기로12길 18,,1000,0,0,0,2,2,1,127.0497936,37.59065404
20569,서울특별시 동대문구 회기동 103-254번지,11230,10800,11230-33170,서울특별시 동대문구 회기로12나길 46,,1000,0,0,0,1,1,1,127.0477518,37.58970317
20571,서울특별시 동대문구 회기동 103-259번지,11230,10800,11230-17151,서울특별시 동대문구 회기로12나길 8,,2000,0,0,0,4,4,1,127.0493426,37.59070505
20572,서울특별시 동대문구 회기동 103-260번지,11230,10800,11230-32361,서울특별시 동대문구 회기로10가길 37,,1000,0,0,0,4,4,1,127.0491972,37.59081809
20573,서울특별시 동대문구 회기동 103-261번지,11230,10800,11230-21208,서울특별시 동대문구 회기로10가길 35-2,,1000,0,0,0,3,3,1,127.0490862,37.59086283
20577,서울특별시 동대문구 회기동 103-268번지,11230,10800,11230-7322,서울특별시 동대문구 회기로10가길 35-1,,1000,0,0,4,2,6,1,127.0488844,37.59085624
