건물용도코드,건물종류,건물일련번호,가점척도,lon,lat
15001,주유소,35921,2,127.2438903,37.662
15001,주유소,35919,2,127.244022,37.663
15001,주유소,35920,2,127.244141,37.662
15001,주유소,35916,2,127.2468647,37.662
15001,주유소,44652,2,127.2059436,37.589
15001,주유소,44653,2,127.2062873,37.589
15001,주유소,44651,2,127.2061316,37.589
15001,주유소,44969,2,127.2244562,37.579
15001,주유소,44968,2,127.2244784,37.579
15001,주유소,9866,2,127.3032087,37.66
15001,주유소,14578,2,127.2994458,37.67
15001,주유소,14577,2,127.2993772,37.67
15001,주유소,50099,2,127.170063,37.616
15001,주유소,50098,2,127.1715301,37.617
15001,주유소,50097,2,127.1715177,37.617
15001,주유소,6876,2,127.1084768,37.647
15001,주유소,12084,2,127.3062199,37.683
15001,주유소,12083,2,127.306362,37.683
15001,주유소,12296,2,127.3216361,37.71
15001,주유소,12332,2,127.317199,37.717
15001,주유소,9951,2,127.2092149,37.638
15001,주유소,9950,2,127.209313,37.638
15001,주유소,9946,2,127.2092944,37.638
15001,주유소,9947,2,127.209402,37.638
15001,주유소,9949,2,127.2093574,37.638
15001,주유소,9948,2,127.2093546,37.638
15001,주유소,9988,2,127.1940647,37.646
15001,주유소,10117,2,127.1778235,37.656
15001,주유소,10058,2,127.1669962,37.672
15001,주유소,9976,2,127.169077,37.686
15001,주유소,9974,2,127.1716328,37.688
15001,주유소,35126,2,127.2285503,37.578
15001,주유소,35127,2,127.2285467,37.578
15001,주유소,35243,2,127.2109455,37.608
15001,주유소,35244,2,127.2108969,37.608
15001,주유소,35245,2,127.2109781,37.608
15001,주유소,35047,2,127.2072394,37.622
15001,주유소,35048,2,127.2075067,37.622
15001,주유소,9275,2,127.2394884,37.599
15001,주유소,9274,2,127.2395534,37.599
15001,주유소,9276,2,127.239564,37.599
15001,주유소,9277,2,127.2396708,37.599
15001,주유소,9320,2,127.2398138,37.6
15001,주유소,8980,2,127.2687135,37.613
15001,주유소,8977,2,127.2686998,37.613
15001,주유소,8982,2,127.2688243,37.613
15001,주유소,8981,2,127.2687592,37.613
15001,주유소,9607,2,127.2866051,37.63
15001,주유소,9551,2,127.3035446,37.636
15001,주유소,9510,2,127.303769,37.643
15001,주유소,9511,2,127.3038725,37.643
15001,주유소,76833,2,127.1218744,37.643
15001,주유소,59988,2,127.1120633,37.678
15001,주유소,69810,2,127.1739745,37.65
15001,주유소,65597,2,127.1720788,37.668
15001,주유소,65598,2,127.1718872,37.668
15001,주유소,69293,2,127.173138,37.67
15001,주유소,69294,2,127.1734121,37.67
15001,주유소,69295,2,127.1733628,37.67
15001,주유소,63925,2,127.1789614,37.701
15001,주유소,63926,2,127.1789835,37.702
15001,주유소,41586,2,127.1786658,37.702
15001,주유소,41585,2,127.1788079,37.702
15001,주유소,33573,2,127.2434511,37.6
15001,주유소,33574,2,127.2435582,37.6
15001,주유소,6984,2,127.1872558,37.669
15001,주유소,6952,2,127.1882736,37.67
15001,주유소,6953,2,127.1883945,37.67
15001,주유소,26444,2,127.2027392,37.674
15001,주유소,7108,2,127.2036615,37.674
15001,주유소,7107,2,127.2037015,37.674
15001,주유소,7223,2,127.2132747,37.691
15001,주유소,68655,2,127.1689899,37.617
15001,주유소,25869,2,127.1655987,37.635
15001,주유소,7470,2,127.1657286,37.635
15001,주유소,7490,2,127.1640401,37.638
15001,주유소,17514,2,127.118538,37.707
15001,주유소,17512,2,127.1183847,37.707
15001,주유소,17515,2,127.1183633,37.707
15001,주유소,66958,2,127.1855155,37.711
15001,주유소,53229,2,127.2046295,37.631
15001,주유소,53227,2,127.204897,37.631
15001,주유소,53228,2,127.2049153,37.631
15001,주유소,27847,2,127.1375654,37.646
15001,주유소,27728,2,127.1591009,37.651
15001,주유소,27743,2,127.168143,37.65
15001,주유소,38841,2,127.1844766,37.594
15001,주유소,38849,2,127.1845632,37.594
15001,주유소,38850,2,127.184621,37.594
15001,주유소,38853,2,127.18438,37.594
15001,주유소,38848,2,127.1846867,37.594
15001,주유소,38847,2,127.1844861,37.594
15001,주유소,38749,2,127.194783,37.594
15001,주유소,38750,2,127.1943384,37.594
15001,주유소,38751,2,127.1942166,37.594
15001,주유소,8613,2,127.3382629,37.595
15001,주유소,8614,2,127.3384772,37.595
15001,주유소,8615,2,127.3383763,37.594
15001,주유소,8400,2,127.3497224,37.631
15001,주유소,8358,2,127.3555832,37.639
15001,주유소,8353,2,127.3575376,37.639
15001,주유소,8291,2,127.3678478,37.651
15001,주유소,65034,2,127.1107118,37.647
15001,주유소,7432,2,127.109799,37.648
15001,주유소,7818,2,127.2077061,37.681
15001,주유소,7840,2,127.2042226,37.69
15001,주유소,7835,2,127.2016448,37.692
15001,주유소,7802,2,127.1930381,37.702
15001,주유소,68787,2,127.1690975,37.587
15001,주유소,16536,2,127.3317518,37.654
2001,아파트,11361,2,127.1557732,37.606
2001,아파트,11362,2,127.1564262,37.606
2001,아파트,57408,2,127.164752,37.609
2001,아파트,57407,2,127.1646769,37.609
2001,아파트,75483,2,127.1636358,37.608
2001,아파트,75484,2,127.1636713,37.608
2001,아파트,75485,2,127.1640156,37.608
2001,아파트,75486,2,127.164046,37.607
2001,아파트,75487,2,127.1643836,37.607
2001,아파트,75488,2,127.1648483,37.607
2001,아파트,75489,2,127.1645713,37.607
2001,아파트,75490,2,127.1648006,37.607
2001,아파트,75491,2,127.165181,37.607
2001,아파트,75492,2,127.1655636,37.607
2001,아파트,75493,2,127.1657627,37.608
2001,아파트,75494,2,127.1651911,37.608
2001,아파트,75495,2,127.1654397,37.608
2001,아파트,75496,2,127.1652192,37.609
2001,아파트,75515,2,127.1654014,37.608
2001,아파트,75516,2,127.165009,37.608
2001,아파트,75517,2,127.1644942,37.608
2001,아파트,75518,2,127.1647425,37.608
2001,아파트,75554,2,127.1640372,37.608
2001,아파트,75555,2,127.165029,37.607
2001,아파트,35435,2,127.2397522,37.648
2001,아파트,35431,2,127.2412842,37.648
2001,아파트,35432,2,127.2408864,37.648
2001,아파트,35433,2,127.2400436,37.648
2001,아파트,35437,2,127.2405092,37.648
2001,아파트,35440,2,127.2393553,37.648
2001,아파트,35442,2,127.2402917,37.648
2001,아파트,35438,2,127.2401843,37.648
2001,아파트,35434,2,127.2403933,37.647
2001,아파트,35441,2,127.2412299,37.649
2001,아파트,35439,2,127.2413798,37.648
2001,아파트,35436,2,127.2412521,37.648
2001,아파트,11478,2,127.270387,37.654
2001,아파트,11479,2,127.2685819,37.654
2001,아파트,11487,2,127.2720016,37.654
2001,아파트,11482,2,127.2716467,37.654
2001,아파트,11483,2,127.2712975,37.654
2001,아파트,11484,2,127.2707339,37.654
2001,아파트,11477,2,127.2691499,37.654
2001,아파트,11480,2,127.2699812,37.654
2001,아파트,11493,2,127.268267,37.654
2001,아파트,11490,2,127.2704639,37.653
2001,아파트,11494,2,127.2686344,37.653
2001,아파트,11496,2,127.2693429,37.653
2001,아파트,11497,2,127.2691184,37.654
2001,아파트,11489,2,127.2710173,37.653
2001,아파트,11492,2,127.2697542,37.653
2001,아파트,11491,2,127.270084,37.653
2001,아파트,11446,2,127.2880926,37.656
2001,아파트,11439,2,127.2871012,37.656
2001,아파트,11440,2,127.2867514,37.656
2001,아파트,11441,2,127.2866734,37.657
2001,아파트,11444,2,127.2877183,37.656
2001,아파트,11447,2,127.2865341,37.656
2001,아파트,11437,2,127.2862081,37.656
2001,아파트,11436,2,127.2872303,37.656
2001,아파트,11438,2,127.2860831,37.656
2001,아파트,23243,2,127.3189384,37.651
2001,아파트,23244,2,127.3201218,37.651
2001,아파트,23245,2,127.3185014,37.651
2001,아파트,23246,2,127.3195168,37.651
2001,아파트,23248,2,127.3205271,37.651
2001,아파트,23249,2,127.3180255,37.651
2001,아파트,23251,2,127.3185017,37.65
2001,아파트,23252,2,127.3189961,37.65
2001,아파트,23242,2,127.3196567,37.65
2001,아파트,23254,2,127.3194566,37.65
2001,아파트,23253,2,127.3183195,37.65
2001,아파트,23255,2,127.3199594,37.65
2001,아파트,1831,2,127.1949189,37.726
2001,아파트,1832,2,127.1942837,37.727
2001,아파트,1833,2,127.194464,37.727
2001,아파트,1834,2,127.1951093,37.727
2001,아파트,1836,2,127.1944831,37.728
2001,아파트,1835,2,127.1949602,37.727
2001,아파트,1851,2,127.1933785,37.726
2001,아파트,1852,2,127.1927045,37.725
2001,아파트,1842,2,127.194545,37.725
2001,아파트,1846,2,127.1925532,37.724
2001,아파트,1847,2,127.1920755,37.724
2001,아파트,1844,2,127.1935874,37.725
2001,아파트,1853,2,127.1924237,37.725
2001,아파트,1848,2,127.1930554,37.725
2001,아파트,1849,2,127.1935861,37.725
2001,아파트,1850,2,127.1940106,37.726
2001,아파트,1843,2,127.1940633,37.725
2001,아파트,1845,2,127.193184,37.724
2001,아파트,24883,2,127.1905381,37.729
2001,아파트,24884,2,127.1907312,37.728
2001,아파트,24880,2,127.1904725,37.729
2001,아파트,24881,2,127.1902525,37.729
2001,아파트,24894,2,127.1916958,37.73
2001,아파트,24895,2,127.1913448,37.729
2001,아파트,24896,2,127.1914283,37.729
2001,아파트,24888,2,127.1912316,37.73
2001,아파트,24893,2,127.1916755,37.73
2001,아파트,24892,2,127.191063,37.729
2001,아파트,59235,2,127.1963087,37.729
2001,아파트,59236,2,127.1957786,37.729
2001,아파트,59233,2,127.195087,37.729
2001,아파트,59232,2,127.1954437,37.727
2001,아파트,59234,2,127.1950721,37.728
2001,아파트,59228,2,127.1951085,37.729
2001,아파트,59230,2,127.1957447,37.728
2001,아파트,59231,2,127.1960279,37.728
2001,아파트,24911,2,127.1915441,37.731
2001,아파트,24905,2,127.1922095,37.732
2001,아파트,24906,2,127.191927,37.732
2001,아파트,24908,2,127.1916451,37.732
2001,아파트,24909,2,127.1917351,37.731
2001,아파트,71175,2,127.1325747,37.667
2001,아파트,71176,2,127.1325498,37.667
2001,아파트,71174,2,127.1319217,37.667
2001,아파트,71177,2,127.1330077,37.667
2001,아파트,71179,2,127.1319955,37.667
2001,아파트,44161,2,127.1978453,37.742
2001,아파트,2473,2,127.1602983,37.706
2001,아파트,2472,2,127.1605444,37.706
2001,아파트,2474,2,127.1604251,37.705
2001,아파트,2476,2,127.1605648,37.706
2001,아파트,2477,2,127.1598332,37.705
2001,아파트,2478,2,127.1598605,37.706
2001,아파트,2479,2,127.1607627,37.706
2001,아파트,42921,2,127.3009471,37.644
2001,아파트,42922,2,127.3020322,37.644
2001,아파트,42923,2,127.3024636,37.644
2001,아파트,42925,2,127.3016671,37.644
2001,아파트,42924,2,127.3023143,37.645
2001,아파트,42920,2,127.3012206,37.645
2001,아파트,42926,2,127.301193,37.644
2001,아파트,42914,2,127.3008729,37.646
2001,아파트,42915,2,127.3001112,37.645
2001,아파트,42916,2,127.3010111,37.645
2001,아파트,42910,2,127.2997831,37.646
2001,아파트,42911,2,127.2992305,37.647
2001,아파트,42913,2,127.2999339,37.646
2001,아파트,42912,2,127.2993812,37.646
2001,아파트,42933,2,127.2973698,37.644
2001,아파트,42938,2,127.2977296,37.643
2001,아파트,42939,2,127.2985593,37.644
2001,아파트,42940,2,127.2982054,37.644
2001,아파트,42941,2,127.2987423,37.643
2001,아파트,42942,2,127.2979518,37.643
2001,아파트,42937,2,127.2983773,37.643
2001,아파트,20842,2,127.2959775,37.641
2001,아파트,20844,2,127.2960435,37.641
2001,아파트,20846,2,127.2958195,37.641
2001,아파트,20848,2,127.2953211,37.641
2001,아파트,20847,2,127.2951842,37.64
2001,아파트,20841,2,127.2960278,37.64
2001,아파트,35928,2,127.2394551,37.655
2001,아파트,35925,2,127.2388697,37.654
2001,아파트,35929,2,127.2394925,37.654
2001,아파트,35930,2,127.2389223,37.654
2001,아파트,35926,2,127.2383087,37.654
2001,아파트,35931,2,127.2395042,37.655
2001,아파트,35956,2,127.2389255,37.659
2001,아파트,35953,2,127.239133,37.661
2001,아파트,35954,2,127.2389316,37.661
2001,아파트,35955,2,127.2391488,37.66
2001,아파트,35957,2,127.2387394,37.66
2001,아파트,35958,2,127.2392063,37.66
2001,아파트,69335,2,127.2408982,37.662
2001,아파트,69334,2,127.24101,37.662
2001,아파트,69336,2,127.2408839,37.663
2001,아파트,69337,2,127.2401888,37.663
2001,아파트,69338,2,127.2394402,37.663
2001,아파트,69339,2,127.239398,37.662
2001,아파트,69340,2,127.239979,37.662
2001,아파트,69341,2,127.2398949,37.662
2001,아파트,35935,2,127.2550118,37.657
2001,아파트,35936,2,127.2538121,37.657
2001,아파트,35938,2,127.2537924,37.657
2001,아파트,35943,2,127.2542528,37.658
2001,아파트,35948,2,127.2548522,37.658
2001,아파트,35950,2,127.2537777,37.658
2001,아파트,35951,2,127.2536868,37.658
2001,아파트,35939,2,127.2541509,37.657
2001,아파트,35946,2,127.2549469,37.657
2001,아파트,35942,2,127.2543761,37.657
2001,아파트,56242,2,127.245105,37.661
2001,아파트,56241,2,127.2470457,37.661
2001,아파트,56244,2,127.2466037,37.66
2001,아파트,56245,2,127.2455016,37.66
2001,아파트,56246,2,127.2459304,37.66
2001,아파트,56247,2,127.2451037,37.66
2001,아파트,56249,2,127.2465007,37.66
2001,아파트,56248,2,127.2459055,37.66
2001,아파트,56243,2,127.2460331,37.66
2001,아파트,56231,2,127.2445876,37.661
2001,아파트,56233,2,127.2470622,37.661
2001,아파트,56238,2,127.2449421,37.662
2001,아파트,56239,2,127.2465293,37.662
2001,아파트,56237,2,127.2457353,37.662
2001,아파트,56228,2,127.2474469,37.661
2001,아파트,56232,2,127.2474168,37.661
2001,아파트,56210,2,127.2443019,37.662
2001,아파트,56211,2,127.2473217,37.662
2001,아파트,56212,2,127.2438155,37.662
2001,아파트,56236,2,127.2445009,37.662
2001,아파트,56229,2,127.2453817,37.661
2001,아파트,56230,2,127.2463548,37.661
2001,아파트,25197,2,127.2400472,37.66
2001,아파트,25237,2,127.2413179,37.661
2001,아파트,25224,2,127.2400243,37.66
2001,아파트,25192,2,127.240867,37.66
2001,아파트,25226,2,127.243013,37.661
2001,아파트,25227,2,127.2423988,37.661
2001,아파트,25228,2,127.2417293,37.661
2001,아파트,25221,2,127.2408402,37.66
2001,아파트,25232,2,127.2406354,37.661
2001,아파트,25240,2,127.2430561,37.661
2001,아파트,25202,2,127.2424016,37.661
2001,아파트,25207,2,127.2400966,37.661
2001,아파트,25179,2,127.2401355,37.659
2001,아파트,25185,2,127.2408784,37.659
2001,아파트,25183,2,127.2408988,37.658
2001,아파트,25180,2,127.2402586,37.658
2001,아파트,25181,2,127.2409308,37.658
2001,아파트,25186,2,127.2414856,37.659
2001,아파트,25184,2,127.2414858,37.659
2001,아파트,25182,2,127.240303,37.658
2001,아파트,60281,2,127.2477415,37.66
2001,아파트,51524,2,127.2524857,37.66
2001,아파트,51511,2,127.250234,37.66
2001,아파트,51514,2,127.2499989,37.659
2001,아파트,51515,2,127.2497594,37.661
2001,아파트,51535,2,127.2487833,37.661
2001,아파트,51536,2,127.2495303,37.661
2001,아파트,51539,2,127.250154,37.661
2001,아파트,51543,2,127.2485952,37.661
2001,아파트,51544,2,127.2508866,37.661
2001,아파트,51546,2,127.2503342,37.661
2001,아파트,51520,2,127.2505275,37.66
2001,아파트,51517,2,127.248642,37.661
2001,아파트,51528,2,127.251877,37.66
2001,아파트,51530,2,127.2510105,37.66
2001,아파트,51516,2,127.2515835,37.661
2001,아파트,51532,2,127.251469,37.66
2001,아파트,51526,2,127.2495889,37.66
2001,아파트,51529,2,127.2501376,37.66
2001,아파트,25247,2,127.2482051,37.659
2001,아파트,25242,2,127.2492912,37.66
2001,아파트,25243,2,127.248441,37.659
2001,아파트,25246,2,127.2490536,37.659
2001,아파트,25250,2,127.2488274,37.659
2001,아파트,25252,2,127.2493208,37.66
2001,아파트,25251,2,127.2486856,37.66
2001,아파트,52483,2,127.2883548,37.526
2001,아파트,52480,2,127.2890034,37.527
2001,아파트,52482,2,127.2885271,37.526
2001,아파트,52484,2,127.2882106,37.526
2001,아파트,44656,2,127.206349,37.589
2001,아파트,44655,2,127.2064047,37.589
2001,아파트,44705,2,127.2068812,37.589
2001,아파트,44706,2,127.2069228,37.589
2001,아파트,44688,2,127.2099868,37.589
2001,아파트,44690,2,127.2094114,37.589
2001,아파트,44698,2,127.2075569,37.589
2001,아파트,44667,2,127.209769,37.588
2001,아파트,44689,2,127.2089314,37.589
2001,아파트,44699,2,127.2086279,37.589
2001,아파트,44700,2,127.2080816,37.589
2001,아파트,44670,2,127.2084744,37.589
2001,아파트,44674,2,127.2092626,37.588
2001,아파트,44675,2,127.2101915,37.589
2001,아파트,50976,2,127.2115116,37.589
2001,아파트,44484,2,127.2107192,37.587
2001,아파트,44483,2,127.2112953,37.587
2001,아파트,44498,2,127.2115203,37.587
2001,아파트,47180,2,127.2123197,37.583
2001,아파트,47174,2,127.212772,37.583
2001,아파트,47175,2,127.2120356,37.583
2001,아파트,47171,2,127.2122768,37.582
2001,아파트,47184,2,127.2120978,37.583
2001,아파트,47167,2,127.2114092,37.584
2001,아파트,47160,2,127.2110814,37.583
2001,아파트,47166,2,127.2112837,37.583
2001,아파트,47155,2,127.211368,37.583
2001,아파트,47159,2,127.2109757,37.583
2001,아파트,47163,2,127.2111322,37.584
2001,아파트,47147,2,127.211402,37.582
2001,아파트,47144,2,127.2120634,37.582
2001,아파트,47146,2,127.2119029,37.582
2001,아파트,47140,2,127.2105944,37.583
2001,아파트,44708,2,127.21273,37.584
2001,아파트,44707,2,127.2128732,37.584
2001,아파트,44579,2,127.2145926,37.581
2001,아파트,44580,2,127.2150366,37.581
2001,아파트,44564,2,127.2129742,37.58
2001,아파트,44565,2,127.213728,37.581
2001,아파트,44585,2,127.2130887,37.581
2001,아파트,44586,2,127.2136614,37.581
2001,아파트,44591,2,127.2136709,37.581
2001,아파트,44592,2,127.2144414,37.581
2001,아파트,44609,2,127.215039,37.582
2001,아파트,44613,2,127.2141135,37.582
2001,아파트,44766,2,127.2167149,37.58
2001,아파트,44767,2,127.2180687,37.581
2001,아파트,44769,2,127.2172906,37.581
2001,아파트,44756,2,127.2168127,37.581
2001,아파트,44759,2,127.2173755,37.581
2001,아파트,44760,2,127.2170687,37.581
2001,아파트,44762,2,127.2172059,37.58
2001,아파트,44763,2,127.2175919,37.58
2001,아파트,44765,2,127.2178168,37.581
2001,아파트,44754,2,127.2180415,37.581
2001,아파트,44757,2,127.2164614,37.581
2001,아파트,44761,2,127.2178271,37.581
2001,아파트,44792,2,127.2158995,37.579
2001,아파트,44824,2,127.2162672,37.578
2001,아파트,44804,2,127.2158056,37.58
2001,아파트,44816,2,127.2169659,37.578
2001,아파트,44817,2,127.216617,37.578
2001,아파트,44819,2,127.2160351,37.578
2001,아파트,44832,2,127.2149688,37.579
2001,아파트,44853,2,127.2146135,37.58
2001,아파트,44856,2,127.2142617,37.58
2001,아파트,44834,2,127.2143941,37.579
2001,아파트,44838,2,127.2150981,37.578
2001,아파트,44841,2,127.2149815,37.579
2001,아파트,44843,2,127.214416,37.579
2001,아파트,44616,2,127.2138068,37.579
2001,아파트,44621,2,127.2133863,37.579
2001,아파트,44630,2,127.2140014,37.58
2001,아파트,44806,2,127.2149666,37.58
2001,아파트,44823,2,127.2145961,37.578
2001,아파트,44794,2,127.2158338,37.58
2001,아파트,44627,2,127.2132341,37.58
2001,아파트,44830,2,127.2153267,37.578
2001,아파트,44837,2,127.2157145,37.579
2001,아파트,44813,2,127.2155209,37.581
2001,아파트,44825,2,127.2157639,37.578
2001,아파트,44849,2,127.2142192,37.579
2001,아파트,44625,2,127.2137751,37.58
2001,아파트,44822,2,127.2160489,37.578
2001,아파트,44614,2,127.2139256,37.579
2001,아파트,66513,2,127.2172562,37.578
2001,아파트,46699,2,127.2180613,37.578
2001,아파트,49245,2,127.2186249,37.58
2001,아파트,49247,2,127.218267,37.58
2001,아파트,49246,2,127.2186386,37.58
2001,아파트,44879,2,127.2196243,37.579
2001,아파트,44880,2,127.2201314,37.578
2001,아파트,44885,2,127.2204698,37.579
2001,아파트,44872,2,127.220384,37.579
2001,아파트,44878,2,127.2207556,37.579
2001,아파트,44887,2,127.2198356,37.579
2001,아파트,44869,2,127.2195512,37.578
2001,아파트,44886,2,127.2209589,37.579
2001,아파트,44873,2,127.219075,37.579
2001,아파트,44866,2,127.2187678,37.579
2001,아파트,44876,2,127.219904,37.579
2001,아파트,54720,2,127.2193873,37.577
2001,아파트,54722,2,127.2202608,37.577
2001,아파트,54727,2,127.2205726,37.578
2001,아파트,54728,2,127.2198693,37.578
2001,아파트,54725,2,127.2193687,37.577
2001,아파트,44949,2,127.2215257,37.578
2001,아파트,44915,2,127.2222992,37.578
2001,아파트,44939,2,127.2239534,37.578
2001,아파트,44941,2,127.2247364,37.578
2001,아파트,44945,2,127.2235378,37.578
2001,아파트,44897,2,127.2227889,37.577
2001,아파트,44898,2,127.2217145,37.577
2001,아파트,44900,2,127.2222403,37.577
2001,아파트,44902,2,127.2212575,37.577
2001,아파트,44924,2,127.223629,37.577
2001,아파트,44926,2,127.224405,37.577
2001,아파트,44909,2,127.2220683,37.577
2001,아파트,44912,2,127.2212808,37.577
2001,아파트,44934,2,127.2244372,37.578
2001,아파트,44935,2,127.2249989,37.578
2001,아파트,44930,2,127.2223529,37.578
2001,아파트,44931,2,127.2231307,37.578
2001,아파트,44923,2,127.2230383,37.577
2001,아파트,44948,2,127.22204,37.578
2001,아파트,44946,2,127.2227995,37.578
2001,아파트,45006,2,127.2246445,37.576
2001,아파트,45008,2,127.2236225,37.575
2001,아파트,45009,2,127.2237854,37.576
2001,아파트,45011,2,127.2250546,37.576
2001,아파트,45012,2,127.2242764,37.576
2001,아파트,45001,2,127.2233168,37.576
2001,아파트,45013,2,127.225752,37.576
2001,아파트,45002,2,127.2233964,37.576
2001,아파트,54762,2,127.2218082,37.576
2001,아파트,54768,2,127.2224423,37.576
2001,아파트,54769,2,127.2229285,37.576
2001,아파트,54773,2,127.2212516,37.576
2001,아파트,54774,2,127.2221487,37.576
2001,아파트,54760,2,127.2219101,37.575
2001,아파트,54763,2,127.2212094,37.576
2001,아파트,54758,2,127.2227565,37.575
2001,아파트,54751,2,127.2229384,37.576
2001,아파트,54752,2,127.2223811,37.576
2001,아파트,54754,2,127.2229385,37.576
2001,아파트,54755,2,127.2219041,37.576
2001,아파트,54756,2,127.2224353,37.576
2001,아파트,54757,2,127.2225151,37.576
2001,아파트,54765,2,127.2215711,37.576
2001,아파트,54766,2,127.222773,37.576
2001,아파트,54771,2,127.2213278,37.576
2001,아파트,54772,2,127.2214372,37.576
2001,아파트,54775,2,127.2227606,37.576
2001,아파트,54761,2,127.2215682,37.575
2001,아파트,54767,2,127.2220956,37.576
2001,아파트,54759,2,127.2216788,37.575
2001,아파트,54753,2,127.2224653,37.576
2001,아파트,54770,2,127.2215343,37.576
2001,아파트,45398,2,127.1577537,37.608
2001,아파트,45399,2,127.1583467,37.608
2001,아파트,45400,2,127.1596336,37.609
2001,아파트,45401,2,127.1589954,37.609
2001,아파트,45570,2,127.1575389,37.609
2001,아파트,45463,2,127.1602543,37.614
2001,아파트,45465,2,127.1591615,37.61
2001,아파트,45468,2,127.1587085,37.61
2001,아파트,45469,2,127.1613677,37.612
2001,아파트,45471,2,127.1637898,37.613
2001,아파트,45472,2,127.1605398,37.61
2001,아파트,45473,2,127.163436,37.613
2001,아파트,45475,2,127.1633414,37.613
2001,아파트,45479,2,127.157188,37.611
2001,아파트,45499,2,127.1569026,37.611
2001,아파트,45502,2,127.160796,37.611
2001,아파트,45504,2,127.1611019,37.61
2001,아파트,45505,2,127.160806,37.613
2001,아파트,45506,2,127.1606628,37.614
2001,아파트,45507,2,127.157492,37.609
2001,아파트,45509,2,127.1629165,37.61
2001,아파트,45510,2,127.1625667,37.614
2001,아파트,45511,2,127.1591294,37.612
2001,아파트,45512,2,127.1620058,37.613
